symbol,side,ts,root_ts,source,entry,stop,target,root_low,root_high,phase,scale,rr,cost_r,sweep,impulse_volume,impulse_flow,test_effort,test_result,acceptance,test_flow,width_atr,slope_atr,overshoot,reaction_volume,range_location,trend_hour,eff_hour,trend_fourhour,eff_fourhour,relative_strength,market_direction,market_breadth,episode,entry_fill,exit_fill,entry_ts,exit_ts,reason,net_r,unit_risk,hold_minutes,fee_r,funding_r,censored,predicted_value,nav_before,nav_after
BTCUSDT,-1,1763337600000000000,1763336700000000000,1763334900000000000,94221.7,94528.90000000001,92922.90000000001,92864.90000000001,94404.5,rejection,15.0,4.227864583333135,0.33738238932290393,1.0,0.6804505443148151,-0.22779469290639986,1.3268162479332177,0.3525390624999961,0.5950520833333203,-0.05510747747335549,2.56325545578471,0.03213226181907204,0.08073525591062848,0.7620418844425896,0.26913121764573694,-0.10821746208496173,-0.019585392310473907,-0.3782616520877383,-0.027621085391946815,0.01984782522394965,0.24439257271325762,1.0,86,94202.85566,94547.80578000001,1763337600000000001,1763339220000000000,stop,-0.9785502680344771,439.32542000001166,26.999999999983334,0.21481873441331373,-0.02144980189090299,0,0.0,10000.0,9706.434919589658
BTCUSDT,-1,1763340300000000000,1763295300000000000,1763293500000000000,94674.0,94997.6,93741.67692307693,93943.6,94898.07692307692,rejection,15.0,2.881097271084844,0.3218213844252105,1.0,1.5605524593332236,-0.012654487006401594,0.8641290366474114,0.7694684796044361,0.6924503185318848,0.12155681963988156,3.527344091859192,0.10660321677980744,0.10416498766944633,1.400588805193461,0.15592615799874704,-1.3259734515939676,-0.13760834547825715,-1.4139282123184382,-0.04146346749897124,0.1071437332063708,-0.06988436958464145,0.5,79,94655.0652,95016.59952,1763340300000000001,1763340780000000000,stop,-1.0000000709073598,456.37012000000584,7.999999999983333,0.2078046484726011,0.0,0,0.0,9706.434919589658,9415.241851354238
SOLUSDT,-1,1763350500000000000,1763323200000000000,1763316000000000000,140.03,140.60999999999999,138.41,132.51510416666667,140.05510416666667,rejection,60.0,2.7931034482759465,0.2655741379310418,1.0,2.1876783284159513,-0.4121385703916005,0.2650954797139598,0.3448275862068864,0.04328304597701007,-0.14303580490150153,3.0737080323869366,0.07592548024297952,0.07226735190097196,1.3075558347047362,0.12445414847161466,-0.5258731249043936,-0.5443037974683761,-1.1658892536640173,-0.19482288828338035,0.33653840821904024,-0.3206197816544112,0.5,84,140.001994,140.63812199999998,1763350500000000001,1763353620000000000,stop,-1.000000074699144,0.776447999999984,51.99999999998333,0.18072048353528228,0.0,0,0.0,9415.241851354238,9132.784574714296
SOLUSDT,1,1763393400000000000,1763392500000000000,1763390700000000000,138.76,136.75,143.29000000000002,137.12750000000003,143.56250000000003,rejection,15.0,2.253731343283607,0.07593830845771178,1.0,3.542898442962774,-0.137784905082332,0.5939400785103235,0.905472636815921,0.8121890547263543,0.016120192920847445,3.475900529970684,0.04726360471988223,0.057109557109562566,2.4340984081924,0.3131618759455354,0.7130052369170594,0.10610932475884143,-1.9391581822214083,-0.14755445951499988,-0.11813202448049506,0.17077658468228685,1.0,89,138.797754,136.72265000000002,1763393400000000001,1763394720000000000,stop,-1.0045428286992715,2.202856999999991,21.999999999983334,0.0625370607352182,0.0,0,0.0,9132.784574714296,8857.556377196759
SOLUSDT,1,1763402700000000000,1763186400000000000,1763179200000000000,132.49,131.51000000000002,136.04000000000002,131.72318181818196,138.2204545454547,rejection,60.0,3.622448979591886,0.148713265306124,1.0,1.720534289149991,-0.21154872567140504,0.5468073985526801,0.27551020408164595,0.7824675324674091,-0.091041307644185,3.3765507124588106,-0.042519877448060045,0.03127186231987415,1.0296127860728062,0.08234295415959242,-1.491502812261435,-0.6067653276955589,-2.993399372343498,-0.17943925233645008,0.45740127460165936,-0.25242463161890993,0.25,65,132.516498,131.48369800000003,1763402700000000001,1763403300000000000,stop,-1.0000000841346073,1.1647999999999898,9.999999999983334,0.11332425995879221,0.0,0,0.0,8857.556377196759,8591.829663524046
BTCUSDT,1,1763410800000000000,1763168400000000000,1763166600000000000,91607.7,91249.9,92438.79999999999,91325.22777777817,92813.1111111115,rejection,15.0,2.322806036892075,0.28163351034097034,1.0,2.2946781110972836,-0.24102580219606684,0.45053981822983163,0.12241475684740792,0.7894695981604913,-0.04743125193465249,2.555172042035785,-0.016343163509708554,0.0505602664488733,1.4529296685241895,0.11398980242192387,-1.0090973252160746,-0.4099344216547875,-2.5064287715330944,-0.21096832945461444,-0.04804291414176909,0.1738605202983776,1.0,64,91625.92152,91231.65002,1763410800000000001,1763426820000000000,stop,-1.0187661584290426,485.8003200000029,266.99999999998334,0.18820239922855436,0.0189720747816715,0,0.0,8591.829663524046,8329.237704518493
BTCUSDT,1,1763432700000000000,1763430300000000000,1763428500000000000,91312.3,90699.9,91974.59166666669,90914.49166666668,92011.91666666669,rejection,15.0,1.0814690833877803,0.16401621489222498,1.0,9.08078228295109,-0.25057397279513616,0.3309915666757712,0.6574134552580014,0.6495890485521131,-0.16050694627826917,2.3441472385628357,-0.07972781345363081,0.1954499548184911,5.675860975786086,0.36644921898378424,-1.1643571631232912,-0.24524227291131886,-1.5601659731154993,-0.10960055220431453,-0.8990989022094317,0.3627501195924583,0.75,94,91330.66248,90681.76002,1763432700000000001,1763434800000000000,stop,-1.0001353475184118,739.8085400000086,34.99999999998333,0.12301319372441814,0.0,0,0.0,8329.237704518493,8079.326753133331
ETHUSDT,-1,1763435100000000000,1763420400000000000,1763413200000000000,2959.53,3049.01,2724.222023809524,2840.304880952381,2976.442023809524,rejection,60.0,2.6297270472784526,0.036382241841752344,1.0,0.9962839776791701,-0.2216203522078688,13.519488051164794,0.8651095216808208,0.1890033952785406,0.06996625700331252,2.2159849178219724,0.3149249049494515,0.5329770749384359,2.016249620434089,0.8465323114769586,0.6958670738102598,0.2500438673451519,1.016698419419615,0.14327659769692905,1.088794152871698,2.837576601766795,1.0,92,2958.938094,3049.619802,1763435100000000001,1763454960000000000,stop,-0.996771768214877,93.68597800000002,330.99999999998334,0.03206754107855926,-0.0032283272956813228,0,0.0,8079.326753133331,7837.729408722137
ETHUSDT,-1,1763456400000000000,1763443800000000000,1763442000000000000,3059.23,3066.9,3026.21,2987.0757142857146,3065.527142857143,rejection,15.0,4.305084745762668,0.43874224250325533,1.0,3.097553564414024,-0.23689650920788297,0.1625672864467974,0.46284224250327877,0.8210094989756339,-0.13698600349455334,2.2894443610024924,-0.055530990765084096,0.017371986306352945,1.3727412690776484,0.08096395729838157,-1.0593411977032856,-0.4956308028399821,-1.582591546871871,-0.16824372537461238,-0.5716351480852856,0.41583417593736915,0.75,100,3058.6181540000002,3067.51338,1763456400000000001,1763461200000000000,stop,-1.0000000641395637,11.958291000000072,79.99999999998333,0.2561457792756492,0.0,0,0.0,7837.729408722137,7602.5975113792165
BTCUSDT,-1,1763470500000000000,1763398800000000000,1763397000000000000,91460.2,91859.1,91056.20000000001,88966.96666666665,91616.10666666664,rejection,15.0,1.0127851591877077,0.252209125094003,1.0,4.195560938542006,-0.34067945958010015,0.22672667301794902,0.7733767861619284,0.3908414807386419,-0.12751095755242933,3.8136953859112097,0.07137524526203935,0.09168761686183263,2.2778558099440582,0.39286769776376773,0.03915705266493044,0.01379590180563837,-0.2696366163287636,-0.03143514089589306,0.05694859990814839,0.016694928212013585,0.5,90,91441.90796,91056.20000000001,1763470500000000001,1763472960000000000,target,0.6103213531201973,527.2235100000087,40.99999999998333,0.12126203169505652,0.0,0,0.0,7602.5975113792165,7741.798339390412
