symbol,side,ts,root_ts,source,entry,stop,target,root_low,root_high,phase,scale,rr,cost_r,sweep,deep_sweep,impulse_volume,impulse_flow,test_effort,test_result,acceptance,test_flow,width_atr,slope_atr,overshoot,reaction_volume,range_location,trend_hour,eff_hour,trend_fourhour,eff_fourhour,relative_strength,market_direction,market_breadth,episode,entry_fill,exit_fill,entry_ts,exit_ts,reason,net_r,unit_risk,hold_minutes,fee_r,funding_r,censored,predicted_value,nav_before,nav_after
SOLUSDT,-1,1722646200000000000,1722637800000000000,1722636000000000000,151.843,152.44199999999998,150.89,152.46214285714282,156.7005714285714,acceptance,15.0,1.5909849749582965,0.2788435726210399,0.0,0.0,2.0754315549779765,0.16103399551159503,0.5104369268279167,-1.1936560934891751,1.0336274743620102,0.017814959402779725,2.125708671002322,-0.07737926336184121,0.3732852472277378,1.0217115684631881,0.6837475258412163,0.3721369387976104,0.14953647722692873,0.4022288745494391,0.030100585497674186,0.025606601742580337,0.6594638196277116,0.75,92,151.814631,150.89,1722646200000000001,1722646500000000000,target,1.0080618085356157,0.8119994999999894,4.999999999983333,0.1306470207186105,0.0,0,0.0,10000.0,10302.418542560685
XRPUSDT,1,1722650700000000000,1722649500000000000,1722647700000000000,0.5597,0.5571,0.5641,0.5340888888888888,0.5478388888888889,acceptance,15.0,1.6923076923077613,0.2367961538461597,0.0,0.0,1.2186638618728942,0.3503864470098643,1.3915845334818715,1.3076923076923241,4.56196581196592,0.2730692963004468,2.1033397577751516,-0.3951729241880594,0.8844444444444467,1.1143915546501184,0.68,1.8509389868421278,0.5680751173708776,-0.9331180016311545,-0.08079470198675262,-0.017661540409657617,0.9560149552858374,1.0,94,0.55971192,0.5569885800000001,1722650700000000001,1722652500000000000,stop,-0.970408973433959,0.0033817599999999355,29.999999999983334,0.16510640908876167,0.0,0,0.0,10302.418542560685,10002.491760507486
ETHUSDT,1,1722659400000000000,1722621600000000000,1722614400000000000,2977.32,2973.43,2982.2,2787.139444444445,2954.130555555556,acceptance,60.0,1.254498714652762,0.8419156812338624,0.0,0.0,2.273187019585216,0.16913745079852305,0.16810149888599119,1.3059125964010165,5.9612967723502015,0.038826022060306234,3.2988543297618196,-0.31043366769902186,0.16814933595933063,0.8775785809131285,0.8347714101738581,0.09541505716522354,0.22004555808657958,-0.2465382843523597,-0.06015617468427683,0.18482693503971181,-0.16590610393411837,0.25,90,2977.9054619999997,2972.835314,1722659400000000001,1722660360000000000,stop,-0.9987577951777771,8.055525000000328,15.999999999983334,0.36935772503963166,0.0,0,0.0,10002.491760507486,9702.789761997235
XRPUSDT,-1,1722691200000000000,1722688200000000000,1722686400000000000,0.5683,0.5697,0.5668,0.5696666666666668,0.5763666666666668,acceptance,15.0,1.0714285714286451,0.4465214285714424,0.0,0.0,1.3415184767056914,0.3312013623325798,0.48618597096813804,0.5714285714286054,0.9761904761905574,0.0891621878511167,2.1381488237079456,-0.13562884329490899,0.4427860696517562,1.3256090286529099,0.6904761904761877,0.7659040562535745,0.19047619047618125,-0.6063407112007613,-0.046683046683045265,-0.6790865961867016,0.4632235979763028,0.75,96,0.56808636,0.56981394,1722691200000000001,1722691560000000000,stop,-1.0454931029773267,0.0021965999999999566,5.999999999983333,0.25901399890740745,0.0,0,0.0,9702.789761997235,9398.46376872302
BTCUSDT,-1,1722700200000000000,1722699000000000000,1722697200000000000,61170.0,61397.9,60830.9,61800.12222222222,62137.22222222222,acceptance,15.0,1.4879333040807212,0.2952479157525212,0.0,0.0,7.83081808579823,0.2711458749004231,0.764342247280684,0.7810443176831894,2.764906635463872,0.1873100716949946,2.175238198547675,0.015056528616467705,1.999472625992954,5.269825013299037,0.9577844023463781,6.1049921674457455,0.7332403317057773,5.074480330281525,0.2713408322406978,0.0677279277468108,1.2684592617154749,1.0,99,61157.766,60830.9,1722700200000000001,1722700680000000000,target,0.9057162069462277,313.69753000000145,7.999999999983333,0.13626203241064666,0.0,0,0.0,9398.46376872302,9653.833997394902
XRPUSDT,-1,1722700800000000000,1722696300000000000,1722694500000000000,0.556,0.5634,0.5428,0.5648333333333333,0.5716111111111111,acceptance,15.0,1.7837837837838064,0.08264864864864908,0.0,0.0,3.1803129906274252,0.11355080597994005,2.4240680642370647,1.135135135135136,1.1936936936936884,0.0985173482457188,2.4432107029371917,0.05607368826413504,1.4213114754098284,3.857497888967151,0.9550561797752795,4.181495039125275,0.816901408450688,5.046631943771873,0.3255813953488271,-1.6133712370853779,3.003248776689122,1.0,98,0.5558888000000001,0.56351268,1722700800000000001,1722702660000000000,stop,-1.000917457885174,0.008183579999999963,30.999999999983334,0.06839314089921558,0.0009173674602069063,0,0.0,9653.833997394902,9363.953267889363
ETHUSDT,1,1722734400000000000,1722721500000000000,1722719700000000000,2902.87,2892.81,2917.7,2807.8200000000006,2858.8771428571436,acceptance,15.0,1.4741550695825056,0.3174112326043755,0.0,0.0,1.3337403896340638,-0.30282189566474094,0.341170254898988,-0.8071570576540691,4.373047429707413,-0.015885220591305472,2.156204003867716,-0.12198781465642061,1.2249580302182288,1.3331295528169191,0.5447852760736152,-0.456941497629947,-0.2416257257704628,0.3196901235728756,0.04479024909768523,-0.25692369099498896,0.0956285150896488,0.75,100,2903.450574,2892.231438,1722734400000000001,1722735120000000000,stop,-1.000000071261736,14.116975999999946,11.999999999983334,0.2052734952584754,0.0,0,0.0,9363.953267889363,9083.034649833935
BTCUSDT,1,1722738900000000000,1722737700000000000,1722735900000000000,61066.2,60950.4,61262.4,60277.92380952381,60761.18809523809,acceptance,15.0,1.6943005181348165,0.5800761658031307,0.0,0.0,1.5467407143278293,0.17243482459547876,2.5924744689579557,1.6873920552677162,2.633954272555438,0.23644629904688816,2.036791799155094,-0.01640704628552173,0.6793630617182002,1.9074026814609246,0.9708239418983183,2.7315173168266518,0.8236116406151369,1.7170500769559705,0.14304775280898527,-0.10415285446668476,1.4838234994514552,1.0,102,61078.31322,60938.20992,1722738900000000001,1722739080000000000,stop,-0.999502720419425,201.21161999999563,2.9999999999833333,0.30320446488130914,0.0,0,0.0,9083.034649833935,8810.679114568748
XRPUSDT,-1,1722756900000000000,1722748500000000000,1722746700000000000,0.5494,0.5519999999999999,0.5458,0.5530555555555555,0.5601355555555555,acceptance,15.0,1.3846153846154372,0.2324384615384673,0.0,0.0,0.9962091644720306,0.2913895771867304,5.377548076462404,1.4615384615385074,1.4059829059829283,0.2905691002028333,2.6744410126218177,-0.04784781472675618,0.6293157564344013,2.8519597620050536,0.9207920792079185,1.9642787098352334,0.577777777777754,2.153151662704028,0.19723183391004098,-0.02908246839621853,3.0070405605938983,1.0,103,0.54919014,0.5458,1722756900000000001,1722757980000000000,target,0.8918430041115933,0.0033709799999999354,17.999999999983334,0.11384080297124496,0.0,0,0.0,8810.679114568748,9046.411390462756
XRPUSDT,-1,1722781500000000000,1722779100000000000,1722777300000000000,0.5361,0.5388999999999999,0.5331833333333331,0.5384333333333332,0.5489333333333333,acceptance,15.0,1.0416666666667824,0.21061071428572078,0.0,0.0,7.523868830155561,0.17961087194203107,0.6595897008412162,1.6071428571428883,0.833333333333307,0.14551837025232392,3.285393283596533,0.031289459843777206,0.279365079365068,6.5258833532711895,0.9591836734693848,3.4418405828153973,0.8333333333333137,3.5357089623467157,0.2736077481840269,-0.7545380505405381,3.2509332727599167,1.0,107,0.5360927600000001,0.5331833333333331,1722781500000000001,1722781980000000000,target,0.7135098156228941,0.003552499999999914,7.999999999983333,0.10547024536711491,0.0,0,0.0,9046.411390462756,9240.052490160495
ETHUSDT,-1,1722794700000000000,1722301200000000000,1722294000000000000,2695.36,2707.65,2613.3100000000004,2761.491025641024,2877.1148717948704,acceptance,60.0,6.676159479251422,0.24124458909682744,0.0,0.0,15.895417077063868,0.2817578442440344,0.12575041623941932,4.2245728234337045,5.380880849554436,0.15258537968694955,4.136072911657624,0.12206438275384518,1.2816649036552907,3.351791558460503,0.7259917189795648,4.060456833251932,0.4732935829545884,7.581117229064249,0.45861374997294563,0.16624040499678344,-0.42595417198595564,0.0,41,2694.820928,2708.19153,1722794700000000001,1722795000000000000,stop,-1.0000000764678831,16.072106999999964,4.999999999983333,0.16808662541880826,0.0,0,0.0,9240.052490160495,8962.850894258661
XRPUSDT,1,1722799500000000000,1722795300000000000,1722793500000000000,0.5357,0.5242,0.5479,0.504769696969697,0.5196878787878788,acceptance,15.0,1.060869565217404,0.051240869565217596,0.0,0.0,0.7124135843012203,-0.03306601708846646,0.996901701637683,1.0521739130434824,1.3923583662714094,0.050293696245065016,2.1770783427287954,-0.17578481438852211,1.0733292707698503,0.9310526709408949,1.0,1.7658082109518733,0.6470588235294292,1.00694848393122,0.08051341890314932,0.0889183833845617,1.7043841024293462,1.0,108,0.53570712,0.52409516,1722799500000000001,1722813480000000000,stop,-0.9918257284594849,0.012241929999999955,232.99999999998334,0.043285751511404,0.0,0,0.0,8962.850894258661,8696.163310740507
