symbol,side,ts,root_ts,source,entry,stop,target,root_low,root_high,scale,sweep,deep_sweep,body_ratio,displacement,impulse_flow,impulse_volume,trend_hour,eff_hour,trend_fourhour,eff_fourhour,rr,risk_atr,range_location,response_eff,pullback_volume,pullback_flow,test_flow,test_volume,retest_depth,retest_age,return_speed,micro_strength,episode,entry_fill,exit_fill,entry_ts,exit_ts,reason,net_r,unit_risk,hold_minutes,fee_r,funding_r,censored
BTCUSDT,-1,1754863560000000000,1754859600000000000,1754856000000000000,118630.4,118736.5,118010.0,118519.9,118624.5,60.0,0.0,0.0,3.3221797323133906,0.6938835523385409,0.15199283370155758,1.4340137958506902,-1.6109644087860473,-0.257927247769381,-0.37237655218166454,-0.01793259107361558,5.847313854853536,0.3032168241479686,0.1459251101321598,-0.34183673469387754,2.403190350497139,0.2706899868450085,0.46791191701272267,3.6692719794812647,0.14604267033724133,1.1,0.01529810412867619,0.5590979782271033,106,118606.67392,118760.2473,1754863560000000001,1754863680000000000,stop,-1.0000000389705404,272.25683000000583,1.9999999999833333,0.4359246400172861,0.0,0
BTCUSDT,1,1754939880000000000,1754938800000000000,1754937900000000000,119556.7,119452.79999999999,119769.1,119509.6,119576.0,15.0,0.0,0.0,3.591867469879833,0.48116987208353446,0.21520180667948385,0.37266882334628243,0.31369703455996134,0.04360668480373288,-1.1555346201750114,-0.035332940080188675,2.0442733397496715,0.29049128244905137,0.22229873544509363,-0.1798439806030265,0.5986947177472636,-0.10533729213749207,-0.3439900352916753,0.47489007630577523,0.32848561492255135,1.2,0.02972945752365859,0.8765060240961994,119,119580.61133999999,119428.90943999999,1754939880000000001,1754940540000000000,stop,-1.0000000383102379,271.2066500000087,10.999999999983334,0.4406409665470819,0.0,0
BTCUSDT,-1,1755078060000000000,1755077400000000000,1755076500000000000,120004.9,120150.0,119756.0,120015.6,120123.7,15.0,1.0,1.0,2.7224791859391924,0.7663047577346186,0.2536353700943864,1.5589440380651851,-0.5927241845923249,-0.07729442686263245,-3.210006618014399,-0.10111165815864245,1.715368711233523,0.5968374683161346,0.10977363918540439,-0.5970464135020909,1.4101046533877957,-0.4648565271982996,-0.34768211920529796,1.5348799081891957,0.3682741116751417,0.7333333333333333,0.06566296562640425,0.26301369863029644,134,119980.999,120174.03,1755078060000000001,1755079320000000000,stop,-0.9996809935798883,313.2084300000058,20.999999999983334,0.383378935554186,0.0,0
BTCUSDT,1,1755158040000000000,1755157500000000000,1755156600000000000,121723.8,121549.9,122081.6,121632.8,121688.0,15.0,0.0,0.0,5.461956521739419,0.7445681980977187,0.2981348475308785,1.067326785552709,-0.6529336879337735,-0.08080997117939459,-5.075584105879034,-0.1614603877050366,2.057504312823375,0.5259155550333116,0.18705002769060475,-0.1142109851787608,1.081496073763927,-0.4603993159210529,0.5016857835081239,0.6459602177898164,0.32706413391010897,0.6,0.07070004011181402,1.0,145,121748.04474,121525.59002,1755158040000000001,1755162240000000000,stop,-1.0350789423870301,344.1915900000087,69.99999999998333,0.3533985748460528,0.0353696311281885,0
BTCUSDT,1,1755193380000000000,1755192600000000000,1755191700000000000,117750.0,117437.7,118093.0,117666.1,117815.2,15.0,0.0,0.0,2.6747149564052735,0.4342618395860983,0.19800381201485284,0.4578963451959398,0.02331373658033275,0.004144757191461088,-0.3390930790678127,-0.011853140261146197,1.0983029138648632,0.5433492488090409,0.2077507598784224,-0.34882606612351963,0.8135881013908212,-0.015056424322835589,0.3497083068411248,0.9513899574973866,0.47657561422249584,0.8666666666666667,0.042130678963788776,0.18582677165358913,152,117773.44997999999,117414.21246,1755193380000000001,1755195780000000000,stop,-0.9997902449238918,476.9313900000029,39.99999999998333,0.24656341286321976,0.0,0
BTCUSDT,1,1755204480000000000,1755203400000000000,1755202500000000000,117816.2,117666.5,118086.8,117776.0,117889.4,15.0,0.0,0.0,2.684303350970104,0.44861074647290367,0.22543765400724425,0.40066274031908716,-1.2136669593222613,-0.19744882370913358,0.6096505016169975,0.0222443018783875,1.8076152304609958,0.3514234889952398,0.5429144385026718,-0.24922877090435816,0.9496217723877332,-0.25857590632018873,0.4668704707054441,1.2386087985462535,0.35617416131333823,1.2,0.034469393654510766,0.6251980982566315,155,117839.86326,118086.8,1755204480000000001,1755205860000000000,target,0.5226697755555179,314.5378899999971,22.999999999983334,0.2624081048868254,0.0,0
BTCUSDT,1,1755325020000000000,1755320400000000000,1755316800000000000,117381.0,117337.09999999999,117857.1,117385.0,117458.9,60.0,0.0,0.0,5.2476319350478144,0.7059819868844052,0.34595169314716734,0.7592707222246433,-0.5903799667319248,-0.20994961209314847,-0.4084304836515085,-0.033345574733754886,10.845102505692736,0.09873402110299677,0.08424697057126788,-0.553768844220767,1.6433807322451173,-0.18563533813166114,0.7610879466290335,3.0407474593793276,0.08442307692309135,1.2833333333333334,0.011443951562922442,0.8487804878049491,170,117404.4762,117313.63257999999,1755325020000000001,1755326220000000000,stop,-1.0000000210852507,208.2026700000087,19.999999999983334,0.5636769902614366,0.0,0
BTCUSDT,-1,1755360540000000000,1755359100000000000,1755358200000000000,117651.0,117730.1,117557.3,117692.9,117723.6,15.0,0.0,0.0,3.749185667751211,0.6121120244241868,0.2030940297866335,0.6942217062767255,0.042739182770404005,0.005902951475733421,-2.0920467769669457,-0.05448028673835659,1.1845764854613172,0.5729948062953459,0.26086956521739135,0.3191964285715765,1.7510161257611492,-0.2303602179233356,0.8320297624278642,1.8058560584018832,0.45775462962965563,1.6,0.012857974477551241,1.0,178,117627.4698,117753.64602,1755360540000000001,1755360900000000000,stop,-1.0000000324356946,243.86677000000583,5.999999999983333,0.4826018645754696,0.0,0
ETHUSDT,1,1755033420000000000,1755032400000000000,1755031500000000000,4607.53,4585.28,4640.0,4595.43,4603.17,15.0,0.0,0.0,3.2080103359173937,0.5148674512834608,0.14489832625426136,1.7372424305911693,1.2015583494238096,0.12223244403558237,3.596837487537626,0.11924606743819466,1.4593258426966407,0.6707143320291014,0.8118880713747737,-0.00019940179462055613,0.7325755557695269,-0.12610061450490742,-0.44015995419565696,0.8540468861378935,0.4066154970760215,1.1333333333333333,0.02255515215706633,0.6213592233010566,128,4608.431502,4584.3629439999995,1755033420000000001,1755034320000000000,stop,-0.9993023601177874,28.684967,14.999999999983334,0.1602371452266269,0.0,0
ETHUSDT,-1,1755043800000000000,1755043200000000000,1755042300000000000,4599.6,4615.83,4581.78,4598.59,4606.76,15.0,1.0,0.0,2.1358629130966538,0.3707092931940407,0.19340712531579352,1.633952598575906,-0.1418122834955763,-0.022250078345348034,-3.071534219147704,-0.08205188402394904,1.0979667282810288,0.6483417918684574,0.3354924431157583,-0.2572254335261054,1.161145378785874,-0.07120271327290219,0.2874834807085495,1.3756137154845904,0.47665198237883927,0.6666666666666666,0.04110558865265916,0.9884393063583035,130,4598.650086,4616.7531659999995,1755043800000000001,1755045120000000000,stop,-1.0013218504055612,22.680800999999562,21.999999999983334,0.2031542724615453,0.0,0
ETHUSDT,-1,1755216720000000000,1755216000000000000,1755215100000000000,4558.17,4570.8,4536.19,4562.53,4567.46,15.0,1.0,0.0,4.501014198782615,0.6105589963391664,0.2812873980147731,1.4091608468317094,-0.7512668600004424,-0.1108098242686486,-1.0754606061747536,-0.03220956333912209,1.7403008709422234,0.4465176678496786,0.10535103097086485,0.1760368663594572,1.5332774541573337,-0.20074559337190465,0.28825608311029877,0.8908624982426141,0.36492343253394677,0.8,0.03803472612786511,0.9479940564635454,156,4557.258366,4536.19,1755216720000000001,1755218040000000000,target,0.9401806785799683,19.02027900000011,21.999999999983334,0.167498446421316,0.0,0
SOLUSDT,-1,1754997960000000000,1754997300000000000,1754996400000000000,174.51,175.01999999999998,173.6,174.53,174.69,15.0,0.0,0.0,5.312500000000078,0.92817001992619,0.07858077658691132,1.4694537548658382,0.053038286852953136,0.006644518272429672,1.7502634661465866,0.060717571297164326,1.7843137254902213,0.6762381573747944,0.6761565836298947,-0.33333333333360404,0.9724125389091893,0.1566662006761993,0.468716978214366,0.8751780316944751,0.35915492957746153,0.7333333333333333,0.08196826149997395,0.7058823529412551,125,174.475098,175.05500399999997,1754997960000000001,1754998440000000000,stop,-1.0000000675790837,0.7546709999999909,7.999999999983333,0.23157780145255627,0.0,0
SOLUSDT,1,1755080220000000000,1755079200000000000,1755078300000000000,201.33,200.37,202.81,200.73,201.15,15.0,0.0,0.0,3.6190476190475063,0.8104120552881462,0.10684801832734037,1.8584443184149573,1.3408635823858648,0.1415241057542721,3.7720997482503034,0.1284495735072825,1.5416666666666432,0.7072687027969371,0.80551905387648,-0.1379310344827485,0.9839290067351535,-0.1233039739489944,0.2898063073752485,0.7961948466516835,0.3934426229508233,1.1333333333333333,0.039870539618453917,0.5476190476190702,134,201.37026600000002,200.329926,1755080220000000001,1755084000000000000,stop,-1.000000077345134,1.2411900000000078,62.99999999998333,0.16182058830638238,0.0,0
SOLUSDT,-1,1755178740000000000,1755178200000000000,1755177300000000000,194.49,195.60999999999999,191.13,194.44,195.5,15.0,0.0,0.0,2.264150943396227,0.33781950171994285,0.10964102557225863,4.649697045366892,0.38035973526985867,0.03790523690772816,2.4948595793687733,0.11643115730467907,3.000000000000076,0.28026506809357743,0.5865979381443295,-0.21363636363633662,0.7136308233566292,-0.13218511637544714,-0.004245901808959963,0.8478318344455104,0.24999999999999525,0.6,0.038925703901886745,0.28571428571426155,149,194.45110200000002,195.64912199999998,1755178740000000001,1755179520000000000,stop,-1.0000000803979563,1.3930699999999763,12.999999999983334,0.14001458074612425,0.0,0
SOLUSDT,1,1755193980000000000,1755192600000000000,1755191700000000000,193.27,191.52,195.5,192.51,193.32,15.0,0.0,0.0,3.3950617283950524,0.8348577451985013,0.22916079039760118,0.8358814537941794,-0.12415833133720852,-0.02371218315616913,-1.5284318719787784,-0.055340257324440846,1.2742857142857085,0.7492313097935203,0.3274231678487007,-0.3663366336630986,1.0660905791052522,-0.07029755169337855,0.6299178712086843,0.664473914602239,0.4396984924623127,1.5333333333333334,0.03722888495868424,0.823529411764701,152,193.29865199999998,191.48169600000003,1755193980000000001,1755195780000000000,stop,-0.9950445385229564,2.019353,29.999999999983334,0.09527317611135844,0.0,0
SOLUSDT,-1,1755327540000000000,1755324000000000000,1755320400000000000,187.2,188.04999999999998,186.01,187.03,187.99,60.0,0.0,0.0,2.010416666666657,0.5024545531286907,0.19039374760065308,0.5619554044909257,-0.5853336546756895,-0.19859402460453499,-0.17093814694068052,-0.013028030003945193,1.4000000000000068,0.4402952269684378,0.4687500000000032,-0.17293233082706944,2.1089704984294646,0.188997546113613,0.829518741354992,0.7427401641750255,0.4166666666666655,0.9833333333333333,0.010008705059701226,0.9583333333333728,171,187.16255999999998,188.08760999999998,1755327540000000001,1755329400000000000,stop,-1.0000000763924817,1.1126749999999943,30.999999999983334,0.16862523647965572,0.0,0
SOLUSDT,-1,1755379860000000000,1755378900000000000,1755378000000000000,188.63,189.06,188.15,188.67,189.02,15.0,0.0,0.0,2.1714285714284856,0.7490419922525515,0.24805072577040344,0.8216572633220819,-0.20096248572626896,-0.022044088176336647,-1.6259692026945516,-0.0452006094463978,1.1162790697674003,0.7855806260209877,0.2722513089005294,-0.09090909090911439,1.4834502481757323,-0.19018136317725143,0.2832345235760584,0.9909644820554091,0.4725274725274818,1.0666666666666667,0.042247795294733194,0.714285714285811,181,188.602272,188.15,1755379860000000001,1755381720000000000,target,0.4613316627855095,0.6943830000000067,30.999999999983334,0.18999764683178985,0.0,0
XRPUSDT,-1,1755163020000000000,1755161100000000000,1755160200000000000,3.2371,3.2458,3.2226,3.2369,3.2406,15.0,0.0,0.0,4.1081081081078485,0.6260235886776624,0.12082023874097736,1.008135827230209,0.13609208449514296,0.017543859649123517,3.1410053101479707,0.09281003699533488,1.6666666666666325,0.47360045404311585,0.8097112860892395,-0.2649572649573091,1.6226104242329493,-0.4080314213391326,0.20063747086912215,1.5254037659349227,0.3750000000000048,2.1333333333333333,0.019903467357414776,0.9555555555556564,145,3.23645258,3.2226,1755163020000000001,1755168000000000000,target,0.8754953501389461,0.01323803000000015,82.99999999998333,0.17092772036322432,0.0,0
XRPUSDT,-1,1755174360000000000,1755169200000000000,1755165600000000000,3.2277,3.2453000000000003,3.1973,3.2332,3.2417,60.0,0.0,0.0,3.529411764706024,0.6625483946973508,0.170845890613335,1.3690270285133765,-0.42022745404414896,-0.12156166814550771,0.3680824414985237,0.02425222312045144,1.7272727272727113,0.5398542475311763,0.37190082644627676,0.2857142857141368,3.7881145797839104,0.035256434148012536,0.06285681679900358,1.7796224921264852,0.3666666666666688,1.4333333333333333,0.005742371422603013,0.5263157894736842,147,3.22715444,3.1973,1755174360000000001,1755174660000000000,target,1.2471771751065202,0.022131100000000282,4.999999999983333,0.1018041227051512,0.0,0
XRPUSDT,1,1755217380000000000,1755216900000000000,1755216000000000000,3.0815,3.0732999999999997,3.0899,3.0774,3.0818,15.0,0.0,0.0,2.7954545454545157,0.5662675120815994,0.1366965191021361,1.1714182894422394,-0.29021209994180325,-0.039234449760754755,0.6865993583989417,0.018053229108503835,1.0243902439023809,0.5804241998836693,0.8647342995169089,-0.257731958762821,1.6842640550091017,0.18017335059666834,0.2953735426798429,1.1886299816415364,0.493975903614472,0.5333333333333333,0.07343781797308017,0.8181818181818366,156,3.0821163,3.0726853399999996,1755217380000000001,1755218040000000000,stop,-1.0000000655561563,0.01250836000000043,10.999999999983334,0.24602752239301512,0.0,0
XRPUSDT,-1,1755363780000000000,1755362700000000000,1755361800000000000,3.107,3.1112,3.093,3.107,3.1087,15.0,0.0,0.0,5.4117647058835825,0.7422270892977472,0.14156555533327897,1.3342474712382357,-0.2507523950330594,-0.02420135527589987,0.9729192927280781,0.02296945299550143,3.3333333333334036,0.4212640236554721,0.5731707317073091,-0.2941176470586945,1.2088973466039483,-0.1311252446309489,0.14025495453660283,0.6836465518851245,0.230769230769227,1.2,0.04123483829431929,0.34615384615370165,178,3.10647858,3.093,1755363780000000001,1755366060000000000,target,1.3220021548650085,0.008552739999999982,37.99999999998333,0.2539349132558694,0.0,0
