plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,shock_sigma,shock_pressure,shock_activity,recovery_fraction,response_pressure,response_progress,basis_stress,basis_repair,oi_change,spot_confirmation,peer_response,context_direction,risk_range,cost_r,planned_rr,label_closed,label_net_r,label_win,label_target,label_hold,label_ambiguous,month,forecast,utility
ETHUSDT:WASHOUT:60:1767510000000000000:1:1767571320000000000:1767572280000000000,ETHUSDT:WASHOUT:60:1767510000000000000:1:1767571320000000000,ETHUSDT,-1,1767572280000000000,1767571320000000000,3153.58,3162.94,3137.2331434473012,1.746459033407955,3161.41,3.584962500721156,60:1767510000000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,3162.93,3161.41,3162.93,3137.223143447301,INVENTORY_WASHOUT_RECLAIM,3.5031074652174286,-0.22334465628521813,2.26916540567493,0.36371619302548713,0.038720825968678894,0.8188815364931471,5.0363999999999995,3.6987,-3.8163649800715405,-54.26218355911061,-1.327477096473208,-1.0,2.343954489778594,0.40490512820512264,1.746459033407955,1767574200000000000,-0.9765799325226735,0,0,32.0,False,2026-01,0.34280895308715437,-0.009616061438030489
BTCUSDT:WASHOUT:60:1767510000000000000:1:1767571320000000000:1767572580000000000,BTCUSDT:WASHOUT:60:1767510000000000000:1:1767571320000000000,BTCUSDT,-1,1767572580000000000,1767571320000000000,91773.9,92108.6,91326.69610468106,1.336133538449111,91779.7,3.584962500721156,60:1767510000000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,92108.5,91779.7,92108.5,91326.59610468106,INVENTORY_WASHOUT_RECLAIM,5.901027489993197,-0.18191281189969408,3.4506240741947427,0.4279298287208556,0.6044576763597442,1.0826413095320244,5.5203999999999995,6.494800000000001,-5.073772649044628,-64.66300946057046,1.2589817579008749,1.0,4.089842509033379,0.32963698834776267,1.336133538449111,1767573960000000000,-0.9797947290825758,0,0,23.0,False,2026-01,0.4864027360325324,-0.0037782547144542458
SOLUSDT:WASHOUT:60:1767546000000000000:1:1767574200000000000:1767574320000000000,SOLUSDT:WASHOUT:60:1767546000000000000:1:1767574200000000000,SOLUSDT,-1,1767574320000000000,1767574200000000000,135.32,135.73,134.43273014692684,2.164072812373554,135.5,3.584962500721156,60:1767546000000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,135.72,135.5,135.72,134.42273014692685,INVENTORY_WASHOUT_RECLAIM,3.241458880813828,-0.3254430042082908,1.8102622827557608,0.30833985623918736,0.52149802593374,0.9753227421849251,0.7079,2.8453000000000004,-3.8938635763940965,-82.96958478513083,-1.3668537517811237,-0.0,1.6661763512325034,0.3966585365853691,2.164072812373554,1767574680000000000,-0.9769142668750379,0,0,6.0,False,2026-01,0.14896098609960695,-0.020096855070916617
SOLUSDT:WASHOUT:HOUR:1767677220000000000:1:1767677520000000000:1767677640000000000,SOLUSDT:WASHOUT:HOUR:1767677220000000000:1:1767677520000000000,SOLUSDT,-1,1767677640000000000,1767677520000000000,138.91,139.28,138.3005544956634,1.6471500117205349,138.94,3.584962500721156,HOUR:1767677220000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,139.27,138.94,139.27,138.2905544956634,INVENTORY_WASHOUT_RECLAIM,3.5664025807262285,-0.4238007703839789,0.9915374420738277,0.36755490571560273,0.4257468808805483,0.5573489257497339,4.0175,3.2659000000000002,99.90278457024715,-63.45564990281716,0.14472516627902418,-1.0,1.7184925210616357,0.4511189189189133,1.6471500117205349,1767678780000000000,-0.9747805820571598,0,0,19.0,False,2026-01,0.41341706220409913,-0.0067929503360820796
BTCUSDT:WASHOUT:HOUR:1767690060000000000:1:1767690360000000000:1767690540000000000,BTCUSDT:WASHOUT:HOUR:1767690060000000000:1:1767690360000000000,BTCUSDT,-1,1767690540000000000,1767690360000000000,93372.3,93489.90000000001,93196.7562895748,1.492718626064595,93379.4,3.584962500721156,HOUR:1767690060000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,93489.8,93379.4,93489.8,93196.65628957479,INVENTORY_WASHOUT_RECLAIM,3.0070288945876213,-0.4083795354059934,0.9094575546612857,0.40082729330799516,0.32772262720246165,0.857388492171676,3.9617,5.945600000000001,-0.19366452644220544,-23.220187503749656,-0.22447474546921672,1.0,1.6262723657966789,0.9533785714285242,1.492718626064595,1767691260000000000,-0.9609410315762803,0,0,12.0,False,2026-01,0.3593310264807961,-0.014993487570550825
SOLUSDT:WASHOUT:HOUR:1767693420000000000:-1:1767693720000000000:1767693840000000000,SOLUSDT:WASHOUT:HOUR:1767693420000000000:-1:1767693720000000000,SOLUSDT,1,1767693840000000000,1767693720000000000,137.64,137.29000000000002,138.2027982818513,1.607995091003913,137.42,3.584962500721156,HOUR:1767693420000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,137.3,137.42,138.2127982818513,137.3,INVENTORY_WASHOUT_RECLAIM,3.9474960909759966,-0.33271729200327627,1.9813080931889748,0.37248098157065784,0.37855743888579924,1.2072764782480676,2.3812999999999995,2.1155,8.37258392650142,-59.46786689079886,-0.1953451230098942,1.0,1.837159858203484,0.4713085714286173,1.607995091003913,1767697860000000000,0.8559637015198245,1,1,67.0,False,2026-01,0.3279415618026077,-0.012155492549063784
BTCUSDT:WASHOUT:HOUR:1767711060000000000:-1:1767711360000000000:1767711480000000000,BTCUSDT:WASHOUT:HOUR:1767711060000000000:-1:1767711360000000000,BTCUSDT,1,1767711480000000000,1767711360000000000,93626.9,93469.2,93945.64873777017,2.0212348622078773,93550.8,3.584962500721156,HOUR:1767711060000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,93469.3,93550.8,93945.74873777018,93469.3,INVENTORY_WASHOUT_RECLAIM,3.699222257580279,-0.08548206772260608,0.7781515914395344,0.3307806013666331,0.300903449827991,0.6019155246543852,2.4162,3.4706,19.620862037754705,-68.2783972550638,0.22294728815133938,-1.0,1.0228672223923136,0.7118431198478252,2.0212348622078773,1767712620000000000,0.872756985581718,1,1,19.0,False,2026-01,0.44074420179682705,-0.005643097322272361
ETHUSDT:WASHOUT:60:1767686400000000000:-1:1767721740000000000:1767722040000000000,ETHUSDT:WASHOUT:60:1767686400000000000:-1:1767721740000000000,ETHUSDT,1,1767722040000000000,1767721740000000000,3219.79,3205.99,3249.001386730652,2.1167671543950495,3210.02,3.584962500721156,60:1767686400000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,3206.0,3210.02,3249.0113867306522,3206.0,INVENTORY_WASHOUT_RECLAIM,3.174589684438377,-0.24984238637844813,2.021988843146593,0.32061277369075064,-0.042485470357130656,0.11084278499057917,3.8647000000000005,2.801,-107.98804458625355,-109.92418544997662,0.14218644550972534,1.0,1.7186858796294735,0.2793817391304311,2.1167671543950495,1767722160000000000,-0.9820898757203937,0,0,2.0,False,2026-01,0.5952030575948007,0.013549155691836458
ETHUSDT:WASHOUT:HOUR:1767764460000000000:-1:1767764760000000000:1767765120000000000,ETHUSDT:WASHOUT:HOUR:1767764460000000000:-1:1767764760000000000,ETHUSDT,1,1767765120000000000,1767764760000000000,3249.58,3245.7099999999996,3256.5944714850725,1.812524931543143,3248.64,3.584962500721156,HOUR:1767764460000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,3245.72,3248.64,3256.6044714850727,3245.72,INVENTORY_WASHOUT_RECLAIM,3.0455422384513384,-0.5937406145649511,1.159400163042123,0.3546336636825928,-0.01634371898450037,0.09357499154448297,2.8084,2.4397999999999995,-5.512567128196366,-22.261657355127085,-0.7879424231033854,0.0,0.9787438304791575,1.0070217054262665,1.812524931543143,1767767460000000000,0.5453744590146622,1,1,39.0,False,2026-01,0.38283453650917715,-0.012585413905237203
SOLUSDT:WASHOUT:60:1767754800000000000:-1:1767764760000000000:1767765420000000000,SOLUSDT:WASHOUT:60:1767754800000000000:-1:1767764760000000000,SOLUSDT,1,1767765420000000000,1767764760000000000,138.42,138.05,138.98751049674024,1.5338121533521387,138.36,3.584962500721156,60:1767754800000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,138.06,138.36,138.99751049674023,138.06,INVENTORY_WASHOUT_RECLAIM,3.8635962204560967,-0.2764113571365634,1.4166577668055378,0.3839957005833242,0.14342628866377666,0.32099350175729147,1.9606000000000012,2.6483,7.911144571224327,-46.14283601674707,-0.06271408040083892,0.0,1.696679937860025,0.44832972972975865,1.5338121533521387,1767767220000000000,0.8306969927471157,1,1,30.0,False,2026-01,0.6298595825163605,0.00423009229406752
ETHUSDT:WASHOUT:60:1767783600000000000:-1:1767794580000000000:1767795240000000000,ETHUSDT:WASHOUT:60:1767783600000000000:-1:1767794580000000000,ETHUSDT,1,1767795240000000000,1767794580000000000,3194.57,3186.6299999999997,3211.8919281066574,2.1816030361027816,3194.28,3.584962500721156,60:1767783600000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,3186.64,3194.28,3211.9019281066576,3186.64,INVENTORY_WASHOUT_RECLAIM,4.396626307267654,-0.38427760122656507,2.106601817097507,0.31391111424746565,-0.2566014453548447,1.1063715496166628,8.0819,9.5256,14.932312195554687,-55.64087056251665,-0.13199588519882013,-1.0,1.926445198236178,0.4822065491183569,2.1816030361027816,1767796320000000000,-0.9735728056430747,0,0,18.0,False,2026-01,0.40041057806071334,-0.0038553608217465497
