plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,shock_sigma,shock_pressure,shock_activity,recovery_fraction,response_pressure,response_progress,basis_stress,basis_repair,oi_change,spot_confirmation,peer_response,context_direction,risk_range,cost_r,planned_rr,net_to_excursion,extreme_age,test_effort,test_depth,label_closed,label_net_r,label_win,label_target,label_hold,label_ambiguous,month,forecast,utility
SOLUSDT:EXCURSION:HOUR:1724601660000000000:1:1724601960000000000:1724602320000000000,SOLUSDT:EXCURSION:HOUR:1724601660000000000:1:1724601960000000000,SOLUSDT,-1,1724602320000000000,1724601960000000000,159.595,160.28699999999998,158.86231072646993,1.0587995282226772,159.833,3.584962500721156,HOUR:1724601660000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,160.277,159.833,160.277,158.85231072646994,PUBLIC_EXCURSION_RECLAIM,3.0073474013865473,-0.28244481124335175,0.9780732336725764,0.47870087370711395,0.41750732183534006,0.6429140413276943,2.3932,4.741599999999999,1.1143032901728134,-78.41209451028952,2.03249739781946,1.0,2.556876532176632,0.277354335260124,1.0587995282226772,0.8911793465587188,0.0,0.0,0.0,1724604000000000000,0.6724918216383675,1,1,28.0,False,2024-08,0.5,0.722645664739876
ETHUSDT:EXCURSION:60:1724598000000000000:1:1724607720000000000:1724607840000000000,ETHUSDT:EXCURSION:60:1724598000000000000:1:1724607720000000000,ETHUSDT,-1,1724607840000000000,1724607720000000000,2770.4,2773.4300000000003,2766.3157457588477,1.3479386934495459,2772.0,3.584962500721156,60:1724598000000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2773.42,2772.0,2773.42,2766.3057457588475,PUBLIC_EXCURSION_RECLAIM,3.066108941764847,-0.5409939654893439,1.7538217461545202,0.42449986992743544,0.06880231190083161,0.6141083467106767,1.9550999999999998,3.1423999999999994,6.228446174709745,-20.650199579970163,-0.5944612376957981,-1.0,1.1629676815834868,1.0977881188118086,1.3479386934495459,0.7914884339096788,0.0,0.0,0.0,1724609520000000000,0.28174195435248817,1,1,28.0,False,2024-08,0.5,-0.0977881188118086
SOLUSDT:EXCURSION:HOUR:1724616960000000000:-1:1724617260000000000:1724617680000000000,SOLUSDT:EXCURSION:HOUR:1724616960000000000:-1:1724617260000000000,SOLUSDT,1,1724617680000000000,1724617260000000000,158.695,158.455,159.12334201105062,1.7847583793777742,158.615,3.584962500721156,HOUR:1724616960000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,158.465,158.615,159.13334201105062,158.465,PUBLIC_EXCURSION_RECLAIM,3.177135906636445,-0.08072864387399734,2.0934307296823764,0.34413518258180004,0.39692307692307693,0.25480927255705865,2.0846000000000005,1.0247000000000002,5.33520432465906,-22.031293335134094,0.4371397884545699,0.0,0.9555347720889982,0.7928750000000637,1.7847583793777742,0.8438912841570361,0.0,0.0,0.0,1724619000000000000,0.6753020117209793,1,1,22.0,False,2024-08,0.5,0.20712499999993628
XRPUSDT:EXCURSION:HOUR:1724619180000000000:-1:1724619480000000000:1724619660000000000,XRPUSDT:EXCURSION:HOUR:1724619180000000000:-1:1724619480000000000,XRPUSDT,1,1724619660000000000,1724619480000000000,0.5999,0.5984,0.6018912172230383,1.3274781486922478,0.5997,3.584962500721156,HOUR:1724619180000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,0.5985,0.5997,0.6019912172230383,0.5985,PUBLIC_EXCURSION_RECLAIM,6.34555148571033,-0.4421109119862983,2.0815143841438535,0.40100627103964653,0.41756455051575997,0.33292172934529396,-0.5388000000000002,-0.5995999999999997,7.043037340714875,-44.95137844681363,-0.3159311185199863,0.0,2.4969129700898893,0.47932000000001734,1.3274781486922478,0.8680588878879952,0.0,0.0,0.0,1724620680000000000,0.662961331037143,1,1,17.0,False,2024-08,0.5,0.5206799999999827
BTCUSDT:EXCURSION:HOUR:1724623740000000000:1:1724624040000000000:1724624220000000000,BTCUSDT:EXCURSION:HOUR:1724623740000000000:1:1724624040000000000,BTCUSDT,-1,1724624220000000000,1724624040000000000,64502.5,64599.799999999996,64351.33559623318,1.5535909945203465,64550.0,3.584962500721156,HOUR:1724623740000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,64599.7,64550.0,64599.7,64351.23559623318,PUBLIC_EXCURSION_RECLAIM,3.6588942184071924,-0.2867805956341705,1.434608788071996,0.39120291891476877,0.41069981733890104,1.0189142002189617,1.6591000000000005,1.8815,27.487160447048353,-28.221886026873477,0.28891560975868547,-1.0,1.3451879468290968,0.7961087358684837,1.5535909945203465,0.8825662808356113,0.0,0.0,0.0,1724624760000000000,0.5496107604825199,1,1,9.0,False,2024-08,0.5,0.20389126413151626
ETHUSDT:EXCURSION:HOUR:1724627700000000000:-1:1724628000000000000:1724628240000000000,ETHUSDT:EXCURSION:HOUR:1724627700000000000:-1:1724628000000000000,ETHUSDT,1,1724628240000000000,1724628000000000000,2765.96,2761.99,2772.993158012664,1.7715763256079442,2763.99,3.584962500721156,HOUR:1724627700000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2762.0,2763.99,2773.0031580126642,2762.0,PUBLIC_EXCURSION_RECLAIM,3.6608603067647443,-0.490887588560425,0.9744915602472113,0.3598966765216147,0.06627595925730492,0.582582243288923,2.5595000000000008,2.3071,8.19829252410642,-39.26711340149325,0.28408376871342056,1.0,1.0707645860450596,0.8354584382871,1.7715763256079442,0.9585440163511497,0.0,0.0,0.0,1724628480000000000,0.6371296963628549,1,1,4.0,False,2024-08,0.5,0.16454156171290002
SOLUSDT:EXCURSION:HOUR:1724627760000000000:-1:1724628000000000000:1724628300000000000,SOLUSDT:EXCURSION:HOUR:1724627760000000000:-1:1724628000000000000,SOLUSDT,1,1724628300000000000,1724628000000000000,160.304,159.83100000000002,160.8828544803629,1.2237938274057616,160.11,3.584962500721156,HOUR:1724627760000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,159.841,160.11,160.8928544803629,159.841,PUBLIC_EXCURSION_RECLAIM,3.6351010732448645,-0.3854533583051255,0.7375769394452968,0.44017495636873477,0.03948522959929804,0.43045240572595994,0.7433000000000005,2.6079,-3.1545231516538763,-69.77352004635229,0.9814616203703227,1.0,1.375702621002553,0.4060909090909221,1.2237938274057616,0.989518046353476,0.0,0.0,0.0,1724628540000000000,0.661400608280582,1,1,4.0,False,2024-08,0.5,0.5939090909090778
BTCUSDT:EXCURSION:HOUR:1724629080000000000:-1:1724629380000000000:1724630760000000000,BTCUSDT:EXCURSION:HOUR:1724629080000000000:-1:1724629380000000000,BTCUSDT,1,1724630760000000000,1724629380000000000,64343.5,64158.6,64811.436423926476,2.530754050440629,64315.7,3.584962500721156,HOUR:1724629080000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,64158.7,64315.7,64811.536423926475,64158.7,PUBLIC_EXCURSION_RECLAIM,4.001857276203951,-0.13502508958133544,1.05202929120653,0.28307244085513084,0.27596343015854624,0.447972773119876,8.114600000000001,5.0457,50.12448236970002,-96.27396869449356,1.5682318928825565,1.0,1.8244529900850897,0.41698896700919086,2.530754050440629,0.9461673027138574,0.0,0.0,0.0,1724631300000000000,-0.9760302265597208,0,0,9.0,False,2024-08,0.5,0.5830110329908091
ETHUSDT:EXCURSION:60:1724666400000000000:-1:1724681760000000000:1724681880000000000,ETHUSDT:EXCURSION:60:1724666400000000000:-1:1724681760000000000,ETHUSDT,1,1724681880000000000,1724681760000000000,2711.53,2700.99,2724.3310213045665,1.214518150338315,2705.37,3.584962500721156,60:1724666400000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2701.0,2705.37,2724.3410213045668,2701.0,PUBLIC_EXCURSION_RECLAIM,3.2741290256873956,-0.2783508679789521,1.4361282158939714,0.4511370716216245,-0.2211713188044697,0.9342603204187463,2.353299999999999,5.3231,26.096820909966567,-72.31221675806587,-1.4455742087211005,-1.0,2.378527482418647,0.3081130929791149,1.214518150338315,0.6365624732594749,0.0,0.0,0.0,1724684400000000000,0.7560534036343406,1,1,42.0,False,2024-08,0.5,0.6918869070208851
BTCUSDT:EXCURSION:HOUR:1724682840000000000:-1:1724683140000000000:1724683500000000000,BTCUSDT:EXCURSION:HOUR:1724682840000000000:-1:1724683140000000000,BTCUSDT,1,1724683500000000000,1724683140000000000,63239.0,63110.0,63402.18666535303,1.265012909713415,63201.5,3.584962500721156,HOUR:1724682840000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,63110.1,63201.5,63402.28666535303,63110.1,PUBLIC_EXCURSION_RECLAIM,3.0193877011486157,-0.3601140609857497,0.7375664459875773,0.44115634039719026,0.09357408123141038,0.3062208525966851,-0.8248999999999995,-1.4348,4.9178186201892515,-20.378027224534634,0.7443560241460031,-1.0,1.1687127214487862,0.5876697674418604,1.265012909713415,0.7296266469264933,0.0,0.0,0.0,1724683740000000000,0.5331213317366998,1,1,4.0,False,2024-08,0.5,0.4123302325581396
BTCUSDT:EXCURSION:HOUR:1724719680000000000:-1:1724719980000000000:1724720100000000000,BTCUSDT:EXCURSION:HOUR:1724719680000000000:-1:1724719980000000000,BTCUSDT,1,1724720100000000000,1724719980000000000,62777.0,62617.9,62980.14475350039,1.276836917035775,62733.0,3.584962500721156,HOUR:1724719680000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,62618.0,62733.0,62980.24475350039,62618.0,PUBLIC_EXCURSION_RECLAIM,4.130079288780946,-0.3526470830562086,1.895931235723806,0.4389297525045576,0.3366104781905699,0.33493665619581897,3.5889000000000006,3.9949000000000003,8.747320302120443,-56.32735097025332,-1.534527883126549,0.0,1.8829831095670966,0.4728908862350765,1.276836917035775,0.8793038184692641,0.0,0.0,0.0,1724720640000000000,0.6353702571867282,1,1,9.0,False,2024-08,0.5,0.5271091137649235
ETHUSDT:EXCURSION:HOUR:1724719680000000000:-1:1724719980000000000:1724720100000000000,ETHUSDT:EXCURSION:HOUR:1724719680000000000:-1:1724719980000000000,ETHUSDT,1,1724720100000000000,1724719980000000000,2680.03,2672.3599999999997,2690.356428179774,1.346340049514087,2677.29,3.584962500721156,HOUR:1724719680000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2672.37,2677.29,2690.366428179774,2672.37,PUBLIC_EXCURSION_RECLAIM,4.770526872672447,-0.3591024339211339,1.7440915446559253,0.4256400172012568,0.2579539121958112,0.15731173395071338,3.7799000000000005,5.0429,-0.1313032014138571,-60.239014039806804,-1.534527883126549,-1.0,2.1168087708801893,0.4187006518904535,1.346340049514087,0.8393813634700238,0.0,0.0,0.0,1724722200000000000,0.7336877093109976,1,1,35.0,False,2024-08,0.5,0.5812993481095465
BTCUSDT:EXCURSION:HOUR:1724720400000000000:1:1724720700000000000:1724721060000000000,BTCUSDT:EXCURSION:HOUR:1724720400000000000:1:1724720700000000000,BTCUSDT,-1,1724721060000000000,1724720700000000000,62938.3,63115.4,62724.14181550584,1.2092500536090507,63028.0,3.584962500721156,HOUR:1724720400000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,63115.3,63028.0,63115.3,62724.04181550584,PUBLIC_EXCURSION_RECLAIM,4.071884834488533,-0.3322099582070405,1.4560917593247318,0.4523867027314341,0.39454821325799194,0.3768568488983513,1.5278,0.9300000000000002,76.35787170464425,-18.538651531283534,0.20104860601300434,-0.0,1.9014629042706621,0.4270594014681007,1.2092500536090507,0.935513869881112,0.0,0.0,0.0,1724721660000000000,-0.9757019761333067,0,0,10.0,False,2024-08,0.5,0.5729405985318994
BTCUSDT:EXCURSION:60:1724720400000000000:-1:1724751840000000000:1724751960000000000,BTCUSDT:EXCURSION:60:1724720400000000000:-1:1724751840000000000,BTCUSDT,1,1724751960000000000,1724751840000000000,62686.3,62504.6,62877.81169699388,1.0539994330978029,62618.0,3.584962500721156,60:1724720400000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,62504.7,62618.0,62877.91169699388,62504.7,PUBLIC_EXCURSION_RECLAIM,4.825411362846488,-0.2977838921933708,1.6583636075719526,0.48658710716396397,0.4796629806604648,1.449370524425494,0.2542,0.6918999999999995,20.14188583956411,-46.4076249841483,-0.298204611017929,-1.0,3.1882642165629544,0.41339867914143197,1.0539994330978029,0.6379782069967602,0.0,0.0,0.0,1724753220000000000,-0.9761724746018599,0,0,21.0,False,2024-08,0.5,0.5866013208585681
ETHUSDT:EXCURSION:HOUR:1724751420000000000:-1:1724751720000000000:1724751960000000000,ETHUSDT:EXCURSION:HOUR:1724751420000000000:-1:1724751720000000000,ETHUSDT,1,1724751960000000000,1724751720000000000,2675.82,2670.72,2685.3688717973255,1.8723278033969877,2674.08,3.584962500721156,HOUR:1724751420000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2670.73,2674.08,2685.3788717973257,2670.73,PUBLIC_EXCURSION_RECLAIM,3.4466876400648965,-0.3488859142009486,1.4226518210698986,0.3474670316200994,0.40137189912351245,0.7656433991020716,1.9115999999999995,1.4365999999999994,-7.051760708201016,-49.62437519520968,-0.298204611017929,1.0,1.751023020368077,0.6290047058823081,1.8723278033969877,0.9980002593197401,0.0,0.0,0.0,1724752080000000000,-0.9687969730299363,0,0,2.0,False,2024-08,0.5,0.37099529411769194
XRPUSDT:EXCURSION:60:1724662800000000000:1:1724776200000000000:1724776380000000000,XRPUSDT:EXCURSION:60:1724662800000000000:1:1724776200000000000,XRPUSDT,-1,1724776380000000000,1724776200000000000,0.5986,0.6001,0.5949250557634258,2.4499628243829004,0.5995,3.584962500721156,60:1724662800000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,0.6,0.5995,0.6,0.5948250557634258,PUBLIC_EXCURSION_RECLAIM,3.9452799030567873,-0.4126344186056731,1.5032748340984732,0.2705343161198512,0.5762897091695947,0.5659286063945129,4.4738999999999995,4.9418,-49.37757756689365,-65.32139464642927,-0.07443696347569834,-1.0,1.212704156559568,0.47948000000001734,2.4499628243829004,0.7354920375923966,0.0,0.0,0.0,1724780280000000000,1.4026840459402856,1,1,65.0,False,2024-08,0.5,0.5205199999999827
SOLUSDT:EXCURSION:HOUR:1724822220000000000:1:1724822520000000000:1724823780000000000,SOLUSDT:EXCURSION:HOUR:1724822220000000000:1:1724822520000000000,SOLUSDT,-1,1724823780000000000,1724822520000000000,148.177,148.856,147.45754362008617,1.0595822973693962,148.2,3.584962500721156,HOUR:1724822220000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,148.846,148.2,148.846,147.44754362008618,PUBLIC_EXCURSION_RECLAIM,3.4195695928076386,-0.3658497172098034,1.8412497073059755,0.47838460291570645,0.45368171021377673,0.41107306469158106,-3.8057000000000003,-4.7677,14.6781754325076,-74.3648640673289,-0.04422602432007662,1.0,2.4700762028812875,0.2624739322533129,1.0595822973693962,0.5034455259877973,0.0,0.0,0.0,1724824380000000000,0.6892663217347818,1,1,10.0,False,2024-08,0.5,0.737526067746687
SOLUSDT:EXCURSION:HOUR:1724824080000000000:-1:1724824380000000000:1724824560000000000,SOLUSDT:EXCURSION:HOUR:1724824080000000000:-1:1724824380000000000,SOLUSDT,1,1724824560000000000,1724824380000000000,147.316,146.99,148.09598960086748,2.392606137630357,147.126,3.584962500721156,HOUR:1724824080000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,147.0,147.126,148.10598960086747,147.0,PUBLIC_EXCURSION_RECLAIM,3.733214746972054,-0.4531326187067064,1.6100057276513178,0.2857169721597296,0.41647010563019177,0.6331300522706441,-1.6574,0.28669999999999973,-7.525727285404571,-45.3546216628542,-0.7114765368309629,-1.0,1.1661039380804212,0.5416674846625876,2.392606137630357,0.6761515343190024,0.0,0.0,0.0,1724825040000000000,-0.9715230024171178,0,0,8.0,False,2024-08,0.5,0.45833251533741237
XRPUSDT:EXCURSION:60:1724824800000000000:1:1724834280000000000:1724834460000000000,XRPUSDT:EXCURSION:60:1724824800000000000:1:1724834280000000000,XRPUSDT,-1,1724834460000000000,1724834280000000000,0.5739,0.5761,0.5708235832164226,1.3983712652624656,0.5745,3.584962500721156,60:1724824800000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,0.576,0.5745,0.576,0.5707235832164226,PUBLIC_EXCURSION_RECLAIM,3.300547367639952,-0.22484005282210917,1.2421670107035458,0.39799736945272257,0.21525320934684875,0.6346159246354162,2.5463999999999998,5.7927,18.244661408211016,-81.98912042999385,-0.2220096163159128,1.0,1.5512833713309826,0.31363636363636643,1.3983712652624656,0.8303647972602981,0.0,0.0,0.0,1724838720000000000,-0.9805285727372649,0,0,71.0,False,2024-08,0.5,0.6863636363636336
