plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,shock_sigma,shock_pressure,shock_activity,recovery_fraction,response_pressure,response_progress,basis_stress,basis_repair,oi_change,spot_confirmation,peer_response,context_direction,risk_range,cost_r,planned_rr,net_to_excursion,extreme_age,test_effort,test_depth,nav_before,score,position_id,opened,closed,entry_fill,exit_fill,quantity,pnl_ex_funding,holding_minutes,evaluation_censored,funding,pnl,net_r,probability
BTCUSDT:EXCURSION:60:1724508000000000000:1:1724516940000000000:1724517180000000000,BTCUSDT:EXCURSION:60:1724508000000000000:1:1724516940000000000,BTCUSDT,-1,1724517180000000000,1724516940000000000,64210.7,64332.799999999996,63996.91771832082,1.750878637831094,64222.0,3.584962500721156,60:1724508000000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,64332.7,64222.0,64332.7,63996.817718320824,PUBLIC_EXCURSION_RECLAIM,4.286783765388278,-0.3076292688904523,1.4587079404723722,0.3632224938751956,0.07138749609063663,0.07490668281559357,-1.1409000000000002,0.07130000000000081,-43.31164398918119,-44.298017668236156,-0.0802994770217627,-0.0,2.078660448132009,0.6316633906633982,1.750878637831094,0.6762130785468613,0.0,0.0,0.0,100000.0,0.36833660933660184,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724517180000000000,1724517420000000000,64200.99999999999,64342.3,14.137,-2906.16641605,4.0,False,0.0,-2906.16641605,-0.9687221386833333,0.5
SOLUSDT:EXCURSION:HOUR:1724523420000000000:1:1724523720000000000:1724524500000000000,SOLUSDT:EXCURSION:HOUR:1724523420000000000:1:1724523720000000000,SOLUSDT,-1,1724524500000000000,1724523720000000000,161.606,162.33499999999998,160.6001287836025,1.3797959072668053,162.249,3.584962500721156,HOUR:1724523420000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,162.325,162.249,162.325,160.59012878360252,PUBLIC_EXCURSION_RECLAIM,5.636770169837693,-0.15978566776980993,1.5167189203302205,0.4144399844808242,0.32891018552647744,0.6397043621127799,7.6625,10.528300000000002,69.26336688874102,-57.14656212961522,0.3781278700286017,-0.0,1.9676982277646298,0.2666181069958902,1.3797959072668053,0.5781836565365072,0.0,0.0,0.0,97093.83358394999,0.7333818930041098,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724524500000000000,1724529420000000000,161.58,160.6,3031.61,2628.6787149,82.0,False,0.0,2628.6787149,0.9024530250341706,0.5
ETHUSDT:EXCURSION:HOUR:1724530680000000000:1:1724530980000000000:1724531100000000000,ETHUSDT:EXCURSION:HOUR:1724530680000000000:1:1724530980000000000,ETHUSDT,-1,1724531100000000000,1724530980000000000,2798.72,2803.2700000000004,2789.941483647565,1.9293442532821394,2799.23,3.584962500721156,HOUR:1724530680000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2803.26,2799.23,2803.26,2789.9314836475646,PUBLIC_EXCURSION_RECLAIM,3.167672504760984,-0.5514785636715052,2.720211033238083,0.34062305810734866,0.20383509853173468,0.3023297727087251,1.6103,2.3428999999999998,-80.96173611358282,-37.93483412419363,0.030997910960015616,-1.0,1.0342860645296965,0.7387239560438527,1.9293442532821394,0.871432536061713,0.0,0.0,0.0,99722.51229885001,0.26127604395614734,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724531100000000000,1724531220000000000,2798.21,2803.77,345.972,-2892.66843228,2.0,False,0.0,-2892.66843228,-0.9669058555909641,0.5
SOLUSDT:EXCURSION:HOUR:1724534520000000000:-1:1724534820000000000:1724535000000000000,SOLUSDT:EXCURSION:HOUR:1724534520000000000:-1:1724534820000000000,SOLUSDT,1,1724535000000000000,1724534820000000000,159.245,158.993,159.63192688695045,1.5354241545652119,159.223,3.584962500721156,HOUR:1724534520000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,159.003,159.223,159.64192688695044,159.003,PUBLIC_EXCURSION_RECLAIM,3.005446814239196,-0.3228655210038189,0.6453549313577915,0.3787600818539091,0.4055107322271274,0.6766609327445412,1.9008000000000003,3.7735000000000007,12.471411930548015,-16.326534238855217,-1.4736694175816576,0.0,0.7681015993316413,0.7577095238094951,1.5354241545652119,0.9816332131748436,0.0,0.0,0.0,96829.84386657,0.24229047619050492,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724535000000000000,1724535180000000000,159.29,159.63,5818.4,1329.0912936,3.0,False,0.0,1329.0912936,0.4575350052309172,0.5
BTCUSDT:EXCURSION:60:1724493600000000000:1:1724544360000000000:1724545440000000000,BTCUSDT:EXCURSION:60:1724493600000000000:1:1724544360000000000,BTCUSDT,-1,1724545440000000000,1724544360000000000,64329.0,64549.1,64042.15260218819,1.3032594175911614,64472.5,3.584962500721156,60:1724493600000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,64549.0,64472.5,64549.0,64042.05260218819,PUBLIC_EXCURSION_RECLAIM,6.1517886369137695,-0.26721293608251506,1.8993545262200153,0.4339700745079439,0.39277108433734936,0.46342857421257855,2.6090999999999998,2.9029,-36.972162302379985,-61.736043608284774,0.2872621971517716,-0.0,2.9824745375496065,0.3513260336210836,1.3032594175911614,0.5783440708528057,0.0,0.0,0.0,98158.93516016999,0.6486739663789164,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724545440000000000,1724550060000000000,64319.100000000006,64042.200000000004,9.472,2196.85999872,77.0,False,0.0,2196.85999872,0.746021404006775,0.5
ETHUSDT:EXCURSION:HOUR:1724571180000000000:-1:1724571480000000000:1724571720000000000,ETHUSDT:EXCURSION:HOUR:1724571180000000000:-1:1724571480000000000,ETHUSDT,1,1724571720000000000,1724571480000000000,2736.36,2731.62,2744.2093550580653,1.6559820797604992,2735.9,3.584962500721156,HOUR:1724571180000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2731.63,2735.9,2744.2193550580655,2731.63,PUBLIC_EXCURSION_RECLAIM,3.3057436726541796,-0.24530221503925786,0.7598654055744778,0.37571424256318314,0.013496826455261601,0.41688782411436887,7.0849,3.250399999999999,24.549615993372242,-47.06852586770616,-2.288734249089721,0.0,1.4216174721595263,0.6921493670885729,1.6559820797604992,0.9990890822102146,0.0,0.0,0.0,100355.79515889,0.3078506329114271,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724571720000000000,1724573220000000000,2736.86,2744.21,344.306,1870.52084677,25.0,False,-31.26418330997606,1839.256663460024,0.6109119593103682,0.5
SOLUSDT:EXCURSION:HOUR:1724601660000000000:1:1724601960000000000:1724602320000000000,SOLUSDT:EXCURSION:HOUR:1724601660000000000:1:1724601960000000000,SOLUSDT,-1,1724602320000000000,1724601960000000000,159.595,160.28699999999998,158.86231072646993,1.0587995282226772,159.833,3.584962500721156,HOUR:1724601660000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,160.277,159.833,160.277,158.85231072646994,PUBLIC_EXCURSION_RECLAIM,3.0073474013865473,-0.28244481124335175,0.9780732336725764,0.47870087370711395,0.41750732183534006,0.6429140413276943,2.3932,4.741599999999999,1.1143032901728134,-78.41209451028952,2.03249739781946,1.0,2.556876532176632,0.277354335260124,1.0587995282226772,0.8911793465587188,0.0,0.0,0.0,102195.05182235,0.722645664739876,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724602320000000000,1724604000000000000,159.56,158.86,3302.19,1943.16710112,28.0,False,0.0,1943.16710112,0.6338099110375357,0.5
SOLUSDT:EXCURSION:HOUR:1724616960000000000:-1:1724617260000000000:1724617680000000000,SOLUSDT:EXCURSION:HOUR:1724616960000000000:-1:1724617260000000000,SOLUSDT,1,1724617680000000000,1724617260000000000,158.695,158.455,159.12334201105062,1.7847583793777742,158.615,3.584962500721156,HOUR:1724616960000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,158.465,158.615,159.13334201105062,158.465,PUBLIC_EXCURSION_RECLAIM,3.177135906636445,-0.08072864387399734,2.0934307296823764,0.34413518258180004,0.39692307692307693,0.25480927255705865,2.0846000000000005,1.0247000000000002,5.33520432465906,-22.031293335134094,0.4371397884545699,0.0,0.9555347720889982,0.7928750000000637,1.7847583793777742,0.8438912841570361,0.0,0.0,0.0,104138.21892347,0.20712499999993628,SOLUSDT-PERP.BINANCE-AccountStrategy-000,1724617680000000000,1724619000000000000,158.73,159.12,6321.96,1762.6319895600002,22.0,False,0.0,1762.6319895600002,0.5641963177340104,0.5
BTCUSDT:EXCURSION:HOUR:1724623740000000000:1:1724624040000000000:1724624220000000000,BTCUSDT:EXCURSION:HOUR:1724623740000000000:1:1724624040000000000,BTCUSDT,-1,1724624220000000000,1724624040000000000,64502.5,64599.799999999996,64351.33559623318,1.5535909945203465,64550.0,3.584962500721156,HOUR:1724623740000000000:1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,64599.7,64550.0,64599.7,64351.23559623318,PUBLIC_EXCURSION_RECLAIM,3.6588942184071924,-0.2867805956341705,1.434608788071996,0.39120291891476877,0.41069981733890104,1.0189142002189617,1.6591000000000005,1.8815,27.487160447048353,-28.221886026873477,0.28891560975868547,-1.0,1.3451879468290968,0.7961087358684837,1.5535909945203465,0.8825662808356113,0.0,0.0,0.0,105900.85091303001,0.20389126413151626,BTCUSDT-PERP.BINANCE-AccountStrategy-000,1724624220000000000,1724624760000000000,64492.3,64351.299999999996,16.829,1613.62493611,9.0,False,0.0,1613.62493611,0.5079043030023032,0.5
ETHUSDT:EXCURSION:HOUR:1724627700000000000:-1:1724628000000000000:1724628240000000000,ETHUSDT:EXCURSION:HOUR:1724627700000000000:-1:1724628000000000000,ETHUSDT,1,1724628240000000000,1724628000000000000,2765.96,2761.99,2772.993158012664,1.7715763256079442,2763.99,3.584962500721156,HOUR:1724627700000000000:-1,PRE_SHOCK_TRANSACTION_VALUE_OR_FIRST_OPPOSING_SWING,2762.0,2763.99,2773.0031580126642,2762.0,PUBLIC_EXCURSION_RECLAIM,3.6608603067647443,-0.490887588560425,0.9744915602472113,0.3598966765216147,0.06627595925730492,0.582582243288923,2.5595000000000008,2.3071,8.19829252410642,-39.26711340149325,0.28408376871342056,1.0,1.0707645860450596,0.8354584382871,1.7715763256079442,0.9585440163511497,0.0,0.0,0.0,107514.47584914,0.16454156171290002,ETHUSDT-PERP.BINANCE-AccountStrategy-000,1724628240000000000,1724628480000000000,2766.52,2772.99,396.82,1798.4445884400002,4.0,False,0.0,1798.4445884400002,0.5575821532359685,0.5
