position_id,plan_id,opening_order_id,closing_order_id,instrument_id,ts_opened,ts_closed,duration_ns,quantity,actual_entry,actual_exit,realized_return,realized_pnl,commissions,nav_at_submission,risk_budget,actual_net_r,entry_order_type,entry_liquidity_side,entry_slippage_reported,exit_role,exit_order_type,exit_liquidity_side,exit_slippage_reported,symbol,family,side,signal_time_ns,interaction_time_ns,trigger_time_ns,interaction_to_trigger_ns,entry_delay_ns,planned_entry,planned_stop,planned_target,planned_gross_rr,actual_gross_rr_after_reserve,signed_entry_slippage,adverse_entry_slippage,adverse_entry_slippage_ticks,entry_slippage_reserve,stop_slippage_reserve,worst_stop_fill,estimated_worst_case_loss_at_actual_fill,risk_budget_utilization,entry_slippage_within_reserve,risk_budget_breach,setup_id,higher_zone_id,higher_zone_kind,higher_strength_ratio,decision_zone_id,decision_zone_kind,decision_strength_ratio,trigger_zone_id,trigger_strength_ratio,target_zone_id,target_zone_kind,context_kind_diversity,overlap_lower,overlap_upper
BTCUSDT-PERP.BINANCE-EasyChartRE1LocalAuctionStrategy-000-e8e926b1-7e7c-4dc8-bbee-1a718553c951,sac-v5-complete-opportunity-structural-pullback-ec-re1-efficient-pullback-BTCUSDT-00000009,O-20260721-032500-001-000-1,O-20260721-032500-001-000-3,BTCUSDT-PERP.BINANCE,2026-07-21 03:25:00+00:00,2026-07-21 03:42:00+00:00,1020000000000,25.027,65449.03583729571,65515.100003995685,0.00101,506.46210849,1146.92579151,100000.0,3000.0,0.16882070283,MARKET,TAKER,0.0,TAKE_PROFIT,LIMIT,MAKER,0.09999600431183353,BTCUSDT,SAC_V5_ACCEPTED_AUCTION_REACCELERATION:MICRO_5M_ACCEPTED_BREAK_FIRST_EFFICIENT_PULLBACK,LONG,1784604300000000000,1784603400000000000,1784604300000000000,900000000000,0,65448.899999999994,65401.4,65515.2,1.3957894736844856,1.3831505090059488,0.13583729571837466,0.13583729571837466,1.3583729571837466,0.2,0.2,65401.200000000004,2998.381228139689,0.9994604093798963,True,False,EFFICIENT_PULLBACK:BTCUSDT:BTCUSDT:5m:PIVOT:HIGH:6019:s2:1784603400000000000,BTCUSDT:15m:PIVOT:HIGH:2006:s2:SNAP:1784604300000000000,HORIZONTAL_RESISTANCE,1.5918771669143459,BTCUSDT:5m:PIVOT:HIGH:6019:s2:SNAP:1784604300000000000,HORIZONTAL_RESISTANCE,1.8867383512545086,BTCUSDT:5m:PIVOT:HIGH:6019:s2:SNAP:1784604300000000000,3.038044823099434,BTCUSDT:1m:PIVOT:HIGH:30427:s6:SNAP:1784603700000000000,HORIZONTAL_RESISTANCE,1,65416.4,65416.5
BTCUSDT-PERP.BINANCE-EasyChartRE1LocalAuctionStrategy-000,sac-v5-human-immediate-failed-auction-reversal-ecv5-micro-BTCUSDT-00000010,O-20260722-052600-001-000-4,O-20260722-052600-001-000-5,BTCUSDT-PERP.BINANCE,2026-07-22 05:26:00+00:00,2026-07-22 05:37:00+00:00,660000000000,20.214,66086.59999999999,66010.3,-0.00115,-2877.4315683,1335.1033683,100506.46210849001,3015.1938632547003,-0.9543106343397784,MARKET,TAKER,0.0,STOP_LOSS,STOP_MARKET,TAKER,0.09999999999126885,BTCUSDT,SAC_V5_FAILED_AUCTION_DELIVERY:MICRO_STRUCTURE_REJECTION_FOOTPRINT_RETEST,LONG,1784697960000000000,1784697900000000000,1784697960000000000,60000000000,0,66086.5,66010.4,66364.13481481482,3.6482892879737614,3.6326546441734866,0.09999999999126885,0.09999999999126885,0.9999999999126885,0.2,0.2,66010.2,3013.0394108398814,0.9992854680287478,True,False,MICRO:BTCUSDT:15m:CHANNEL:DESCENDING:BTCUSDT:15m:PIVOT:HIGH:2121:s2|BTCUSDT:15m:PIVOT:LOW:2124:s6|BTCUSDT:15m:PIVOT:HIGH:2130:s2:LOWER:1784697900000000000:REJECTION,BTCUSDT:15m:CHANNEL:DESCENDING:BTCUSDT:15m:PIVOT:HIGH:2121:s2|BTCUSDT:15m:PIVOT:LOW:2124:s6|BTCUSDT:15m:PIVOT:HIGH:2130:s2:LOWER:SNAP:1784697900000000000,DESCENDING_CHANNEL_LOWER,1.602757432141203,BTCUSDT:15m:CHANNEL:DESCENDING:BTCUSDT:15m:PIVOT:HIGH:2121:s2|BTCUSDT:15m:PIVOT:LOW:2124:s6|BTCUSDT:15m:PIVOT:HIGH:2130:s2:LOWER:SNAP:1784697900000000000,DESCENDING_CHANNEL_LOWER,1.602757432141203,BTCUSDT:1m:ORDER_BLOCK:SUPPORT:32004-32005,340.9999999802094,BTCUSDT:15m:CHANNEL:DESCENDING:BTCUSDT:15m:PIVOT:HIGH:2121:s2|BTCUSDT:15m:PIVOT:LOW:2124:s6|BTCUSDT:15m:PIVOT:HIGH:2130:s2:UPPER:SNAP:1784697960000000000,DESCENDING_CHANNEL_UPPER,1,66031.05185185185,66031.25185185186
SOLUSDT-PERP.BINANCE-EasyChartRE1LocalAuctionStrategy-000-184e3e40-3d6b-4278-86de-f3810178b10a,sac-v5-human-immediate-failed-auction-reversal-ecv5-micro-SOLUSDT-00000012,O-20260722-145300-001-000-7,O-20260722-145300-001-000-8,SOLUSDT-PERP.BINANCE,2026-07-22 14:53:00+00:00,2026-07-22 15:01:00+00:00,480000000000,9584.91,77.6920476039942,77.9,-0.00268,-2738.8728865,745.6678865,97629.03054019,2928.8709162057,-0.9351292579490532,MARKET,TAKER,0.0,STOP_LOSS,STOP_MARKET,TAKER,0.010000000000005116,SOLUSDT,SAC_V5_FAILED_AUCTION_DELIVERY:MICRO_STRUCTURE_REJECTION_FOOTPRINT_RETEST,SHORT,1784731980000000000,1784731200000000000,1784731980000000000,780000000000,0,77.71,77.89,77.17,2.999999999999842,2.3952368203389938,0.017952396005796345,0.017952396005796345,1.7952396005796345,0.02,0.02,77.91,2909.237039449945,0.9932964349343226,True,False,MICRO:SOLUSDT:15m:CHANNEL:ASCENDING:SOLUSDT:15m:PIVOT:LOW:2142:s6|SOLUSDT:15m:PIVOT:HIGH:2157:s6|SOLUSDT:15m:PIVOT:LOW:2163:s6:UPPER:1784731200000000000:REJECTION,SOLUSDT:15m:CHANNEL:ASCENDING:SOLUSDT:15m:PIVOT:LOW:2142:s6|SOLUSDT:15m:PIVOT:HIGH:2157:s6|SOLUSDT:15m:PIVOT:LOW:2163:s6:UPPER:SNAP:1784731200000000000,ASCENDING_CHANNEL_UPPER,2.2881355932203262,SOLUSDT:15m:CHANNEL:ASCENDING:SOLUSDT:15m:PIVOT:LOW:2142:s6|SOLUSDT:15m:PIVOT:HIGH:2157:s6|SOLUSDT:15m:PIVOT:LOW:2163:s6:UPPER:SNAP:1784731200000000000,ASCENDING_CHANNEL_UPPER,2.2881355932203262,SOLUSDT:1m:ORDER_BLOCK:RESISTANCE:32571-32572,7.999999999997158,SOLUSDT:5m:PIVOT:LOW:6498:s2:SNAP:1784731200000000000,HORIZONTAL_SUPPORT,1,77.77809523809523,77.79809523809524
ETHUSDT-PERP.BINANCE-EasyChartRE1LocalAuctionStrategy-000,sac-v5-human-immediate-failed-auction-reversal-ecv5-micro-ETHUSDT-00000016,O-20260723-032100-001-000-10,O-20260723-032100-001-000-11,ETHUSDT-PERP.BINANCE,2026-07-23 03:21:00+00:00,2026-07-23 03:50:00+00:00,1740000000000,542.975,1922.1365316082697,1919.02,-0.00162,-2735.02473388,1042.82598388,94890.15765369,2846.7047296107,-0.9607686759469527,MARKET,TAKER,0.0,STOP_LOSS,STOP_MARKET,TAKER,0.009999999999990905,ETHUSDT,SAC_V5_FAILED_AUCTION_DELIVERY:MICRO_STRUCTURE_REJECTION_FOOTPRINT_RETEST,LONG,1784776860000000000,1784776500000000000,1784776860000000000,360000000000,0,1922.12,1919.03,1927.43,1.718446601941849,1.6930800820081482,0.01653160826981548,0.01653160826981548,1.6531608269815479,0.02,0.02,1919.01,2844.8189773252493,0.999337566602593,True,False,MICRO:ETHUSDT:15m:UPTREND_LINE:ETHUSDT:15m:PIVOT:LOW:2188:s2|ETHUSDT:15m:PIVOT:LOW:2217:s2:1784776500000000000:REJECTION,ETHUSDT:15m:UPTREND_LINE:ETHUSDT:15m:PIVOT:LOW:2188:s2|ETHUSDT:15m:PIVOT:LOW:2217:s2:SNAP:1784776500000000000,UPTREND_LINE,1.2227074235807653,ETHUSDT:15m:UPTREND_LINE:ETHUSDT:15m:PIVOT:LOW:2188:s2|ETHUSDT:15m:PIVOT:LOW:2217:s2:SNAP:1784776500000000000,UPTREND_LINE,1.2227074235807653,ETHUSDT:1m:ORDER_BLOCK:SUPPORT:33319-33320,6.9999999999954525,ETHUSDT:5m:PIVOT:HIGH:6659:s2:SNAP:1784776500000000000,HORIZONTAL_RESISTANCE,1,1920.8375862068965,1920.8575862068965
SOLUSDT-PERP.BINANCE-EasyChartRE1LocalAuctionStrategy-000,sac-v5-complete-opportunity-structural-pullback-ec-re1-macro-pullback-SOLUSDT-00000010,O-20260723-114200-001-000-13,O-20260723-114200-001-000-14,SOLUSDT-PERP.BINANCE,2026-07-23 11:42:00+00:00,2026-07-23 11:53:00+00:00,660000000000,13458.41,77.60188291187443,77.71471833596985,-0.00145,-2563.7426497,1045.1572497,92155.13291981,2764.6539875943,-0.9273285775377896,MARKET,TAKER,0.0,STOP_LOSS,STOP_MARKET,TAKER,0.014718335969845953,SOLUSDT,SAC_V5_ACCEPTED_AUCTION_REACCELERATION:MACRO_60M_TREND_5M_ACCEPTED_BREAK_FIRST_PULLBACK,SHORT,1784806920000000000,1784806500000000000,1784806920000000000,420000000000,0,77.62,77.70000000000002,77.38,2.9999999999996447,1.8784996768504532,0.018117088125578107,0.018117088125578107,1.8117088125578107,0.02,0.02,77.72000000000001,2739.3007868002765,0.9908295211958568,True,False,EFFICIENT_PULLBACK:SOLUSDT:SOLUSDT:5m:PIVOT:LOW:3132:s2:1784806500000000000,MACRO_PULLBACK:SOLUSDT:60m:PIVOT:LOW:554:s2:SNAP:1784806920000000000,HORIZONTAL_RESISTANCE,0.9565217391304355,SOLUSDT:5m:PIVOT:LOW:3132:s2:SNAP:1784806920000000000,HORIZONTAL_SUPPORT,1.7777777777776655,SOLUSDT:5m:PIVOT:LOW:3132:s2:SNAP:1784806920000000000,13.185627273833436,SOLUSDT:5m:PIVOT:LOW:6744:s6:SNAP:1784806800000000000,HORIZONTAL_SUPPORT,2,77.67,77.68
