event_id,minute,perp_open,perp_high,perp_low,perp_close,perp_volume,perp_quote_volume,perp_taker_buy_quote,spot_open,spot_high,spot_low,spot_close,spot_quote_volume,long_liq_notional,short_liq_notional,open_interest,last_price_tick,index_price_tick,mark_price_tick,symbol,sample_day,perp_ret_1m,spot_ret_1m,perp_spot_basis,mark_index_basis,oi_change_15m,rolling_vwap_4h,perp_spot_basis_center,perp_spot_basis_scale,mark_index_basis_center,mark_index_basis_scale,dominant_liq,liq_total,liq_dominance,event_direction,directional_perp_return,directional_spot_return,futures_lead_return,directional_vwap_deviation,perp_basis_z_directional,mark_basis_z_directional,liq_share_of_perp_volume,liq_threshold_99,event_candidate,global_cluster_id,cluster_symbol_count,cluster_symbols,cluster_total_liquidation_notional,cluster_first_minute,cluster_last_minute,regime,reversal_return_1m,continuation_return_1m,reversal_return_5m,continuation_return_5m,reversal_return_15m,continuation_return_15m,reversal_return_30m,continuation_return_30m,reversal_return_60m,continuation_return_60m,reversal_mfe_30m,reversal_mae_30m,continuation_mfe_30m,continuation_mae_30m,vwap_reclaim_60m
76,2024-10-01 15:42:00+00:00,62635.3,62791.6,62635.2,62703.9,1205.022,75598629.0873,40818768.692,62648.0,62811.0,62648.0,62726.0,4293792.8080875,0.0,176462.53936,89961.379,62703.9,62741.53276596,62728.6,BTCUSDT,2024-10-01,0.0010946297223810575,0.0012442772833836102,-0.000352325989222968,-0.00020612766997973875,0.0008595400388857755,62623.65815615374,-0.00036217236790880847,0.00011795588556209266,-0.0003414418204085723,0.000129883127545483,176462.53936,176462.53936,1.0,1,0.0010946297223810575,0.0012442772833836102,-0.00014964756100255272,0.0012805141341822545,0.08347509442975012,1.0418146912996737,0.002334202901433888,133983.30469199983,True,77,1,BTCUSDT,176462.53936,2024-10-01 15:42:00+00:00,2024-10-01 15:42:00+00:00,SPOT_CONFIRMED_INFORMATION_MOVE,-0.0013387330892607487,0.0013387330892607487,6.5388820289325e-05,-6.5388820289325e-05,-0.00012438644012460932,0.00012438644012460932,0.0012782491166186234,-0.0012782491166186234,0.008872828704693426,-0.008872828704693426,0.002774947012865181,-0.001344413983819015,0.001344413983819015,-0.002774947012865181,True
77,2024-10-01 16:32:00+00:00,2512.78,2513.91,2499.05,2500.03,19694.068,49313129.95416,14833438.3715,2513.67,2514.84,2500.59,2500.89,2367209.298099,106091.9879,0.0,1009026.268,2499.82,2503.16431818,2502.05532576,ETHUSDT,2024-10-01,-0.005086978159822841,-0.005097168114404305,-0.00034387757958154186,-0.0004430362049928638,-0.0021673774486435926,2548.2529741542703,-0.00041214470234551825,8.434672535776499e-05,-0.0004110251501273643,0.00011545332000880172,106091.9879,106091.9879,1.0,-1,0.005086978159822841,0.005097168114404305,-1.0189954581463212e-05,0.019105284399531897,-0.8093630484694531,0.27726404804174615,0.002151394324363915,73443.65183410041,True,78,1,ETHUSDT,106091.9879,2024-10-01 16:32:00+00:00,2024-10-01 16:32:00+00:00,UNRESOLVED,0.0018782124943754984,-0.0018782124943754984,0.0033025010398291996,-0.0033025010398291996,-0.004092313095152892,0.004092313095152892,0.00017598240221379548,-0.00017598240221379548,-0.005466850610964478,0.005466850610964478,0.0059879281448622645,-0.007207913505037911,0.007207913505037911,-0.0059879281448622645,False
78,2024-10-01 16:47:00+00:00,0.6022,0.6022,0.5988,0.6014,8813303.8,5291504.17597,1840126.02781,0.6024,0.6024,0.5994,0.6016,1482946.7023,25869.27235,0.0,420716539.9,0.6016,0.60191917,0.6016,XRPUSDT,2024-10-01,-0.001163273915973262,-0.0014948927291800196,-0.0003324468085106336,-0.0005302539209707247,-0.0008552008387927579,0.6119764455920462,-0.0004907574153903416,0.0002488570902373522,-0.00041936207920173496,0.00026756997328342597,25869.27235,25869.27235,1.0,-1,0.001163273915973262,0.0014948927291800196,-0.0003316188132067577,0.01743352362253514,-0.6361506788041129,0.41444053085704985,0.004888831509852835,21213.4167307999,True,79,1,XRPUSDT,25869.27235,2024-10-01 16:47:00+00:00,2024-10-01 16:47:00+00:00,UNRESOLVED,-0.0008317392145464835,0.0008317392145464835,0.005141399500418652,-0.005141399500418652,0.0008310479992963724,-0.0008310479992963724,-0.01254931553261427,0.01254931553261427,-0.012717708224769373,0.012717708224769373,0.010974393082806788,-0.01280345859660803,0.01280345859660803,-0.010974393082806788,False
79,2024-10-01 17:18:00+00:00,145.366,145.477,144.522,144.603,173330.0,25142064.617,8884019.948,145.44,145.53,144.61,144.67,5281483.62586,134780.0583,0.0,5808438.0,144.635,144.77098683,144.70332843,SOLUSDT,2024-10-01,-0.005262643668572764,-0.005308343787669756,-0.00046312296951667165,-0.00046734778481161143,-0.0014099207463279528,149.9876016119359,-0.00028773216721511563,0.00014935106286206734,-0.00026590041029495026,0.0002061934454205787,134780.0583,134780.0583,1.0,-1,0.005262643668572764,0.005308343787669756,-4.57001190969919e-05,0.036560578362222054,1.174352555251231,0.9769824356238055,0.0053607394759803235,32028.44214399997,True,80,4,"BTCUSDT,ETHUSDT,SOLUSDT,XRPUSDT",500579.97432,2024-10-01 17:18:00+00:00,2024-10-01 17:18:00+00:00,UNRESOLVED,0.002051792929219164,-0.002051792929219164,0.002583052751909664,-0.002583052751909664,0.013019720089383726,-0.013019720089383726,0.01909686314904175,-0.01909686314904175,0.024307463937717502,-0.024307463937717502,0.023332849249323884,-0.01495819588805214,0.01495819588805214,-0.023332849249323884,False
80,2024-10-01 19:16:00+00:00,61728.4,61747.1,61584.4,61586.4,994.235,61288704.8568,19175811.6052,61748.0,61764.0,61612.9,61612.91,4163029.2907896,264352.90141,0.0,89464.537,61586.4,61621.38021277,61593.53464539,BTCUSDT,2024-10-01,-0.0023030498004210642,-0.002189997867848348,-0.0004302669683999838,-0.000451881591808756,-0.0006128057500836004,62012.824297652216,-0.00029930351534313004,8.701317719422768e-05,-0.00026517230622158383,0.00010762817464547143,264352.90141,264352.90141,1.0,-1,0.0023030498004210642,0.002189997867848348,0.0001130519325727164,0.006900140223066769,1.5050990813095109,1.7347621680121854,0.004313240131728285,136646.61026379967,True,81,1,BTCUSDT,264352.90141,2024-10-01 19:16:00+00:00,2024-10-01 19:16:00+00:00,FORCED_BASIS_DISLOCATION,0.001844484712196772,-0.001844484712196772,0.004815750121979812,-0.004815750121979812,0.006120573469657455,-0.006120573469657455,0.0039023301415522823,-0.0039023301415522823,-0.006457289468925826,0.006457289468925826,0.007993647948248306,-3.8969642648378766e-05,3.8969642648378766e-05,-0.007993647948248306,True
81,2024-10-01 20:07:00+00:00,61529.4,61533.3,61240.6,61334.5,2311.937,141821147.2923,42881011.927,61551.08,61551.08,61271.54,61356.01,13805095.8755848,653274.7620500001,0.0,88605.645,61337.7,61366.78021277,61352.1,BTCUSDT,2024-10-01,-0.0031726188649496834,-0.0031742703174177933,-0.000350576903550337,-0.0002392208409680574,-0.005706700390587516,61884.35680227655,-0.00032209591606341403,8.930578166377659e-05,-0.0002847936400320883,0.00010556799560266628,653274.7620500001,653274.7620500001,1.0,-1,0.0031726188649496834,0.0031742703174177933,-1.6514524681099374e-06,0.00892494000390269,0.31891538214345155,-0.4316914307585838,0.004606328284057458,139418.5269444007,True,82,1,BTCUSDT,653274.7620500001,2024-10-01 20:07:00+00:00,2024-10-01 20:07:00+00:00,UNRESOLVED,0.0006552076199362576,-0.0006552076199362576,0.0009484450775835651,-0.0009484450775835651,-0.006180354954362645,0.006180354954362645,-0.01398181004191993,0.01398181004191993,-0.008341601829509089,0.008341601829509089,0.0026494061254269674,-0.016822506093634115,0.016822506093634115,-0.0026494061254269674,False
82,2024-10-01 20:36:00+00:00,143.437,143.451,142.5,142.604,76083.0,10867323.321,4493376.0,143.51,143.52,142.65,142.69,4899158.08681,40402.3626,0.0,5650953.0,142.572,142.73151315,142.61195503,SOLUSDT,2024-10-01,-0.005768581162034714,-0.005730274240356437,-0.000602705165043016,-0.0008376434703272206,-0.0006553887688011129,146.00955022280064,-0.00034927474409851555,0.00016372561161244364,-0.00031169519357482356,0.000164173409685555,40402.3626,40402.3626,1.0,-1,0.005768581162034714,0.005730274240356437,3.8306921678277206e-05,0.023600473976297456,1.5478972315241541,3.2036142622593853,0.0037177841687958736,33478.1310319999,True,83,1,SOLUSDT,40402.3626,2024-10-01 20:36:00+00:00,2024-10-01 20:36:00+00:00,FORCED_BASIS_DISLOCATION,0.005433864796160292,-0.005433864796160292,-0.0004909903373543259,0.0004909903373543259,0.017696132392967315,-0.017696132392967315,0.018701482869800924,-0.018701482869800924,0.015461463766383863,-0.015461463766383863,0.023393453199068714,-0.002833020111637996,0.002833020111637996,-0.023393453199068714,False
83,2024-11-01 01:56:00+00:00,2509.46,2509.47,2496.57,2497.59,21296.581,53272152.20887,12155695.91502,2509.4,2509.4,2496.79,2497.74,4982875.875433,196066.40268,0.0,1309137.877,2497.08,2498.28113636,2497.89973485,ETHUSDT,2024-11-01,-0.004848910709213783,-0.004657357723728772,-6.005428907718269e-05,-0.00015266556851778468,-0.0017708352102963065,2515.836453680421,,,,,196066.40268,196066.40268,1.0,-1,0.004848910709213783,0.004657357723728772,0.00019155298548501065,0.00727906728635762,,,0.003680467083651151,76092.95616660015,True,84,2,"BTCUSDT,ETHUSDT",392147.67627,2024-11-01 01:56:00+00:00,2024-11-01 01:56:00+00:00,FORCED_OI_DERIVATIVES_LEAD,0.0016522283833273136,-0.0016522283833273136,0.0019359928607167716,-0.0019359928607167716,-0.006382457716223724,0.006382457716223724,0.0006884268518201492,-0.0006884268518201492,0.005749000778983421,-0.005749000778983421,0.0031990839168958285,-0.012127691094214854,0.012127691094214854,-0.0031990839168958285,False
84,2024-11-01 02:09:00+00:00,166.12,166.25,165.81,165.99,24515.0,4068596.576,1432084.75,166.17,166.28,165.85,166.03,768731.32463,43396.1064,0.0,5961034.0,165.99,165.99126325,165.96,SOLUSDT,2024-11-01,-0.0007828731844243819,-0.0008428657934267392,-0.00024092031560551952,-0.0001883427439968166,-0.005138336886509665,167.53434379565,-0.00011825922421959678,8.814852585141681e-05,-7.701411700766769e-05,9.337616033147617e-05,43396.1064,43396.1064,1.0,-1,0.0007828731844243819,0.0008428657934267392,-5.9992609002357256e-05,0.009260822255630085,1.3915274271594777,1.192259636656115,0.010666111910919526,34093.477942999874,True,85,1,SOLUSDT,43396.1064,2024-11-01 02:09:00+00:00,2024-11-01 02:09:00+00:00,UNRESOLVED,-0.002291918976728473,0.002291918976728473,0.000903260832797268,-0.000903260832797268,0.00774150954224997,-0.00774150954224997,0.009413950500705918,-0.009413950500705918,0.009891277478742482,-0.009891277478742482,0.010964515934694719,-0.003976143141153021,0.003976143141153021,-0.010964515934694719,True
85,2024-11-01 02:56:00+00:00,69494.3,69600.0,69488.1,69586.1,439.611,30576700.0877,22231846.9717,69471.75,69584.86,69471.74,69573.62,2901873.3375628,0.0,178531.34999,88776.439,69600.0,69567.4987234,69590.0,BTCUSDT,2024-11-01,0.0013215389005498679,0.0014652773871794977,0.000179378333339697,0.0003234452440135094,0.0013739948240492073,69577.91705154446,0.00030937542129261253,7.03685828498514e-05,0.0002548216140360049,9.370269900027927e-05,178531.34999,178531.34999,1.0,1,0.0013215389005498679,0.0014652773871794977,-0.00014373848662962985,0.00011760149840957365,-1.8473739655990535,0.7323548916910063,0.005838803712563387,142994.09825249994,True,86,1,BTCUSDT,178531.34999,2024-11-01 02:56:00+00:00,2024-11-01 02:56:00+00:00,SPOT_CONFIRMED_INFORMATION_MOVE,-5.7481092329009646e-05,5.7481092329009646e-05,0.00034639352231156375,-0.00034639352231156375,-0.00041522660977849667,0.00041522660977849667,-0.0014518219609659187,0.0014518219609659187,0.0022328213740625594,-0.0022328213740625594,0.0011079798982843725,-0.0021972779046388613,0.0021972779046388613,-0.0011079798982843725,True
86,2024-11-01 07:10:00+00:00,2492.78,2493.66,2486.0,2488.75,11088.943,27602544.54211,9167034.65589,2492.74,2493.7,2486.42,2488.39,3992647.24742,145972.51718000002,0.0,1318044.384,2488.32,2488.49340909,2488.32,ETHUSDT,2024-11-01,-0.0016139655657854135,-0.0017465920808472646,0.00014467185609978728,-6.96843678051895e-05,-0.0018432411338356047,2506.518800163973,8.364901207724706e-05,7.119225673249589e-05,4.739930783337343e-05,5.1156014990214334e-05,145972.51718000002,145972.51718000002,1.0,-1,0.0016139655657854135,0.0017465920808472646,-0.00013262651506185108,0.007114281861145439,-0.8571556349426156,2.2887567700681912,0.005288371764324361,76299.62073450019,True,87,1,ETHUSDT,145972.51718000002,2024-11-01 07:10:00+00:00,2024-11-01 07:10:00+00:00,UNRESOLVED,0.0016260002980232095,-0.0016260002980232095,3.214413430082413e-05,-3.214413430082413e-05,0.004762123731219526,-0.004762123731219526,0.0053338161762629295,-0.0053338161762629295,0.007222473814644402,-0.007222473814644402,0.007915620291310876,-0.0013782019085886166,0.0013782019085886166,-0.007915620291310876,True
87,2024-11-01 10:17:00+00:00,69674.5,69780.0,69674.5,69780.0,721.69,50330508.5226,34943029.0811,69661.27,69760.29,69661.26,69760.29,4465143.5894868,0.0,167204.52731,90231.884,69779.9,69751.50297872,69773.05064539,BTCUSDT,2024-11-01,0.0015116033471738177,0.001420440520805144,0.0002825389630691788,0.00030892046407338114,-0.002452039541121942,69403.5650933963,0.00036273089986371687,8.028561755173626e-05,0.00032749891573080614,8.39835762170992e-05,167204.52731,167204.52731,1.0,1,0.0015116033471738177,0.001420440520805144,9.116282636867368e-05,0.005409199343425098,-0.9988331564225955,-0.22121529582640465,0.0033221306960353847,143009.51066750006,True,88,1,BTCUSDT,167204.52731,2024-11-01 10:17:00+00:00,2024-11-01 10:17:00+00:00,FORCED_OI_DERIVATIVES_LEAD,-0.0008537483794558662,0.0008537483794558662,-0.0020343294625734263,0.0020343294625734263,-0.00525273223605065,0.00525273223605065,-0.002417539710987472,0.002417539710987472,-0.005393853465835632,0.005393853465835632,7.16537689882113e-06,-0.005674978503869221,0.005674978503869221,-7.16537689882113e-06,False
88,2024-11-01 12:38:00+00:00,169.19,169.29,169.11,169.24,23639.0,3999430.18,2061167.27,169.25,169.34,169.17,169.32,918596.6215,0.0,104539.7982,6025607.0,169.22,169.29040447,169.25189565,SOLUSDT,2024-11-01,0.00035458897599838224,0.00041350386033833786,-0.00047247814788553555,-0.00022747195932670827,-0.0027884356956839884,167.80254460489013,-0.00035658039685504406,0.00017191811879345138,-0.00026390566569300944,0.00012457054194448368,104539.7982,104539.7982,1.0,1,0.00035458897599838224,0.00041350386033833786,-5.891488433995562e-05,0.008529867423072863,-0.6741450630327989,0.29247449515422574,0.026138673134681403,34363.490278999634,True,89,1,SOLUSDT,104539.7982,2024-11-01 12:38:00+00:00,2024-11-01 12:38:00+00:00,UNRESOLVED,-0.0008268856415860858,0.0008268856415860858,0.00041369936466643204,-0.00041369936466643204,-0.0004725898008561038,0.0004725898008561038,-0.0020659335034422547,0.0020659335034422547,-0.014081434271457097,0.014081434271457097,0.0011817537225243813,-0.0027771212479319463,0.0027771212479319463,-0.0011817537225243813,False
89,2024-11-01 13:36:00+00:00,70580.0,70671.7,70556.4,70603.8,1345.677,95003194.4839,66040781.7281,70559.65,70627.72,70542.0,70584.0,7594271.6813049,0.0,147414.51761,90173.372,70584.4,70562.96382979,70583.88123404,BTCUSDT,2024-11-01,0.00033714916619942414,0.00034503855103018566,0.00028051683100982494,0.0002964360213166817,-0.003140955871041906,70108.60822073276,0.00021712147276975458,7.771522623676386e-05,0.00019544776099245098,9.334483796514647e-05,147414.51761,147414.51761,1.0,1,0.00033714916619942414,0.00034503855103018566,-7.889384830761514e-06,0.007038381757445408,0.8157392226708934,1.0818837176827942,0.0015516795873109514,146734.95106120038,True,90,1,BTCUSDT,147414.51761,2024-11-01 13:36:00+00:00,2024-11-01 13:36:00+00:00,UNRESOLVED,-0.0015355648976992206,0.0015355648976992206,-0.004145562608390031,0.004145562608390031,-0.004385318002624663,0.004385318002624663,-0.010482542116837705,0.010482542116837705,-0.011446367907105483,0.011446367907105483,0.00210470257974793,-0.010549007277228739,0.010549007277228739,-0.00210470257974793,False
90,2024-11-01 15:21:00+00:00,169.36,169.41,168.85,168.92,53626.0,9068900.059,3021180.4,169.44,169.46,168.93,169.0,1070217.53001,41723.5309,0.0,5867566.0,168.86,168.97792008,168.88804749,SOLUSDT,2024-11-01,-0.002601396760867125,-0.0026001669300228514,-0.00047337278106518443,-0.0005318599610969477,0.0008165069841452599,170.88267815838398,-0.00034915221405001917,0.00017877118157998373,-0.0002779652934805643,0.00016917756477775433,41723.5309,41723.5309,1.0,-1,0.002601396760867125,0.0026001669300228514,1.2298308442737493e-06,0.01155199832662307,0.6948578955360764,1.5007584956664934,0.004600726728551105,35820.04226000006,True,91,2,"ETHUSDT,SOLUSDT",121423.06083,2024-11-01 15:21:00+00:00,2024-11-01 15:21:00+00:00,UNRESOLVED,0.0027194814277102133,-0.0027194814277102133,0.003014632104272119,-0.003014632104272119,-0.002014815496406607,0.002014815496406607,-0.02858366808333806,0.02858366808333806,-0.015150901210001054,0.015150901210001054,0.004854368932039055,-0.035046175704475435,0.035046175704475435,-0.004854368932039055,False
91,2024-11-01 15:38:00+00:00,70252.3,70266.3,70050.0,70107.2,1923.985,134932833.7488,49339611.2225,70252.6,70257.23,70042.92,70095.99,16831534.0192073,215470.93443,0.0,87409.232,70100.0,70076.40361702,70076.71044461,BTCUSDT,2024-11-01,-0.0020661252695894916,-0.0022318721385694573,0.0001599235562546042,4.3784722696393885e-06,-0.007864274186182407,70840.22336692626,0.00014216345130302344,0.00012214792310695272,0.00011424949221838787,0.00013751641902256612,215470.93443,215470.93443,1.0,-1,0.0020661252695894916,0.0022318721385694573,-0.0001657468689799657,0.010401466848441563,-0.14539833752253004,0.7989665578094999,0.0015968754857037621,147676.37394109994,True,92,1,BTCUSDT,215470.93443,2024-11-01 15:38:00+00:00,2024-11-01 15:38:00+00:00,UNRESOLVED,-0.0006392256455818705,0.0006392256455818705,-0.0036081286969214662,0.0036081286969214662,-0.008998071978047703,0.008998071978047703,-0.0051066447876820745,0.0051066447876820745,-4.421897522517256e-05,4.421897522517256e-05,0.001543350754273476,-0.015279457744710956,0.015279457744710956,-0.001543350754273476,False
92,2024-11-01 15:51:00+00:00,164.4,164.42,163.0,164.16,263494.0,43127090.719,13374677.589,164.46,164.47,163.43,164.27,5940437.93557,53192.427,0.0,5768611.0,164.16,164.22606092,164.13,SOLUSDT,2024-11-01,-0.0014609206396754004,-0.0011559639896407958,-0.0006696292688866956,-0.0005849310362915361,-0.018191989853455826,169.69497967123522,-0.0003486548313523241,0.00017838691415960416,-0.0002662311111730764,0.00017051662965337897,53192.427,53192.427,1.0,-1,0.0014609206396754004,0.0011559639896407958,0.0003049566500346046,0.03316102626823072,1.79931604875004,1.8690254772587471,0.0012333877874253559,39568.846071999906,True,93,1,SOLUSDT,53192.427,2024-11-01 15:51:00+00:00,2024-11-01 15:51:00+00:00,FORCED_BASIS_DISLOCATION,0.006194226400166188,-0.006194226400166188,0.0074647592872971865,-0.0074647592872971865,0.005285713573071621,-0.005285713573071621,0.013432766873336898,-0.013432766873336898,0.01403362010297423,-0.01403362010297423,0.021076998050682416,-0.0035331384015593326,0.0035331384015593326,-0.021076998050682416,False
93,2024-11-01 19:02:00+00:00,69075.8,69095.5,68947.2,68989.3,1494.026,103096814.0546,23511568.635,69056.01,69076.0,68942.0,68970.7,16962096.0671615,163734.05225,0.0,85018.29,68971.8,68958.49723404,68963.7,BTCUSDT,2024-11-01,-0.0012530322480870382,-0.0012361377136809182,0.0002696797335681733,7.544778625812043e-05,0.001472826045536113,69894.15230010208,6.627785625368254e-05,9.783736676971419e-05,7.500347224587145e-05,6.712930272784918e-05,163734.05225,163734.05225,1.0,-1,0.0012530322480870382,0.0012361377136809182,1.6894534406119988e-05,0.013030567550203223,-2.0789794741026735,-0.006618778896755221,0.0015881582156679116,147690.7616516,True,94,1,BTCUSDT,163734.05225,2024-11-01 19:02:00+00:00,2024-11-01 19:02:00+00:00,UNRESOLVED,-0.0009397174868442876,0.0009397174868442876,0.004056161037453298,-0.004056161037453298,0.0012400029981450688,-0.0012400029981450688,0.002537750929655782,-0.002537750929655782,0.003852588115413862,-0.003852588115413862,0.0048616234691465365,-0.0024177662333144667,0.0024177662333144667,-0.0048616234691465365,False
94,2024-12-01 01:47:00+00:00,3721.2,3731.45,3720.75,3726.24,15116.953,56335954.60863,38749557.83808,3718.81,3728.42,3718.81,3723.5,7925653.491388,0.0,182706.9724,1498763.104,3726.24,3724.29886364,3727.31,ETHUSDT,2024-12-01,0.0013534854310766065,0.001252294468942594,0.0007358667919967754,0.0008085109359501352,0.00174191688046621,3704.237582694415,,,,,182706.9724,182706.9724,1.0,1,0.0013534854310766065,0.001252294468942594,0.00010119096213401235,0.005922225420316194,,,0.0032431681271628166,76634.22051109989,True,95,1,ETHUSDT,182706.9724,2024-12-01 01:47:00+00:00,2024-12-01 01:47:00+00:00,UNRESOLVED,0.0007436531429158004,-0.0007436531429158004,-0.00012075787657934101,0.00012075787657934101,0.0031421420623350435,-0.0031421420623350435,0.008692507662541435,-0.008692507662541435,0.013781245688445805,-0.013781245688445805,0.00885879599811068,-0.0021147322770407317,0.0021147322770407317,-0.00885879599811068,True
95,2024-12-01 02:16:00+00:00,1.873,1.8733,1.8646,1.8682,6394538.7,11939822.94666,5330753.60248,1.8724,1.8727,1.8646,1.8677,2005262.3097,24321.36528,50.55048,469466162.5,1.8679,1.86747488,1.86760833,XRPUSDT,2024-12-01,-0.002619411863098109,-0.0025133031063543365,0.00026770894683303403,7.146013123349171e-05,0.0052320461372334925,1.902848529930381,0.00037366225212287496,0.00016324756580625096,0.00030520690834856534,0.00020811665951222293,24321.36528,24371.915760000004,0.9979258717083305,-1,0.002619411863098109,0.0025133031063543365,0.0001061087567437724,0.018376589277211818,0.6490345186254767,1.1231526474762843,0.002036995472098149,23446.007807699967,True,96,1,XRPUSDT,24321.36528,2024-12-01 02:16:00+00:00,2024-12-01 02:16:00+00:00,UNRESOLVED,-0.0011782980314591408,0.0011782980314591408,0.005231980329459737,-0.005231980329459737,0.001764847905735343,-0.001764847905735343,-0.002357986087193325,0.002357986087193325,0.00805015676195301,-0.00805015676195301,0.01027727224065944,-0.011240766513221367,0.011240766513221367,-0.01027727224065944,False
96,2024-12-01 02:37:00+00:00,95960.4,95960.4,95813.3,95842.5,1001.711,96030316.0859,17304224.907,95907.89,95907.89,95763.39,95781.0,8299273.4370472,949177.27227,0.0,87349.897,95842.6,95789.80276596,95843.34579604,BTCUSDT,2024-12-01,-0.0012304292934643968,-0.0013239162534048887,0.0006420897672816395,0.0005589637783347534,-0.002410947741324332,96315.9559958491,0.0007021739367358837,4.86074534643377e-05,0.0006786590538394588,8.27957484746042e-05,949177.27227,949177.27227,1.0,-1,0.0012304292934643968,0.0013239162534048887,-9.348695994049194e-05,0.004927776417352438,1.236110208865946,1.4456693454666854,0.00988414191431956,147598.68030439995,True,97,1,BTCUSDT,949177.27227,2024-12-01 02:37:00+00:00,2024-12-01 02:37:00+00:00,UNRESOLVED,0.0003181798055693616,-0.0003181798055693616,0.0007676318414310188,-0.0007676318414310188,0.001760715248782101,-0.001760715248782101,0.0016544722208807975,-0.0016544722208807975,0.0038915234936805236,-0.0038915234936805236,0.00224222030936172,-0.0011059811670187658,0.0011059811670187658,-0.00224222030936172,False
97,2024-12-01 02:57:00+00:00,234.5,234.55,234.28,234.37,21052.0,4934493.2,1582837.99,234.4,234.42,234.22,234.26,375543.4742,42527.674100000004,0.0,6786751.0,234.37,234.27201463,234.37,SOLUSDT,2024-12-01,-0.0005545247225509087,-0.0005974480611294908,0.00046956373260487183,0.0004182546948885424,-0.001166354363328015,237.27816279616837,0.0005108774319895204,0.0001328849875803093,0.00045151402743859315,0.00019175848085289287,42527.674100000004,42527.674100000004,1.0,-1,0.0005545247225509087,0.0005974480611294908,-4.2923338578582104e-05,0.012332072428535276,0.31089816943904636,0.17344386752607613,0.008618448212675621,39432.58587099994,True,98,1,SOLUSDT,42527.674100000004,2024-12-01 02:57:00+00:00,2024-12-01 02:57:00+00:00,UNRESOLVED,0.00034128237181207336,-0.00034128237181207336,0.003322545227273785,-0.003322545227273785,0.007735502700702381,-0.007735502700702381,0.004852312236178775,-0.004852312236178775,0.005616319064513226,-0.005616319064513226,0.008746853266202947,-0.0008106839612578298,0.0008106839612578298,-0.008746853266202947,False
98,2024-12-01 15:27:00+00:00,3726.97,3729.43,3726.76,3728.93,5584.827,20821722.79221,13388248.34122,3724.18,3726.47,3724.1,3725.89,2736197.863853,0.0,85875.88256,1507220.223,3728.82,3725.60840909,3728.77,ETHUSDT,2024-12-01,0.0005257581365505359,0.00045905609746732523,0.0008159124397124629,0.0008486106329066434,0.003166801084244719,3704.8159204309814,0.0005765919343488912,9.130066614314357e-05,0.0005516919543495646,0.0001308112945866887,85875.88256,85875.88256,1.0,1,0.0005257581365505359,0.00045905609746732523,6.670203908321071e-05,0.006487755812255542,2.6212350410276164,2.2698244788053117,0.004124340882692407,76745.46175500001,True,99,1,ETHUSDT,85875.88256,2024-12-01 15:27:00+00:00,2024-12-01 15:27:00+00:00,UNRESOLVED,0.0005418571346553078,-0.0005418571346553078,-0.00028690442391602754,0.00028690442391602754,-0.0012408728438076757,0.0012408728438076757,0.0012155641995704963,-0.0012155641995704963,-0.001629166725559602,0.001629166725559602,0.001391820173615499,-0.005830090669441512,0.005830090669441512,-0.001391820173615499,False
99,2024-12-01 19:04:00+00:00,1.9919,1.9954,1.9855,1.9946,6156251.6,12255152.62331,7089398.23099,1.9897,1.9933,1.9834,1.9923,2840943.3955,0.0,22815.30511,473636852.9,1.9948,1.99273707,1.9953,XRPUSDT,2024-12-01,0.0014047764702282972,0.0013058766295753754,0.0011544446117552898,0.0012861355562578947,0.017672528803771348,1.9316307698578015,0.0005226845433303762,0.00030366581501471295,0.00048415616435759645,0.00021898074111195598,22815.30511,22815.30511,1.0,1,0.0014047764702282972,0.0013058766295753754,9.889984065292179e-05,0.032078924369744195,2.080445138002459,3.662328421339476,0.0018616908178364087,22214.33429320008,True,100,1,XRPUSDT,22815.30511,2024-12-01 19:04:00+00:00,2024-12-01 19:04:00+00:00,UNRESOLVED,0.001153778752989886,-0.001153778752989886,0.0020074281558043893,-0.0020074281558043893,-0.03908379566706545,0.03908379566706545,-0.035025623036439635,0.035025623036439635,-0.08897308672649064,0.08897308672649064,0.009525719442494696,-0.04782913867442096,0.04782913867442096,-0.009525719442494696,False
100,2024-12-01 19:46:00+00:00,2.101,2.1495,2.0991,2.1325,45179516.7,96161124.58617,60042227.7922,2.0991,2.146,2.0828,2.13,23628989.033283,12.6336,35928.10078,472246692.3,2.1339,2.13004249,2.1331,XRPUSDT,2024-12-01,0.014881578520833605,0.014565659953700738,0.0011737089201877549,0.001435422069913761,-0.005446818528511588,1.9972251619353434,0.0006221646482547083,0.00045252536437818974,0.000516421167781278,0.0003492899352479065,35928.10078,35940.73438,0.9996484879839564,1,0.014881578520833605,0.014565659953700738,0.0003159185671328668,0.06553620221302198,1.2188140496630893,2.631054632250504,0.00037362396638575935,23804.761629599925,True,101,1,XRPUSDT,35928.10078,2024-12-01 19:46:00+00:00,2024-12-01 19:46:00+00:00,FORCED_BASIS_DISLOCATION,0.003711451019921021,-0.003711451019921021,0.008807724790587203,-0.008807724790587203,-0.01604872217052495,0.01604872217052495,0.0015486780672317954,-0.0015486780672317954,0.004747476542304243,-0.004747476542304243,0.01509964830011723,-0.03357561547479482,0.03357561547479482,-0.01509964830011723,False
