client_order_id,trader_id,strategy_id,instrument_id,side,type,quantity,status,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,init_id,ts_init,ts_last,commissions,venue_order_id,emulation_trigger,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,account_id,slippage,position_id,liquidity_side,last_trade_id,avg_px,trigger_price,trigger_type,expire_time_ns,display_qty,trigger_instrument_id,price,is_post_only
O-20240409-083000-001-140733277815304-1,TRADER-001,DataActor-140733277815304,BTCUSDT-PERP.BINANCE,BUY,MARKET,4.832,FILLED,GTC,False,False,4.832,b3b60ff3-16e6-4721-86b2-bdafa9365c51,1712651400000000000,1712651400000000000,['203.42642688 USDT'],BINANCE-1-1,NO_TRIGGER,OTO,OL-20240409-083000-001-140733277815304-1,"['O-20240409-083000-001-140733277815304-2', 'O-20240409-083000-001-140733277815304-3']",,,,,"['BTCUSDT-session-raid-00012-1712651399999000000', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'LONG', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20240409-083000-001-140733277815304-1,TAKER,T-9e4f654c41d200a7-33390,70166.4,,,,,,,
O-20240409-083000-001-140733277815304-2,TRADER-001,DataActor-140733277815304,BTCUSDT-PERP.BINANCE,SELL,STOP_MARKET,4.832,CANCELED,GTC,True,False,0.000,ba9526c0-da1f-449e-a293-67e1c505a983,1712651400000000000,1712651400000000000,,BINANCE-1-2,NO_TRIGGER,OUO,OL-20240409-083000-001-140733277815304-1,['O-20240409-083000-001-140733277815304-3'],O-20240409-083000-001-140733277815304-1,,,,"['BTCUSDT-session-raid-00012-1712651399999000000', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,,P-20240409-083000-001-140733277815304-1,NO_LIQUIDITY_SIDE,,,69817.7,DEFAULT,,,,,
O-20240409-083000-001-140733277815304-3,TRADER-001,DataActor-140733277815304,BTCUSDT-PERP.BINANCE,SELL,LIMIT,4.832,CANCELED,GTC,True,False,0.000,217e272f-8cc6-4545-8f2b-98736392a8ad,1712651400000000000,1712651400000000000,,BINANCE-1-3,NO_TRIGGER,OUO,OL-20240409-083000-001-140733277815304-1,['O-20240409-083000-001-140733277815304-2'],O-20240409-083000-001-140733277815304-1,,,,"['BTCUSDT-session-raid-00012-1712651399999000000', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20240409-083000-001-140733277815304-1,MAKER,,,,,,,,71820.6,False
O-20240409-083010-001-140733277815304-4,TRADER-001,DataActor-140733277815304,BTCUSDT-PERP.BINANCE,SELL,MARKET,4.832,FILLED,GTC,True,False,4.832,b4589854-d467-4682-8667-413214ddef63,1712651410000000000,1712651410000000000,['203.34640896 USDT'],BINANCE-1-4,NO_TRIGGER,NO_CONTINGENCY,,,,,,,,BINANCE-001,,P-20240409-083000-001-140733277815304-1,TAKER,T-e876f49b53d969f6-33393,70138.8,,,,,,,
O-20240411-114500-001-140733277815304-5,TRADER-001,DataActor-140733277815304,BTCUSDT-PERP.BINANCE,BUY,MARKET,6.510,FILLED,GTC,False,False,6.510,e0b8b3be-e0d3-48c1-a6f2-912686f15e3b,1712835900000000000,1712835900000000000,['274.90896720 USDT'],BINANCE-1-5,NO_TRIGGER,OTO,OL-20240411-114500-001-140733277815304-2,"['O-20240411-114500-001-140733277815304-6', 'O-20240411-114500-001-140733277815304-7']",,,,,"['BTCUSDT-session-raid-00013-1712835899999000000', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'LONG', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20240411-114500-001-140733277815304-2,TAKER,T-f44e4b7c5930c41f-85160,70381.2,,,,,,,
O-20240411-114500-001-140733277815304-6,TRADER-001,DataActor-140733277815304,BTCUSDT-PERP.BINANCE,SELL,STOP_MARKET,6.510,CANCELED,GTC,True,False,0.000,76242000-c7b5-4c2f-988a-ff0353b6ba0c,1712835900000000000,1712835900000000000,,BINANCE-1-6,NO_TRIGGER,OUO,OL-20240411-114500-001-140733277815304-2,['O-20240411-114500-001-140733277815304-7'],O-20240411-114500-001-140733277815304-5,,,,"['BTCUSDT-session-raid-00013-1712835899999000000', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,,P-20240411-114500-001-140733277815304-2,NO_LIQUIDITY_SIDE,,,70087.0,DEFAULT,,,,,
O-20240411-114500-001-140733277815304-7,TRADER-001,DataActor-140733277815304,BTCUSDT-PERP.BINANCE,SELL,LIMIT,6.510,CANCELED,GTC,True,False,0.000,c9b7bf87-ce18-4685-8a84-fd4274f38c4f,1712835900000000000,1712835900000000000,,BINANCE-1-7,NO_TRIGGER,OUO,OL-20240411-114500-001-140733277815304-2,['O-20240411-114500-001-140733277815304-6'],O-20240411-114500-001-140733277815304-5,,,,"['BTCUSDT-session-raid-00013-1712835899999000000', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20240411-114500-001-140733277815304-2,MAKER,,,,,,,,71387.4,False
O-20240411-114510-001-140733277815304-8,TRADER-001,DataActor-140733277815304,BTCUSDT-PERP.BINANCE,SELL,MARKET,6.510,FILLED,GTC,True,False,6.510,0dee6919-0554-4c23-a659-436e07c4bab6,1712835910000000000,1712835910000000000,['274.75116480 USDT'],BINANCE-1-8,NO_TRIGGER,NO_CONTINGENCY,,,,,,,,BINANCE-001,,P-20240411-114500-001-140733277815304-2,TAKER,T-9db0bd2a6299eed9-85164,70340.8,,,,,,,
O-20240413-154500-001-140733277815304-10,TRADER-001,DataActor-140733277815304,BTCUSDT-PERP.BINANCE,BUY,STOP_MARKET,12.848,CANCELED,GTC,True,False,0.000,f448feff-4020-4162-ab21-518b3b286416,1713023100000000000,1713023100000000000,,BINANCE-1-10,NO_TRIGGER,OUO,OL-20240413-154500-001-140733277815304-3,['O-20240413-154500-001-140733277815304-11'],O-20240413-154500-001-140733277815304-9,,,,"['BTCUSDT-session-raid-00016-1713023099999000000', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,,P-20240413-154500-001-140733277815304-3,NO_LIQUIDITY_SIDE,,,67921.1,DEFAULT,,,,,
O-20240413-154500-001-140733277815304-11,TRADER-001,DataActor-140733277815304,BTCUSDT-PERP.BINANCE,BUY,LIMIT,12.848,CANCELED,GTC,True,False,0.000,ec03241a-9229-49e3-8d36-2e02ed77529d,1713023100000000000,1713023100000000000,,BINANCE-1-11,NO_TRIGGER,OUO,OL-20240413-154500-001-140733277815304-3,['O-20240413-154500-001-140733277815304-10'],O-20240413-154500-001-140733277815304-9,,,,"['BTCUSDT-session-raid-00016-1713023099999000000', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20240413-154500-001-140733277815304-3,MAKER,,,,,,,,67116.9,False
