client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,trigger_price,trigger_type,expire_time_ns,trigger_instrument_id
O-20241230-023300-001-000-1,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BINANCE-001,T-76d50251b9d6c217-10592,MARKET,BUY,13.196,GTC,False,False,13.196,TAKER,93470.09999999999,0.0,['1048.41672366 USDT'],NO_TRIGGER,FILLED,OTO,OL-20241230-023300-001-000-1,"['O-20241230-023300-001-000-2', 'O-20241230-023300-001-000-3']",,,,,"['v142-dual-rotation-1735525980000000000', 'candidate-02-v53']",bed78005-1ca4-485c-a990-9561fd754165,2024-12-30 02:33:00+00:00,2024-12-30 02:33:00+00:00,,,,
O-20241230-023300-001-000-2,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-002,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BINANCE-001,T-0d08416507400149-10600,STOP_MARKET,SELL,13.196,GTC,True,False,13.196,TAKER,93392.2,0.0,['1047.54295052 USDT'],NO_TRIGGER,FILLED,OUO,OL-20241230-023300-001-000-1,['O-20241230-023300-001-000-3'],O-20241230-023300-001-000-1,,,,"['v142-dual-rotation-1735525980000000000', 'auction-rotation-invalidation']",490d2872-928b-4e53-aa1e-459280d6fe7c,2024-12-30 02:33:00+00:00,2024-12-30 02:35:00+00:00,93392.2,DEFAULT,,
