event_ts,symbol,event_direction,return_z,volume_z,open_interest_z,directional_event_taker_pressure,confirmation_price_follow,confirmation_open_interest_z,confirmation_taker_pressure,index_follow_ratio,entry_ts,entry_price,return_reversal,return_continuation,deleveraging_state,buildup_state,event_score,cross_market_breadth,route,horizon_minutes,gross_return,net_return,state_quality,rank_score
2024-06-05 02:20:00+00:00,SOLUSDT,1.0,3.063663394594801,1.5781346123084463,1.0895447565294425,0.19517815134031008,0.0037329958873775215,1.2572638448337388,0.10830683518478554,0.8576537137891791,2024-06-05 02:25:00+00:00,174.504,0.007317883830743055,-0.010612937239261044,False,True,1.0281615717803312,1.0,POSITION_BUILDUP_ACCEPTANCE_CONTINUATION,120,-0.010612937239261044,-0.012212937239261045,0.9344521067770033,0.9607677468572856
2024-06-11 04:30:00+00:00,SOLUSDT,-1.0,-2.2595727661691454,2.8266013581175233,3.038732147308974,0.2562979788049968,0.005981388356057882,1.908488686474934,0.18497522513048054,1.1880560080807059,2024-06-11 04:35:00+00:00,153.389,0.003096701849545802,-0.004165878909178522,False,True,4.974260171219034,1.0,POSITION_BUILDUP_ACCEPTANCE_CONTINUATION,120,-0.004165878909178522,-0.005765878909178522,3.610183984558411,17.957994405161735
2024-06-13 13:50:00+00:00,BTCUSDT,-1.0,-2.1879821683140657,1.500158005364641,2.9407533538554724,0.33366052471539687,0.0031488501836584026,1.006762041906154,0.24478667779505953,1.151067812000232,2024-06-13 13:55:00+00:00,67684.0,-0.00274806453519294,0.017296554577152623,False,True,3.2206550470084054,1.0,POSITION_BUILDUP_ACCEPTANCE_CONTINUATION,120,0.017296554577152623,0.015696554577152622,3.385006528654763,10.901938360668364
2024-06-17 14:20:00+00:00,XRPUSDT,1.0,2.8819462176347166,2.696711431286062,3.2434753273898713,0.11503759099072873,0.009231978000392882,3.1351298841461746,0.014692899482910868,1.8016952756016456,2024-06-17 14:25:00+00:00,0.5138,-0.006033476060723908,-0.018100428182172168,False,True,2.8998178920666593,1.0,POSITION_BUILDUP_ACCEPTANCE_CONTINUATION,120,-0.018100428182172168,-0.01970042818217217,5.843754173888832,16.945822910282054
2024-06-25 14:20:00+00:00,BTCUSDT,1.0,3.1430386956685834,1.5172809047189528,1.4707147136672918,0.18678327652336837,0.0014258400587896514,1.215349326810212,0.38206607443879237,0.650054452822149,2024-06-25 14:25:00+00:00,61595.3,-0.001055275321331317,-0.0015894069839744729,False,True,1.3100327317562748,1.0,POSITION_BUILDUP_ACCEPTANCE_CONTINUATION,120,-0.0015894069839744729,-0.0031894069839744727,0.956044648450475,1.2524497824905432
2024-07-04 15:45:00+00:00,BTCUSDT,1.0,4.882445370538847,1.87054430628023,12.567098522178965,0.2882531882698431,0.0034334704529446203,8.746184948892411,0.18831465307147818,0.583089918459596,2024-07-04 15:50:00+00:00,57982.5,-0.0029733109127754176,0.0023989996981848005,False,True,33.08373485524172,1.0,POSITION_BUILDUP_ACCEPTANCE_CONTINUATION,120,0.0023989996981848005,0.0007989996981848004,7.327748452571042,242.42928689076817
2024-07-05 01:25:00+00:00,XRPUSDT,-1.0,-5.364296491282729,2.373274045605569,-3.717788635631793,0.2141823786925563,-0.0026109660574411553,0.2092827132974088,-0.09839040146421403,-0.33265490245601875,2024-07-05 01:30:00+00:00,0.4224,-0.013731060606060552,0.05255681818181812,True,False,10.137458670634413,1.0,DELEVERAGING_EXHAUSTION_REVERSAL,60,-0.013731060606060552,-0.015331060606060553,0.36579471641890465,3.708228819633081
2024-07-05 04:20:00+00:00,XRPUSDT,-1.0,-6.147885997448111,3.60848883869428,-5.523188044731167,0.12477146049886986,-0.005085176709890726,1.0769064796571153,-0.15529196910733792,-0.4214014883690279,2024-07-05 04:25:00+00:00,0.3953,0.02428535289653433,-0.01846698709840644,True,False,15.288196647948201,0.75,DELEVERAGING_EXHAUSTION_REVERSAL,60,0.02428535289653433,0.02268535289653433,0.8577067472164106,13.112789417716483
2024-07-08 01:10:00+00:00,BTCUSDT,-1.0,-2.142777706854938,1.999299950783877,-1.9530680187442446,0.10821743226020947,-0.00017779211519464155,1.3926283348610167,-0.08748924948272042,0.006501273139046493,2024-07-08 01:15:00+00:00,54567.8,0.006109830339504185,-0.010449385901575514,True,False,0.9054608312647231,0.75,DELEVERAGING_EXHAUSTION_REVERSAL,60,0.006109830339504185,0.0045098303395041854,0.17087245514863772,0.15471831527912963
2024-07-08 14:40:00+00:00,SOLUSDT,1.0,3.9983863521865817,2.8243893913996154,1.8183208168597178,0.20475271586888125,0.013282384521731583,2.6366690897896254,0.007047973484209132,1.0526588679364337,2024-07-08 14:45:00+00:00,138.157,0.007744812061640127,-0.010907880165319184,False,True,4.204453074543844,1.0,POSITION_BUILDUP_ACCEPTANCE_CONTINUATION,120,-0.010907880165319184,-0.012507880165319184,1.914071532620802,8.047623940224378
