client_order_id,trader_id,strategy_id,instrument_id,venue_order_id,account_id,trade_id,position_id,order_side,order_type,last_qty,last_px,currency,commission,liquidity_side,event_id,ts_event,ts_init,info,reconciliation
O-20241230-022500-001-000-1,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BINANCE-001,T-fec87189f247aa58-10562,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,7.006,93482.6,USDT,556.69823126 USDT,TAKER,11cc0097-0874-4762-816d-f25254778595,2024-12-30 02:25:00+00:00,2024-12-30 02:25:00+00:00,{},False
O-20241230-022500-001-000-1,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BINANCE-001,T-fec87189f247aa58-10563,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,4.672,93482.7,USDT,371.23849824 USDT,TAKER,cc4f9478-4036-433b-98cc-a28eb52f3fc0,2024-12-30 02:25:00+00:00,2024-12-30 02:25:00+00:00,{},False
O-20241230-022500-001-000-2,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-002,BINANCE-001,T-0d08416507400149-10601,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,STOP_MARKET,11.678,93375.2,USDT,926.87024776 USDT,TAKER,5e517589-e55c-4d33-9da8-d34da114b8b1,2024-12-30 02:35:00+00:00,2024-12-30 02:35:00+00:00,{},False
O-20241230-024000-001-000-4,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-004,BINANCE-001,T-6facfd9e415fd96b-10622,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,8.650,93537.9,USDT,687.73740975 USDT,TAKER,5603d798-2de2-41a3-89a7-0469d452c228,2024-12-30 02:40:00+00:00,2024-12-30 02:40:00+00:00,{},False
O-20241230-044000-001-000-7,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-007,BINANCE-001,T-eb3a661bc8ac0aee-11063,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,MARKET,8.650,93581.7,USDT,688.05944925 USDT,TAKER,0b62c199-0352-4fc6-a5c8-e2c1948ee6ac,2024-12-30 04:40:00+00:00,2024-12-30 04:40:00+00:00,{},False
O-20241230-231500-001-000-8,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-008,BINANCE-001,T-6091f84104a245b9-15182,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,5.915,92489.9,USDT,465.01609473 USDT,TAKER,92865184-4b06-4de6-9d24-5233d28e378a,2024-12-30 23:15:00+00:00,2024-12-30 23:15:00+00:00,{},False
O-20241230-231500-001-000-8,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-008,BINANCE-001,T-6091f84104a245b9-15183,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,MARKET,5.570,92490.0,USDT,437.89390500 USDT,TAKER,05f10e6b-614a-4c83-9c3d-72925e617af8,2024-12-30 23:15:00+00:00,2024-12-30 23:15:00+00:00,{},False
O-20241230-231500-001-000-9,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-009,BINANCE-001,T-aa8711cae3d77f66-15194,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,STOP_MARKET,11.485,92387.3,USDT,901.90791943 USDT,TAKER,e7b6748e-1e12-470f-aad2-91347d242f63,2024-12-30 23:18:00+00:00,2024-12-30 23:18:00+00:00,{},False
O-20241231-105000-001-000-11,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-011,BINANCE-001,T-84e37f416a86cf76-17724,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,SELL,MARKET,9.865,94120.0,USDT,789.21973000 USDT,TAKER,0af80e18-059a-4061-87d2-cb71b27c4192,2024-12-31 10:50:00+00:00,2024-12-31 10:50:00+00:00,{},False
O-20241231-105000-001-000-12,BACKTESTER-001,V53RotationStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-012,BINANCE-001,T-5f9113395e5cdff8-17785,BTCUSDT-PERP.BINANCE-V53RotationStrategy-000,BUY,STOP_MARKET,9.865,94251.8,USDT,790.32490595 USDT,TAKER,e9833ab9-0ca1-48cc-b9e7-32a054410e5e,2024-12-31 11:08:00+00:00,2024-12-31 11:08:00+00:00,{},False
