decision_ts,entry_ts,exit_ts,symbol,route,route_priority,direction,direction_value,short_return,medium_return,short_score,medium_score,trend_score,directional_breadth,residual_trend_score,residual_leader_gap,volume_ratio,atr_24h,confirmation_return,confirmation_body_fraction,confirmation_taker_pressure,entry_price,initial_stop,final_stop,exit_price,exit_reason,trailing_updates,holding_minutes,rank_score,gross_return,net_return
2024-04-08 16:00:00+00:00,2024-04-08 17:00:00+00:00,2024-04-09 00:00:00+00:00,ETHUSDT,BREADTH_TREND_LEADER,2,LONG,1.0,0.07085042328026736,0.05386182400668593,2.2128338673712054,0.6358261669365227,1.424330017153864,0.75,0.5756008334083076,0.31575151857373995,2.418953104008248,34.18416666666665,0.0080872553446929,0.7730981837325654,0.0643525082220342,3661.01,3629.93,3668.17875,3697.6,NEXT_DECISION_CAP,3,420.0,6.029428153221306,0.009994509711800825,0.007994509711800825
2024-04-13 00:00:00+00:00,2024-04-13 01:00:00+00:00,2024-04-13 04:00:00+00:00,SOLUSDT,BREADTH_TREND_LEADER,2,SHORT,-1.0,-0.11208890589401554,-0.12202923473774707,-2.428168724682094,-0.9991509341349304,-1.7136598294085124,1.0,-0.32227357665989587,0.12761662464399015,2.9748034574098403,3.569458333333337,-0.009735108418159277,0.6173913043478338,-0.019308784636041243,151.666,153.483,152.1203125,152.1203125,TRAILING_STOP,1,180.0,10.1956023706976,-0.0029954801999130254,-0.004995480199913025
2024-04-13 08:00:00+00:00,2024-04-13 09:00:00+00:00,2024-04-13 11:00:00+00:00,SOLUSDT,BREADTH_TREND_LEADER,2,SHORT,-1.0,-0.1286389850057671,-0.14789729245032956,-2.6205921978516615,-1.1387753096196018,-1.8796837537356317,1.0,-0.49933638703164185,0.10933576430627223,1.2964198976961256,4.150291666666667,-0.007697144180813464,0.5132391879964764,-0.030476351017664882,149.932,152.0071458333333,152.0071458333333,152.0071458333333,TRAILING_STOP,0,120.0,4.873718839438034,-0.013840579951800214,-0.015840579951800215
2024-04-13 16:00:00+00:00,2024-04-13 17:00:00+00:00,2024-04-13 22:00:00+00:00,SOLUSDT,BREADTH_TREND_LEADER,2,SHORT,-1.0,-0.11020542219037388,-0.15922312566653318,-2.2274030357452417,-1.2163343446775987,-1.7218686902114202,1.0,-0.6613627420490649,0.12603698316339096,0.8221680925214544,4.327875000000002,-0.022790569697132335,0.6322844907838355,-0.047648849878438204,145.613,149.663,131.8104375,131.8104375,TRAILING_STOP,4,300.0,2.831330993207077,0.09478935603277172,0.09278935603277172
2024-04-16 08:00:00+00:00,2024-04-16 09:00:00+00:00,2024-04-16 16:00:00+00:00,SOLUSDT,BREADTH_TREND_LEADER,2,SHORT,-1.0,-0.10343279503428882,-0.21600678185966338,-1.1960812940054804,-0.9441061014898803,-1.0700936977476803,1.0,-0.08546757002817817,0.3016465517188047,1.0909554907808199,3.7490416666666704,-0.008512583819559327,0.6074572760227923,-0.04026532894333956,136.623,138.49752083333334,133.4909375,127.573,NEXT_DECISION_CAP,3,420.0,2.3348491904155657,0.06624067689920432,0.06424067689920432
2024-04-23 00:00:00+00:00,2024-04-23 01:00:00+00:00,2024-04-23 03:00:00+00:00,BTCUSDT,BREADTH_TREND_LEADER,2,LONG,1.0,0.028737101887769123,0.05340204786986513,0.8598767697538049,0.6039516057138012,0.7319141877338031,1.0,-0.054041365469733704,0.2615775373114134,0.8126193887849587,513.1583333333314,0.003227115557691951,0.6514510278113607,0.05786510699124592,66993.4,66669.2,66669.2,66669.2,TRAILING_STOP,0,120.0,1.1895353197585652,-0.0048392826756068485,-0.006839282675606849
2024-04-23 16:00:00+00:00,2024-04-23 17:00:00+00:00,2024-04-23 22:00:00+00:00,XRPUSDT,BREADTH_TREND_LEADER,2,LONG,1.0,0.014858841010401136,0.12059064807219033,0.4224777757914769,1.295935961355738,0.8592068685736074,1.0,0.12848420159542862,0.06671449195645174,0.8963353150461894,0.005845833333333337,0.006770356816102607,0.5606060606060619,0.10806915778190174,0.5502,0.5455,0.546975,0.546975,TRAILING_STOP,2,300.0,1.5402749184655484,-0.005861504907306525,-0.007861504907306525
2024-04-29 08:00:00+00:00,2024-04-29 09:00:00+00:00,2024-04-29 11:00:00+00:00,ETHUSDT,BREADTH_TREND_LEADER,2,SHORT,-1.0,-0.039001649443501374,-0.004883577876518053,-1.4410807746302658,-0.06820158182209006,-0.7546411782261779,1.0,0.4037925439438099,0.22671670973096725,1.4691573791730461,29.814583333333378,-0.005092675396070834,0.6670776818742321,-0.007514199254678111,3170.7,3187.7,3187.7,3187.7,TRAILING_STOP,0,120.0,2.217373311237662,-0.005361592077459232,-0.007361592077459232
2024-04-29 16:00:00+00:00,2024-04-29 17:00:00+00:00,2024-04-29 21:00:00+00:00,ETHUSDT,BREADTH_TREND_LEADER,2,SHORT,-1.0,-0.041626998951567074,-0.00030483589144070233,-1.4898647017014608,-0.004123716574920865,-0.7469942091381908,1.0,-0.06489985866102399,0.25402636839566495,1.3765446408622408,34.467916666666646,-0.007440915921108071,0.6688330036733585,-0.14591292985455218,3157.39,3188.71,3188.71,3188.71,TRAILING_STOP,0,240.0,2.056541750688609,-0.009919585480412607,-0.011919585480412607
2024-04-30 16:00:00+00:00,2024-04-30 17:00:00+00:00,2024-04-30 22:00:00+00:00,BTCUSDT,BREADTH_TREND_LEADER,2,SHORT,-1.0,-0.035664522108417085,-0.08477223571088599,-1.5563971181295941,-1.3982622280110943,-1.4773296730703442,1.0,-0.05587434097309951,0.06021311311723254,2.0191287081582465,603.066666666667,-0.007395716935270191,0.5875277814093354,-0.056831156926093085,60315.5,60887.9,60265.174999999996,60265.174999999996,TRAILING_STOP,1,300.0,5.965837508620738,0.0008343626431017714,-0.0011656373568982286
