event_ts,symbol,route,direction,horizon_minutes,score,score_threshold,opening_flow,calibration_mean_net_bps,rank_value,gross_return,cost_return,net_return
2024-12-01 00:31:00+00:00,XRPUSDT,QH_PUBLIC_DELIVERY_8H,LONG,480,0.00418023401416643,0.0014750478955707625,0.3851853938453478,24.83759715011704,0.007038887940442579,-0.02150481915224367,0.002,-0.023504819152243672
2024-12-01 00:46:00+00:00,XRPUSDT,QH_PUBLIC_DELIVERY_8H,LONG,480,0.005715777126500647,0.0014750478955707625,0.3390861914227463,24.83759715011704,0.009624512539163587,-0.006043089858118744,0.002,-0.008043089858118744
2024-12-01 00:46:00+00:00,ETHUSDT,QH_PUBLIC_DELIVERY_8H,LONG,480,0.0015497845843913086,0.0014750478955707625,0.4397786236044474,24.83759715011704,0.002609605104495827,0.0021672302904842677,0.002,0.0001672302904842677
2024-12-01 02:31:00+00:00,BTCUSDT,QH_PUBLIC_DELIVERY_8H,SHORT,480,0.001673211851895782,0.0014750478955707625,-0.46053548730985283,24.83759715011704,0.002817438135329691,-0.008479072815988475,0.002,-0.010479072815988475
2024-12-01 04:31:00+00:00,XRPUSDT,QH_PUBLIC_DELIVERY_8H,LONG,480,0.0029701937059931705,0.0014750478955707625,0.39647397886606317,24.83759715011704,0.005001361308252683,0.0035770647027879576,0.002,0.0015770647027879576
2024-12-01 06:01:00+00:00,XRPUSDT,QH_PUBLIC_DELIVERY_8H,LONG,480,0.0032016936086331008,0.0014750478955707625,0.3637660559931326,24.83759715011704,0.005391172468915842,0.018968296614723323,0.002,0.01696829661472332
2024-12-01 06:01:00+00:00,ETHUSDT,QH_PUBLIC_DELIVERY_8H,LONG,480,0.001532144790574727,0.0014750478955707625,0.49615528351245164,24.83759715011704,0.002579902333898141,0.004307527050890103,0.002,0.002307527050890103
2024-12-01 06:31:00+00:00,XRPUSDT,QH_PUBLIC_DELIVERY_8H,LONG,480,0.0028583172860298938,0.0014750478955707625,0.36231541166197334,24.83759715011704,0.004812978174526034,0.026372327854764288,0.002,0.024372327854764286
2024-12-01 11:31:00+00:00,XRPUSDT,QH_PUBLIC_DELIVERY_8H,LONG,480,0.0018097295841220458,0.0014750478955707625,0.34607466301422196,24.83759715011704,0.003047313547990203,0.0670455137896877,0.002,0.0650455137896877
2024-12-01 17:46:00+00:00,BTCUSDT,QH_PUBLIC_DELIVERY_8H,LONG,480,0.001809879449742657,0.0014750478955707625,0.686510623501638,24.83759715011704,0.003047565899247581,0.004544473562509532,0.002,0.0025444735625095322
2024-12-01 18:16:00+00:00,BTCUSDT,QH_PUBLIC_DELIVERY_8H,LONG,480,0.0017074144724081208,0.0014750478955707625,0.36613950461856204,24.83759715011704,0.0028750302252079033,0.0017065021318465323,0.002,-0.0002934978681534677
2024-12-01 21:46:00+00:00,BTCUSDT,QH_PUBLIC_DELIVERY_8H,LONG,480,0.0017183130098616718,0.0014750478955707625,0.5360411899313502,24.83759715011704,0.002893381729834268,-0.009976478887391949,0.002,-0.011976478887391949
2024-12-02 01:01:00+00:00,BTCUSDT,QH_PUBLIC_DELIVERY_8H,LONG,480,0.0014861641810402521,0.0014750478955707625,0.36237024816113284,24.83759715011704,0.0025024778746813637,-0.02397440379227367,0.002,-0.02597440379227367
2024-12-02 01:16:00+00:00,BTCUSDT,QH_PUBLIC_DELIVERY_8H,LONG,480,0.0015898146249714873,0.0014750478955707625,0.37716385636129446,24.83759715011704,0.002677009696903899,-0.02367455169977828,0.002,-0.02567455169977828
2024-12-02 03:01:00+00:00,ETHUSDT,QH_PUBLIC_DELIVERY_8H,LONG,480,0.0015140764964118336,0.0014750478955707625,0.33899833959094816,24.83759715011704,0.002549478032900504,-0.04501333333333335,0.002,-0.04701333333333335
2024-12-02 05:31:00+00:00,XRPUSDT,QH_PUBLIC_DELIVERY_8H,LONG,480,0.013025222827509727,0.0014750478955707625,0.34893255467707296,24.83759715011704,0.009935038860046817,-0.010628295793647435,0.002,-0.012628295793647435
2024-12-02 07:16:00+00:00,BTCUSDT,QH_PUBLIC_DELIVERY_8H,SHORT,480,0.0017591468108238296,0.0014750478955707625,-0.6736135563380281,24.83759715011704,0.002962139734333755,-0.0027666909504506787,0.002,-0.004766690950450679
2024-12-02 12:16:00+00:00,XRPUSDT,QH_PUBLIC_DELIVERY_8H,LONG,480,0.0074923901914559134,0.0014750478955707625,0.3748107640320737,24.83759715011704,0.009935038860046817,0.19382880750527165,0.002,0.19182880750527165
