group,clock,metric,count,mean,median,win_rate,profit_factor,gross_profit,gross_loss,q10,q90
all,causal_completed,net19_30m,49,0.0012974883447075627,-0.0005415957674984467,0.40816326530612246,1.4051998915798225,0.22047955944862085,0.1569026305579504,-0.007851539676363994,0.013349540897680198
all,causal_completed,net19_60m,49,0.007197785307163719,0.0008697840037932409,0.5510204081632653,3.2111533347130603,0.5121971436855121,0.15950566363448992,-0.009393990659541083,0.024358661311937636
all,causal_completed,net19_120m,49,0.0020738924894966424,0.0001874745296952657,0.5102040816326531,1.492304656074157,0.308039116884844,0.20641838489950848,-0.014542146687262955,0.017272453071848853
all,causal_completed,net19_240m,49,0.0032625683453787377,0.0015842255733638083,0.5918367346938775,1.6112417842874094,0.42140858542009996,0.2615427364965419,-0.02185013992757366,0.02750556756783638
all,causal_completed,net19_480m,49,0.0068290527771754025,-0.00011607131959089187,0.4897959183673469,2.1062620075270737,0.6371049004581129,0.30248131437651804,-0.023627616464650378,0.04669799048590015
all,causal_completed,net19_720m,49,0.009891681483041693,-0.002262818373122575,0.4897959183673469,1.9128635778969076,1.0156505822658906,0.5309581895968476,-0.030483538947682017,0.06558323476623999
all,causal_completed,net19_1440m,49,0.013204411506057336,0.010145060911674343,0.5714285714285714,1.786947562604286,1.4692007597508339,0.8221845959540245,-0.03539985365069106,0.07959104851799335
all,causal_completed,net19_720m,49,0.009891681483041693,-0.002262818373122575,0.4897959183673469,1.9128635778969076,1.0156505822658906,0.5309581895968476,-0.030483538947682017,0.06558323476623999
all,causal_completed,net19_1440m,49,0.013204411506057336,0.010145060911674343,0.5714285714285714,1.786947562604286,1.4692007597508339,0.8221845959540245,-0.03539985365069106,0.07959104851799335
all,causal_completed,net19_7d,49,0.017694850052089123,0.0325665412523516,0.6122448979591837,1.7722596369787904,1.9897887761780995,1.1227411236257323,-0.0639360111148277,0.09228275803127299
all,causal_completed,r_720m,49,0.15935664869070806,-0.05841576800478183,0.4897959183673469,2.0629204978154743,15.154722096733199,7.346246310888501,-0.41186127103623016,1.0909121359672795
all,causal_completed,r_1440m,49,0.14897578093154223,0.10101728430089016,0.5714285714285714,1.4881724695839074,22.25316217503315,14.953348909387584,-0.9999999999999993,1.101596774127556
all,causal_completed,r_7d,49,0.2822906479083883,1.022464326569924,0.6122448979591837,1.7714023006849788,31.763536138555075,17.931294391044045,-1.0000000000000004,1.11006484402291
all,source_label_left,net19_30m,49,-0.00026939100596272143,-0.0005092066601370831,0.46938775510204084,0.9202220895313409,0.15226117222965352,0.16546133152182696,-0.008179972555250676,0.011821182732186058
all,source_label_left,net19_60m,49,0.002097236380864444,-0.00014589379684258716,0.4897959183673469,1.5625668033702917,0.28543547978373707,0.1826708971213793,-0.007577924323040882,0.01837099476759489
all,source_label_left,net19_120m,49,0.0045479439756141845,0.0033096254031257507,0.6530612244897959,2.344135174342934,0.3886430373493489,0.1657937825442538,-0.011690756396859712,0.02073738896438173
all,source_label_left,net19_240m,49,0.014241926991871219,0.008268360234584894,0.6938775510204082,5.573683952685851,0.8504347997814206,0.1525803771797309,-0.009648491781896005,0.0504762504810208
all,source_label_left,net19_480m,49,0.019398444074366552,0.011619374900334946,0.7755102040816326,8.37002905871849,1.0794952673640732,0.12897150772011196,-0.006903673864706148,0.06121826521840143
all,source_label_left,net19_720m,49,0.020144730638407948,0.013844619384659874,0.8163265306122449,6.175452503922124,1.1778175012152685,0.19072569993327915,-0.011682273946392149,0.06296819835614292
all,source_label_left,net19_1440m,49,0.01943870566246126,0.016389465971041753,0.6122448979591837,2.7220750736782158,1.5056063646118358,0.5531097871512334,-0.03507197650212731,0.07601724228397166
all,source_label_left,net19_720m,49,0.020144730638407948,0.013844619384659874,0.8163265306122449,6.175452503922124,1.1778175012152685,0.19072569993327915,-0.011682273946392149,0.06296819835614292
all,source_label_left,net19_1440m,49,0.01943870566246126,0.016389465971041753,0.6122448979591837,2.7220750736782158,1.5056063646118358,0.5531097871512334,-0.03507197650212731,0.07601724228397166
all,source_label_left,net19_7d,49,0.02149983859666119,0.03853003788978461,0.673469387755102,2.097119696061626,2.0137265077892694,0.960234416552871,-0.052515067018962115,0.08622153242367371
all,source_label_left,r_720m,49,0.3609992588206631,0.2941920834663958,0.8163265306122449,7.625258656825702,20.358891695360835,2.669928013148341,-0.24923774503435991,1.0884432670325972
all,source_label_left,r_1440m,49,0.33418911588027284,0.734831918570878,0.6122448979591837,2.577453849627019,26.756088077127202,10.380821398993836,-0.8136355291738884,1.1000261817750507
all,source_label_left,r_7d,49,0.39716743313188346,1.0461273619100646,0.673469387755102,2.2668291453189044,34.82334227923242,15.362138055770131,-0.9999999999999999,1.106754252882363
split:post_publication,causal_completed,net19_30m,9,-0.0016715546970276956,-0.0007655700510492563,0.3333333333333333,0.2602916077949202,0.005293741395558976,0.02033773366880823,-0.005929923417919967,0.0020713014238654143
split:post_publication,causal_completed,net19_60m,9,-0.0031916350506971942,-0.002728010409273827,0.3333333333333333,0.08656492067423358,0.0027221997174640515,0.0314469151737388,-0.00794607113739286,0.0009485372255172337
split:post_publication,causal_completed,net19_120m,9,-0.002359382283479501,-0.0019,0.3333333333333333,0.31063261586738045,0.009568352038057209,0.030802792589372716,-0.007754752953571607,0.004400313068393448
split:post_publication,causal_completed,net19_240m,9,-0.000606471119690094,1.292409383303909e-06,0.5555555555555556,0.6116067538594878,0.008595145586545458,0.014053385663756307,-0.0036868483000504918,0.0029744065095277735
split:post_publication,causal_completed,net19_480m,9,-0.00030268209880313026,-0.0005829589522205897,0.2222222222222222,0.77424144492116,0.009342464249141673,0.012066603138369845,-0.0034547344971406083,0.0034523151315878045
split:post_publication,causal_completed,net19_720m,9,-0.002084116798945514,-0.002262818373122575,0.4444444444444444,0.4472873920938704,0.015179303656845774,0.033936354847355396,-0.010075557798293331,0.004162354933265236
split:post_publication,causal_completed,net19_1440m,9,-0.017237780550188306,-0.01893037332757873,0.1111111111111111,0.10061660371449094,0.017355960178150345,0.1724959851298451,-0.032920908420387446,-0.0021092501677568536
split:post_publication,causal_completed,net19_720m,9,-0.002084116798945514,-0.002262818373122575,0.4444444444444444,0.4472873920938704,0.015179303656845774,0.033936354847355396,-0.010075557798293331,0.004162354933265236
split:post_publication,causal_completed,net19_1440m,9,-0.017237780550188306,-0.01893037332757873,0.1111111111111111,0.10061660371449094,0.017355960178150345,0.1724959851298451,-0.032920908420387446,-0.0021092501677568536
split:post_publication,causal_completed,net19_7d,9,-0.013842969767670285,-0.01893037332757873,0.2222222222222222,0.31953397386175686,0.058503570685421585,0.1830902985944542,-0.036071525534251886,0.026594248326238083
split:post_publication,causal_completed,r_720m,9,-0.04313502832652536,-0.05841576800478183,0.4444444444444444,0.5927372125021131,0.5650151084927515,0.9532303634314798,-0.29164001592376704,0.14261819136303253
split:post_publication,causal_completed,r_1440m,9,-0.5364096652045879,-0.6382282464814011,0.1111111111111111,0.12595211291785124,0.695679705294598,5.523366692135889,-0.9999999999999986,-0.07993974213801561
