run_id,scenario_id,ts_event_ns,client_order_id,order_side,last_price,last_quantity,native_commission,extra_cost_to_composite_model,composite_cost_rate
baseline:week-a,auction-1248e81b84228b21-down-1644499980000000000,1644500340000000000,O-20220210-133900-09-000-1,2,43945.7,15.19,120.15633294,380.49505430999994,0.00075
baseline:week-a,auction-1248e81b84228b21-down-1644499980000000000,1644501660000000000,O-20220210-133900-09-000-3,1,43550.0,15.19,132.3049,363.838475,0.00075
baseline:week-a,auction-569f3e34a34cc485-down-1644523260000000000,1644523740000000000,O-20220210-200900-09-000-4,1,44475.2,9.123,73.03450493,231.27593226999994,0.00075
baseline:week-a,auction-569f3e34a34cc485-down-1644523260000000000,1644524520000000000,O-20220210-200900-09-000-5,2,44196.4,9.123,72.5766763,229.82614160000003,0.00075
baseline:week-b,auction-12cad6a8c87bf3e4-down-1686827880000000000,1686828060000000000,O-20230615-112100-09-000-1,1,24926.5,15.877,71.23644729,225.582083085,0.00075
baseline:week-b,auction-12cad6a8c87bf3e4-down-1686827880000000000,1686842460000000000,O-20230615-152100-09-000-4,2,25002.1,15.877,71.45250151,226.266254765,0.00075
baseline:week-b,auction-4c5f389f92bfd543-up-1686932400000000000,1686933000000000000,O-20230616-163000-09-000-5,2,25794.1,17.964,83.40573823,264.11817107,0.00075
baseline:week-b,auction-4c5f389f92bfd543-up-1686932400000000000,1686934560000000000,O-20230616-163000-09-000-6,1,25923.3,17.964,83.82350902,265.44111188,0.00075
baseline:week-c,auction-26b4e4f4efd9762c-up-1729044060000000000,1729044240000000000,O-20241016-020400-09-000-1,1,67434.09999999999,11.52,139.83134976,442.7992742399999,0.00075
baseline:week-c,auction-26b4e4f4efd9762c-up-1729044060000000000,1729045260000000000,O-20241016-020400-09-000-2,2,67274.7,11.52,139.50081792,441.75259008,0.00075
