,total,locked,free,currency,account_id,account_type,margins,reported,info,base_currency
2024-04-07 23:25:10+00:00,100000.00000000,0.00000000,100000.00000000,USDT,BINANCE-001,MARGIN,[],True,{},USDT
2024-04-10 15:15:00+00:00,99607.80685264,2614.62098240,96993.18587024,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2614.62098240', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-10 15:15:00+00:00,99607.80685264,2614.62098240,96993.18587024,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2614.62098240', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-10 15:15:00+00:00,99607.80685264,2614.62098240,96993.18587024,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2614.62098240', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-10 16:00:00+00:00,99542.16831316,2614.62098240,96927.54733076,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2614.62098240', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",True,{},USDT
2024-04-10 16:00:00+00:00,99542.16831316,2614.62098240,96927.54733076,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2614.62098240', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-10 16:36:50+00:00,106686.09038204,0.00000000,106686.09038204,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2024-04-10 16:36:50+00:00,106686.09038204,0.00000000,106686.09038204,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2024-04-12 14:50:00+00:00,106290.79436384,2635.30678800,103655.48757584,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2635.30678800', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-12 14:50:00+00:00,106290.79436384,2635.30678800,103655.48757584,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2635.30678800', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-12 14:50:00+00:00,106290.79436384,2635.30678800,103655.48757584,USDT,BINANCE-001,MARGIN,"[{'type': 'MarginBalance', 'initial': '0.00000000', 'maintenance': '2635.30678800', 'currency': 'USDT', 'instrument_id': 'BTCUSDT-PERP.BINANCE'}]",False,{},USDT
2024-04-12 15:27:40+00:00,104308.59917708,0.00000000,104308.59917708,USDT,BINANCE-001,MARGIN,[],False,{},USDT
2024-04-12 15:27:40+00:00,104308.59917708,0.00000000,104308.59917708,USDT,BINANCE-001,MARGIN,[],False,{},USDT
