plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,move_3,flow_3,efficiency_3,location_3,move_15,flow_15,efficiency_15,location_15,move_60,flow_60,efficiency_60,location_60,move_240,flow_240,efficiency_240,location_240,context_scale,context_age,source_strength,body,wick,activity,range_expansion,impact_residual,flow_change,basis,basis_change,basis_dislocation,market_5,market_15,market_60,relative_15,relative_60,context_15,context_60,channel_location,source_age,source_kind,event_age,penetration,event_flow,event_activity,return_depth,return_activity,origin_overlap,entry_distance,risk_range,risk_bps,cost_r,planned_rr,target_range,is_origin_return,acceptance,control_frame,attack_flow,attack_progress,attack_activity,response_progress,response_flow,response_activity,retracement_flow,retracement_efficiency,liquidity_origin_overlap,m_opponent_markout_1,m_own_markout_1,m_trapped_opponent_1,m_trapped_self_1,m_extreme_flow_1,m_extreme_share_1,m_late_flow_1,m_late_progress_1,m_flow_price_alignment_1,m_opponent_markout_5,m_own_markout_5,m_trapped_opponent_5,m_trapped_self_5,m_extreme_flow_5,m_extreme_share_5,m_late_flow_5,m_late_progress_5,m_flow_price_alignment_5,x_spot_move_15,x_relative_move_15,x_spot_flow_15,x_relative_flow_15,x_oi_change_15,x_spot_move_60,x_relative_move_60,x_spot_flow_60,x_relative_flow_60,x_oi_change_60,x_index_basis,x_premium,x_premium_change,x_spot_activity,x_futures_activity,label_closed,label_net_r,label_win,label_hold,label_ambiguous,month,forecast,utility
SOLUSDT:5:1763333700000000000:1:1763337900000000000:1,SOLUSDT:5:1763333700000000000:1,SOLUSDT,1,1763337900000000000,1763335500000000000,136.9,136.5,137.41,1.274999999999959,137.91,0.0,5:1763333700000000000:1,OBSERVED_OPPOSING_STRUCTURE,136.74,136.93,138.09,136.55,CONTROL_ACCEPTANCE_RETURN,-0.2363636363636293,-0.2257353487453911,-0.6842105263157737,-0.9428571428570361,-0.8363636363636552,-0.2158641041902465,-0.2500000000000039,-0.977272727272684,2.981818181818224,0.04914771913708664,0.1623762376237621,0.19865319865319986,-0.5636363636363707,-0.02014715643911668,-0.009082918253735753,0.2781065088757393,0.0,0.0,5.763636363636371,-0.7058823529411371,-0.1764705882351171,0.24146004178939037,0.382514543587023,-0.0861815190901557,0.05283482956272478,-0.7304068366076333,-0.7304068366076333,-0.07623496551074377,-0.17595974281479546,-0.48750691871301,4.457928498072437,-0.3488567176506452,-1.4761103162542133,0.0,-1.0,-0.1894234937147774,1.9459101490553132,0.0,3.713572066704308,0.32727272727274137,0.2560660856224542,1.8716226951686172,6.611111111110848,0.44299931090027717,0.0,-1.8363636363636293,0.7272727272727414,29.21840759678639,0.4100999999999941,1.274999999999959,0.9272727272727155,1.0,1.0,0.0,0.2560660856224543,2.290909090909086,0.7418262407884113,1.3636363636363706,0.26326933048625295,1.266567732002533,-0.10680121594174029,-0.12747252747252444,0.0,-0.028386186792111218,0.013892886006823701,0.0020308068099807765,0.38115907039915076,-0.386687518607129,0.3599304903759378,-0.5972997175725014,-0.0363583247018527,0.7080443000527511,-0.04531837596743355,0.010018983053148769,0.07165347962932747,0.2936643772867063,-0.1380314204544179,0.2280971498581347,-0.65938053038672,-0.08714279863328009,0.6622677370007926,-0.8164232758432757,-0.018538360448339217,-0.1287758082668493,-0.08708829592339748,7.350089402642368,2.943108032689049,0.05671449859776649,0.1651905569331161,-0.1160428377960295,111.97833311419103,-3.4047658551772386,-2.2128,0.21800000000000014,0.42411890570935173,0.4833105141561629,1763338380000000000,0.693007382341215,1,8.0,False,2025-11,0.28334239827735647,-0.01599847067668008
BTCUSDT:5:1763343000000000000:1:1763347920000000000:1,BTCUSDT:5:1763343000000000000:1,BTCUSDT,1,1763347920000000000,1763345520000000000,94870.5,94672.0,95384.5,2.5894206549118386,95148.0,0.0,5:1763343000000000000:1,OBSERVED_OPPOSING_STRUCTURE,94732.5,94880.1,95384.6,94673.5,CONTROL_ACCEPTANCE_RETURN,-0.051246051246072725,-0.017531955317687236,-0.0987821380244044,-0.9472817133443617,-0.6742716742717085,-0.08555372090764456,-0.37308215187414473,-0.9717688575209781,0.08283608283610495,0.02271850662662024,0.008235622557232695,-0.44308771929826196,2.4668304668305274,0.03840811419835706,0.04484087486920401,0.5291669937975987,0.0,0.0,1.0677304362586892,-0.6696869851730379,-0.27759472817132375,0.6090006452279901,0.9223129975514107,-0.08209766474877328,-0.5311192520079837,-0.3616599519207231,-1.499806732808695,-0.10998157526573046,-0.08396283010321427,-0.21871653904641428,-0.0182585508837579,-0.4555551352252942,0.10109463371986285,1.0,-1.0,-1.5451277539210495,2.2407096892759584,0.0,3.713572066704308,0.751842751842757,0.19779222600259094,3.0853805258076172,2.1728655959424903,0.4690591735359746,0.0,-0.9740259740259939,0.696735696735711,20.92325854717747,0.5729244332493703,2.5894206549118386,1.804141804141841,1.0,1.0,1.584962500721156,0.19779222600259086,1.7356967356967712,0.8720124814032658,0.12109512109512358,0.14721038375723705,0.9510356226594703,-0.0333603663959443,-0.3641073951954868,0.0,-0.0517458287594378,0.02103813584396468,0.02088680859630564,0.20465717113761672,-0.223245430445095,0.24047511198349014,0.8563186301879773,0.010881366441921907,0.9003952469481332,-0.014730227409058601,0.02155475324868826,0.19385201138136798,0.14822788846204943,0.1844768286214914,0.3510720060615423,0.6247099928180841,0.033826723773523304,0.6892449995187306,-0.6925001001143405,0.0189101604338935,-0.31183232801829747,0.2262786071106513,-4.3118221963922565,0.0538661563850721,0.028980231318046234,-0.0065785217567297626,0.029297028383350042,6.420501099650977,-4.752322401589959,-4.8099,-2.3642999999999996,0.4098595880360679,0.3018327440776752,1763349360000000000,1.3614515705868604,1,24.0,False,2025-11,0.12400535893184939,-0.021717983566071287
ETHUSDT:15:1763346600000000000:1:1763350800000000000:1,ETHUSDT:15:1763346600000000000:1,ETHUSDT,1,1763350800000000000,1763345520000000000,3165.98,3156.2999999999997,3179.7799999999997,1.4256198347106728,3159.99,1.584962500721156,15:1763346600000000000:1,OBSERVED_OPPOSING_STRUCTURE,3164.44,3166.49,3179.79,3164.43,CONTROL_ACCEPTANCE_RETURN,-0.23406040268456374,-0.13962868309960308,-0.7322834645668427,-0.6329588014981306,-0.6711409395973241,-0.19824019611350494,-0.301659125188532,-0.8430744595676485,1.8934563758389644,0.05142533129890172,0.19398366996132665,0.33301134991547965,5.677013422818872,-0.003929204818796349,0.10858995137763382,0.7534368862703098,3.584962500721156,2.538973871058276,1.9845176657403603,-0.5983146067416129,0.1488764044944405,0.9504068303940008,0.6690278798978713,-0.05472829909562427,-0.1350570914659489,-0.673025977063757,-0.6415211820343103,-0.18872568290018873,-0.5621864240039444,-0.8633439073020217,1.9504385964912516,0.19220296770469758,-0.0569822206522872,1.0,-1.0,0.5365910601081139,1.3173014896329391,0.0,3.4011973816621555,1.6610738255033926,0.26061414097216096,1.8753799456806857,0.6974747474747384,0.9504068303940008,0.0,0.5025167785235163,0.8120805369127866,30.575051011062264,0.39187685950412043,1.4256198347106728,1.1577181208053613,1.0,1.0,0.0,0.2606141409721609,0.9588926174497013,0.7441536628920205,0.9622483221476467,0.12245480487789179,1.01086080715231,-0.270848089745245,-1.0,0.0,0.053300053109364615,0.040907571100816546,0.2667229811465637,0.2521412754257076,-0.3796013056674016,0.32471011781057263,-0.2775142413257378,-0.03523022567495161,0.2680914362235011,-0.009381331949570255,0.022613283701496293,0.1259240133515896,0.29481625445540977,-0.2668190028245051,0.20181412111235225,-0.24153661808940838,-0.04475295933826366,0.608955431778329,-0.6944119008830509,0.024117476412119195,-0.19342145180081155,-0.004818744312693274,1.326274674156025,1.8685737135238896,0.03166405493449853,0.1129304051884533,-0.06150507388955155,-7.713186544737738,-4.971188608926536,-5.0893,-1.5521999999999996,0.5398908021212204,0.4918139196258662,1763352120000000000,0.8168473875134721,1,22.0,False,2025-11,0.4226318922260938,-0.007354265054800205
BTCUSDT:15:1763346600000000000:1:1763352840000000000:1,BTCUSDT:15:1763346600000000000:1,BTCUSDT,1,1763352840000000000,1763349360000000000,95088.1,94856.2,95541.5,1.9551530832254296,95384.6,1.584962500721156,15:1763346600000000000:1,OBSERVED_OPPOSING_STRUCTURE,94988.7,95128.1,95541.6,95128.1,CONTROL_ACCEPTANCE_RETURN,-0.6531068395171588,-0.28878857835613964,-0.8538866160140194,-0.9988700564971094,-1.6249441215913853,-0.2546596506718457,-0.601920847822493,-0.9995590828923906,-0.9696021457308447,-0.023863578134834345,-0.0890723173586285,-0.9995590828923906,3.767992847563667,0.03580549852671929,0.0698893080718058,0.49933760211967493,0.0,0.0,1.6172965611168018,-0.822929936305714,-0.17579617834389344,1.7014196909305261,1.2250357846877682,-0.40044538162130233,-0.08319770124495363,-2.2401310838993105,-2.2506203669991898,-1.879654583305741,-0.5944131077088483,-0.8393768466290725,-0.6549825409616087,-0.7855672749623128,-0.314619604769236,1.0,-1.0,-0.8645972646467739,1.4028236630711013,0.0,4.07753744390572,0.6915511846222354,0.15532594066104122,3.0956650160046735,2.888535031847134,1.7014196909305261,0.0,-1.325435851586921,1.0366562360304166,24.38790973844348,0.4914470892625946,1.9551530832254296,2.0268216361197378,1.0,1.0,1.584962500721156,0.15532594066104113,1.6946803755028337,0.8782961749864664,0.09298167188199599,0.14910208152801852,1.1351114991752598,-0.34290743544188057,-1.0,0.0,-0.04530581261213957,-0.03946013232059236,0.000440742089227008,0.31284749502454423,-0.4275360326424682,0.49781682101765157,-0.573179542756877,-0.12915162776093203,0.8562466961468497,-0.014863123114557278,0.004288143825270314,0.14084483747413898,0.26883771900388276,-0.2807949751272247,0.2848664260434912,-0.21563674841414682,-0.06134443126094165,0.7030216517376846,-1.5766276181350052,-0.045218501879205536,-0.4536713882953965,0.19901173762355012,1.4607777020714252,-0.9010663543222646,-0.06743161833540122,-0.1365253580370708,0.11266177990223648,-8.57466431167353,-6.359251381489184,-5.037699999999999,-1.7818999999999994,0.7847091405660983,0.7472433010151033,1763353380000000000,-0.9732429462687099,0,9.0,False,2025-11,0.2638390506188991,-0.01415186354085819
BTCUSDT:15:1763350200000000000:1:1763353620000000000:1,BTCUSDT:15:1763350200000000000:1,BTCUSDT,-1,1763353620000000000,1763352120000000000,95335.5,95541.70000000001,94850.1,2.3540252182345625,95539.3,1.584962500721156,15:1763350200000000000:1,OBSERVED_OPPOSING_STRUCTURE,95315.1,95472.1,95541.6,94850.0,CONTROL_REJECTION_RETURN,-1.8510169076207066,-0.31450067467186404,-1.0,-0.9260581336053029,-0.43518745405540216,0.2683540044174998,-0.10029365258641051,-0.942,0.5611369762313279,0.18685129958771898,0.04750446002572374,-0.4039907460959975,-3.988238176917522,-0.011146672064187575,-0.07069882197588447,-0.6005039736382918,0.0,0.0,1.5731889899804425,-0.92262851086385,0.07631160572341787,0.9620504020625888,1.3236811055847735,-0.7359736025098634,-0.20992510395872113,1.975203372192036,1.975203372192036,1.6108071401106852,-1.8662918295814594,-1.4586639162170885,-1.0080133291018951,1.0234764621616863,1.569150305333223,-1.0,1.0,0.15830925451991862,1.1420974006078486,0.0,3.258096538021482,0.011271747120818229,-0.21798710540437544,2.4202042440767206,0.7043377339329725,0.9620504020625888,0.0,0.9987748100956004,1.0105366331782213,21.62887906393858,0.5554137730358562,2.3540252182345625,2.3788287184513823,1.0,0.0,1.584962500721156,-0.21798710540437544,-1.0208282283754342,0.5207029400572107,1.85640774320025,0.31278566388793094,1.0541912751777203,-0.23333998536552897,-1.0,0.0,-0.07767757083663579,-0.049048221501733824,0.057606598815938596,0.3250781613783035,0.03580457806627949,0.19470498237211556,-0.07822909950569473,-0.17943668907475993,0.897054024354686,-0.044724243939670096,0.02203919955049685,0.09041129654975907,0.32879470345340134,-0.18714542466112166,0.195025029200024,-0.31209266603859015,-0.06106181152747583,0.7268527644927498,-0.41280868482142136,-0.02258157228029668,0.4832674701310068,-0.21491346571350656,-48.218183921378,0.5281492510245309,0.0326510259392406,0.36306906557862634,-0.1762177659909074,-53.79288823142758,2.6434868891256347,-0.06939999999999999,-2.8844,1.5950862525031237,1.0361822234382867,1763364300000000000,-0.9711332179413631,0,178.0,False,2025-11,0.48627598474787664,0.0021011952176040564
XRPUSDT:5:1763352300000000000:1:1763354100000000000:1,XRPUSDT:5:1763352300000000000:1,XRPUSDT,1,1763354100000000000,1763339760000000000,2.2533,2.2493999999999996,2.2603999999999997,1.8205128205126804,2.2609,0.0,5:1763352300000000000:1,OBSERVED_OPPOSING_STRUCTURE,2.251,2.2564,2.2668,2.2495,CONTROL_ACCEPTANCE_RETURN,-1.1824817518248454,-0.28265569820664777,-1.0,-0.872340425531933,0.3795620437955774,0.05097660111400682,0.09219858156027207,-0.6564417177914438,0.1605839416057888,0.03261818676673031,0.013871374527107995,-0.42857142857144204,2.481751824817496,0.05355111897477365,0.043724279835391074,0.38775510204081054,3.584962500721156,2.808398174936492,1.5633802816901505,-0.7708333333334008,0.020833333333377665,0.6305681786405296,1.0344655183820013,-0.28894137651279417,-0.33276351660618764,0.44381324338704786,1.881459887772552,0.6426738055187305,-1.0165538264522138,1.3257182347038312,0.4281180577594135,-0.9461561909082539,-0.26753411615362466,1.0,1.0,-1.0214190093708142,1.5686159179138452,0.0,2.4849066497880004,0.8613138686131382,0.11077722821839746,2.961407493435117,2.288135593220344,0.6743214376385324,0.0,-1.1094890510948943,0.5693430656934633,17.30794834243215,0.6927230769230347,1.8205128205126804,1.0364963503649431,1.0,1.0,1.584962500721156,0.11077722821839728,0.14598540145990227,0.79826224553831,1.1094890510948294,0.11929903112418276,1.098238519479965,-0.33848694980990396,-1.0133333333333017,0.0,-0.09330109146090372,-0.042593740664713484,0.04539290771515473,0.1642082796742568,-0.015799061498550305,0.17233583199031535,-0.5739223175985828,-0.20425265762777955,0.9864264374016486,-0.040740484568239914,-0.015461617758017748,0.04707395539225764,0.3052600236846056,-0.2386491297888437,0.27035367458946996,-0.4740802625295283,-0.06412120502899908,0.5753141625394661,0.36506885098929237,0.014712342743429436,-0.017579219107656235,0.06855582022166355,-5.559338504426137,0.1313781173462074,0.02924503338503241,0.05465006973807895,-0.0220318829713486,-21.10282617085346,-3.187285399380846,-9.1526,-4.0671,0.8116106116115488,0.7344771932821222,1763355360000000000,-0.9669940742205498,0,21.0,False,2025-11,0.39857541756548365,-0.009149666475704333
SOLUSDT:15:1763350200000000000:1:1763356140000000000:1,SOLUSDT:15:1763350200000000000:1,SOLUSDT,1,1763356140000000000,1763340000000000000,140.04,139.60000000000002,140.73000000000002,1.568181818181987,140.6,1.584962500721156,15:1763350200000000000:1,OBSERVED_OPPOSING_STRUCTURE,139.83,140.22,140.76,139.61,CONTROL_ACCEPTANCE_RETURN,-0.4782608695652214,-0.1040131143623865,-0.6470588235294019,-0.9523809523809943,-0.6956521739130999,-0.1056612348117439,-0.35555555555559976,-0.9555555555555949,0.0,0.03406913762123564,0.0,-0.252173913043501,1.8695652173912976,0.05437809704276958,0.04099142040038063,0.4965034965034947,3.584962500721156,2.649714624089247,2.1299999999999653,-0.9629629629629981,0.03703703703700195,0.5169023117354365,1.0218268632851952,-0.40647429557930226,-0.30941811098782174,0.7141326858528529,0.7141326858528529,0.7435515035713697,-0.5153993581743588,-0.6619880919731218,-0.7213114754098301,-0.03366408193997805,0.7213114754098301,1.0,1.0,-1.0731428571428827,1.5686159179138452,0.0,3.7612001156935624,0.34782608695651906,0.1115891022162502,3.0521367696445587,4.500000000000089,0.5756106939028345,0.0,-1.2173913043478475,0.9565217391303811,31.41959440159735,0.3813272727272993,1.568181818181987,1.5000000000000773,1.0,1.0,1.584962500721156,0.1115891022162502,1.3260869565217868,0.8518734133594734,0.19565217391299178,0.1476141538938898,1.0609021757293056,-0.24737869440573265,-0.5434782608695559,0.0,-0.06361573734468791,-0.03318167980817712,0.06257927462746739,0.19829588624769326,-0.4610318117601209,0.31829247491898083,-0.512078882497946,-0.06520342313314445,0.9794574751276821,-0.017284384919790726,0.020863757076316623,0.232697299717266,0.24571068206141433,-0.45659454343122147,0.22448207040882068,-0.28792782201103845,-0.004353719057902499,0.5255381539526518,-0.7163430041295142,0.021484425472934107,-0.22468392078085786,0.1190226859691133,9.491737240416853,0.0,0.0,0.22371518377791302,-0.1896460461566775,-12.644312861365137,-3.431427096638462,-3.0579,0.2809999999999998,0.39878177768683465,0.4539604474997672,1763358720000000000,0.9292926174195302,1,43.0,False,2025-11,0.22908452680451452,-0.017182282056127644
ETHUSDT:15:1763356500000000000:-1:1763360460000000000:1,ETHUSDT:15:1763356500000000000:-1,ETHUSDT,-1,1763360460000000000,1763356200000000000,3185.5,3190.0600000000004,3180.6600000000003,1.0614035087717688,3176.53,1.584962500721156,15:1763356500000000000:-1,OBSERVED_OPPOSING_STRUCTURE,3180.68,3185.61,3190.05,3169.74,CONTROL_ACCEPTANCE_RETURN,-0.41727574750828367,0.09535777262535744,-0.38669950738917375,-0.08275862068966222,-0.0026578073089676504,0.19012539946372364,-0.0005614823133066291,-0.551944854751345,-0.09700996677740989,0.08773724378204645,-0.0070606441628786685,-0.40338379341052466,-5.405980066445095,0.02593031422106046,-0.09906004967613129,-0.7253753203954589,1.584962500721156,2.0014800002101243,0.7693409742120251,0.7002801120448751,-0.2100840336134625,0.6241760760493749,0.7213221703072681,0.16330443737878805,0.3343145246413213,-0.3139323161915897,-0.9046842549453871,-0.6691866195283378,-1.2227684667138847,-0.17889899711242271,-1.1607134043485368,0.17624118980345507,1.063703437571127,-0.0,1.0,0.0,1.5546296759391054,0.0,2.3978952727983707,0.9023255813953935,0.22048793917366247,2.955359984910189,2.321060382915942,0.7220854475707641,0.0,-1.1920265780730488,0.6059800664452286,14.314864228536807,0.8388894736841369,1.0614035087717688,0.6431893687707152,1.0,1.0,1.584962500721156,0.2204879391736625,1.4657807308969584,0.7947597703472347,0.042524916943482406,0.24023336384611657,1.5096517383554804,0.026495645276986377,-0.5847953216374144,0.0,-0.004126930357070024,0.0824664560415215,0.2165572460747532,0.09047230327451253,0.4551879145274853,0.4196024964105409,-0.4251754865188708,-0.0677849387782767,0.9554258963349621,-0.030333080950558127,0.011357411538532064,0.07722201214345717,0.3326031285467498,-0.15671410733007893,0.40017546606336685,-0.40616258008159234,-0.09817126169918612,0.5954103820659342,0.05579276090196949,-0.05845057655506262,0.27901904597094546,-0.0888936465072219,-27.640983531416197,-0.08636043826641557,-0.010660645776388474,0.16430520349567648,-0.0765679597136301,1.644258718123126,2.908412037684327,3.5564,-0.4212999999999998,1.1401001542404015,0.9353492209123003,1763361000000000000,-0.9634014310389805,0,9.0,False,2025-11,0.3182109704370584,-0.01826199858529707
ETHUSDT:5:1763359800000000000:1:1763362020000000000:1,ETHUSDT:5:1763359800000000000:1,ETHUSDT,-1,1763362020000000000,1763353620000000000,3186.67,3192.4100000000003,3180.7000000000003,1.0400696864110721,3190.05,0.0,5:1763359800000000000:1,OBSERVED_OPPOSING_STRUCTURE,3186.0,3189.01,3189.78,3180.69,CONTROL_REJECTION_RETURN,-0.619079386257497,-0.3260044732278535,-1.0,-0.6062176165803523,0.08272181454301533,-0.01813306467146754,0.042465753424649,-0.6797752808989073,-0.4442961974649734,0.07104675349118937,-0.04138188144650217,-0.4942630185348684,-5.915943962641867,0.003731979963548518,-0.11621933319354298,-0.7637618958760997,3.584962500721156,2.9329699518176757,2.699003322259157,-0.600694444444428,0.3923611111109762,0.5977204161810274,0.6853686009593335,-0.010032229538102566,-0.36034860871165403,0.360135523341798,-0.39395542002496065,-0.0744746629344455,-0.31550334352809595,0.10724382321521715,-0.7227424749163993,-0.02452200867220182,0.2784462774514259,1.0,1.0,0.0,1.6094379124341003,0.0,2.8903717578961645,0.3135423615743754,-0.38282160061779713,1.6195734291967514,0.6388888888888822,0.5977204161810274,0.0,0.45096731154104847,0.7658438959306632,18.012533459693774,0.6668027874564184,1.0400696864110721,0.7965310206804386,1.0,0.0,0.0,-0.38282160061779724,-0.40160106737828716,0.5934301852904722,0.825883922615096,0.1596619985362033,0.4771356828449179,-0.42032472212629807,-1.0,0.0,-0.07174569683872067,0.030276258639201383,0.3797007833623971,0.07299513246375859,-0.27252296532862813,0.44822099216350997,-0.5149318470807734,-0.06939090958193636,0.6375774589418122,-0.02725940749681007,0.010657197720525882,0.29780760386007826,0.21462042696331607,-0.24705401717246184,0.30234736618524116,-0.016058142625017334,-0.00025801666169488103,0.6580776626054026,0.08534660518171067,-0.00263283679280827,0.2719606669868959,-0.2900937316583634,-0.35925382711354814,-0.4950813916307763,0.050552892445097856,0.16152342810098455,-0.09047667460979526,-11.466792286043415,4.1646028497854815,2.4731,-2.5018,0.5959426658951071,0.34995136357594897,1763362440000000000,-0.967766234461177,0,7.0,False,2025-11,0.42948596026168584,-0.012940486060048221
SOLUSDT:15:1763361000000000000:1:1763364840000000000:1,SOLUSDT:15:1763361000000000000:1,SOLUSDT,1,1763364840000000000,1763363280000000000,141.31,141.15,141.57000000000002,1.6250000000001554,141.52,1.584962500721156,15:1763361000000000000:1,OBSERVED_OPPOSING_STRUCTURE,141.3,141.35,141.8,141.26,CONTROL_ACCEPTANCE_RETURN,-0.22857142857137752,-0.0448728200675926,-0.3333333333332544,0.1538461538462379,-0.5428571428571232,-0.10827131933439048,-0.22352941176469723,-0.5312499999999931,1.9999999999999187,-0.020534597779347206,0.17073170731707418,0.2283464566929052,3.371428571428509,-0.011929655880485916,0.06441048034934597,0.5525114155251054,0.0,0.0,1.8375000000000377,0.36842105263154745,-0.526315789473511,0.573243715367618,0.7913392067391598,0.23029256399516507,0.04164838341504941,-2.080342019736836,-1.3735782908497196,-1.7521618240940924,-0.5055039343713377,-0.865917461911945,1.595827055081203,0.3230603190548218,0.4041729449187157,1.0,1.0,0.09509803921564686,1.2622417124499117,0.0,3.295836866004329,0.3999999999999513,0.2003736830661249,1.8653185844468185,1.7500000000000253,0.6565494756769381,0.0,-0.6000000000000081,0.45714285714283626,11.322624018115956,1.0592250000000227,1.6250000000001554,0.74285714285718,1.0,1.0,0.0,0.200373683066125,0.657142857142812,0.7379286515411126,0.2571428571428606,-0.06283548573977327,0.5371707768587818,-0.06402709425649611,-0.4230769230768348,0.0,0.006955041647435924,0.04853473976860077,0.18979758637851754,0.3049324146412367,-0.24310012026154357,0.30121107240103423,-0.711074951693278,-0.11425337308603843,0.6500537123381742,-0.00797709359435649,0.011647650981877625,0.2500387816231514,0.19023237368603282,-0.2391049954646706,0.23533266151670418,-0.11337355561004352,-0.00567504225538039,0.5264498963951258,-0.4851821579483414,-0.057310359278308916,-0.1688565705668871,0.0605852512324961,-1.0726100369318203,2.0613777380899694,-0.05640766997656895,-0.08713416932153896,0.06659957154219164,7.299450837887633,-5.0129135922771795,-3.5664,-1.0868,0.6130815186474902,0.6301658170232671,1763365080000000000,0.42750274150418616,1,4.0,False,2025-11,0.2700615910701267,-0.018791805475767573
