scenario_id,family,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,actual_entry_price,opened_ts_ns,opened_bar_index,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome
SLT-1709281200000000000-000006,SAC,LONG,1709281440000000000,2024-03-01,8,1709281500000000000,61872.1,61858.6,61820.0,62839.6,ACCEPTED_SESSION_RANGE_PROJECTION,61842.2,58.884999999999124,23.928,100000.0,3000.0,125.37501999999854,7.126708813286754,0.0007,61858.700000000004,1709281500000000000,6264,61819.9,1709281560000000000,2024-03-01,8,1.0,-2999.97347856,-0.0006272359425594607,-0.99999115952,STOP
