trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
BACKTESTER-001,OpenInterestInventoryStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-001,BTCUSDT-PERP.BINANCE-OpenInterestInventoryStrategy-000,BINANCE-001,T-57af6a1e20bc10a0-9634,MARKET,SELL,7.701,GTC,False,False,7.701,TAKER,64283.7,0.0,['346.53414159 USDT'],NO_TRIGGER,FILLED,OTO,OL-20240924-201000-001-000-1,"['O-20240924-201000-001-000-2', 'O-20240924-201000-001-000-3']",,,,,"['scenario=OIIR-1727208300000000000-000011:ENTRY', 'family=OIIR_UR']",abf0468a-5382-48ff-8b9f-ce4f66a45846,2024-09-24 20:10:00+00:00,2024-09-24 20:10:00+00:00
BACKTESTER-001,OpenInterestInventoryStrategy-000,BTCUSDT-PERP.BINANCE,BINANCE-1-004,BTCUSDT-PERP.BINANCE-OpenInterestInventoryStrategy-000,BINANCE-001,T-e073a8ef43b6fd0e-9807,MARKET,BUY,7.701,GTC,True,False,7.701,TAKER,64224.1,0.0,['346.21285587 USDT'],NO_TRIGGER,FILLED,NO_CONTINGENCY,,,,,,,,972cc998-cc3f-4371-a56f-563ca4f5ea2e,2024-09-24 20:55:00+00:00,2024-09-24 20:55:00+00:00
