plan_id,causal_event_id,symbol,side,observed_time_ns,interaction_time_ns,entry,stop,target,gross_rr,source_level,source_scale,source_id,target_kind,zone_low,zone_high,departure_high,departure_low,family,move_3,flow_3,efficiency_3,location_3,move_15,flow_15,efficiency_15,location_15,move_60,flow_60,efficiency_60,location_60,move_240,flow_240,efficiency_240,location_240,context_scale,context_age,source_strength,body,wick,activity,range_expansion,impact_residual,flow_change,basis,basis_change,basis_dislocation,market_5,market_15,market_60,relative_15,relative_60,context_15,context_60,channel_location,source_age,source_kind,event_age,penetration,event_flow,event_activity,return_depth,return_activity,origin_overlap,entry_distance,risk_range,risk_bps,cost_r,planned_rr,target_range,is_origin_return,m_opponent_markout_1,m_own_markout_1,m_trapped_opponent_1,m_trapped_self_1,m_extreme_flow_1,m_extreme_share_1,m_late_flow_1,m_late_progress_1,m_flow_price_alignment_1,m_opponent_markout_5,m_own_markout_5,m_trapped_opponent_5,m_trapped_self_5,m_extreme_flow_5,m_extreme_share_5,m_late_flow_5,m_late_progress_5,m_flow_price_alignment_5,acceptance,control_frame,attack_flow,attack_progress,attack_activity,response_progress,response_flow,response_activity,retracement_flow,retracement_efficiency,liquidity_origin_overlap,peer_direction,peer_flow,peer_response,relative_displacement,x_spot_move_15,x_relative_move_15,x_spot_flow_15,x_relative_flow_15,x_oi_change_15,x_spot_move_60,x_relative_move_60,x_spot_flow_60,x_relative_flow_60,x_oi_change_60,x_index_basis,x_premium,x_premium_change,x_spot_activity,x_futures_activity,label_closed,label_net_r,label_win,label_hold,label_ambiguous,month,forecast,utility
SOLUSDT:15:1755144900000000000:-1:1755150120000000000:1,SOLUSDT:15:1755144900000000000:-1,SOLUSDT,1,1755150120000000000,1755149460000000000,207.61,206.86,208.36,1.0,207.43,1.584962500721156,15:1755144900000000000:-1,OBSERVED_OPPOSING_STRUCTURE,207.43,207.61524220783497,208.54,207.69,INVENTORY_REJECTION,-0.16931216931216692,-0.19046502203588797,-0.3999999999999858,-0.31707317073162955,-1.3968253968253996,-0.20736787928451586,-0.30985915492957655,-0.3116279069767376,-1.7883597883597988,-0.07892209392378094,-0.1163110805230549,-0.5271565495207603,3.1534391534391952,0.006067327046264656,0.05424099017109574,0.3985507246376858,0.0,0.0,1.9139784946236524,0.25714285714287105,-0.45714285714277364,0.5326714202568544,0.5869413563141614,0.16886446069700178,0.05176099629199228,-0.22171031964113297,-1.1826481950083512,-0.31994759692376007,-0.5444078947368409,-0.9683489594915164,-3.0642380027476848,-0.4284764373338832,1.275878214387886,1.0,-1.0,-1.4775147928993941,1.80280930541464,0.0,2.4849066497880004,0.5925925925925992,-0.17132795530774309,2.751466666246114,0.8378378378378295,0.5041447930062708,1.0,0.19047619047619907,0.7936507936507994,36.12542748422523,0.331576,1.0,0.7936507936507994,1.0,0.007238267686150986,0.07241496317541517,0.24919340624449163,0.1943200299011585,0.01208029670980786,0.3818693807718378,-0.13037382007561524,0.031750619764899055,0.6932562682706763,-0.00851089326529951,0.010228637617745775,0.23666311202712098,0.23609987228852178,-0.1977003112080117,0.33092531367861283,0.07894502040667317,-0.02748055912915634,0.5431457213153534,0.0,1.584962500721156,-0.1713279553077422,-0.13756613756613376,1.129815195730103,-0.2328042328042333,-0.03169543919598775,0.7338485748989222,-0.19046502203588797,-0.44736842105260405,1.0,-0.9569377990430353,-0.21393617740794468,-0.008612689024830075,-0.4398875977823643,-1.4249729938926015,0.03256942457286607,-0.20220379793024368,-0.005164081354272265,-48.24541142241401,-1.750888243887411,-0.03023194658827139,-0.005113424947804992,-0.07380866897597597,55.459193638149884,6.100677796780918,5.9368,0.32999999999999935,0.6523030078046229,0.8130922666795689,1755150240000000000,-0.9796349943056913,0,2.0,False,2025-08,0.3919690194881234,-0.011843865489518442
SOLUSDT:15:1755039600000000000:-1:1755176580000000000:1,SOLUSDT:15:1755039600000000000:-1,SOLUSDT,1,1755176580000000000,1755174960000000000,192.42,189.99,196.99,1.8806584362140173,191.0,1.584962500721156,15:1755039600000000000:-1,OBSERVED_OPPOSING_STRUCTURE,191.0,192.448805537615,198.72,190.0,INVENTORY_REJECTION,-2.5569620253164485,-0.23082443408165032,-1.0,-0.5406360424028404,-5.088607594936682,-0.10914088357873171,-0.4652777777777782,-0.7661870503597206,-14.582278481012557,-0.11723193073803094,-0.3310344827586201,-0.6905370843989783,-13.886075949366978,-0.08598181042351753,-0.16191881918819193,-0.6950220541902978,0.0,0.0,1.7615384615384593,-0.2336448598130856,0.44859813084108824,0.9699284843204631,0.7093415434893403,-0.18653540710666877,0.03866598191107706,-3.8483755138896125,-2.8807699294541855,-0.3739281473365105,-1.6678207964988678,-4.740961337513125,-14.689290359878576,-0.34764625742355637,0.10701187886601993,-1.0,0.0,-4.154051383399208,5.019925341003349,0.0,3.332204510175204,1.2658227848101165,-0.21013724922187066,2.370098587594731,0.8160621761658047,1.1463587488124851,1.0,1.7974683544303496,3.075949367088556,100.0,0.09442222222222305,1.8806584362140173,5.7848101265822605,1.0,0.1583115457431394,0.05650088938102998,0.34097037287791154,0.22664605261557025,-0.3454223312860971,0.15632266417227333,0.3901274287895233,0.36810882690584035,0.26469753108775734,-0.09227933454183541,-0.037627274298323694,0.16916005933038722,0.3199943459232304,-0.16192580108792226,0.21885104301149783,-0.15769824814454494,-0.30416479509054867,0.3308687237107847,0.0,1.584962500721156,-0.21006160701795012,0.392405063291139,2.370011777294243,-0.7594936708860628,-0.02912311947067795,1.3148987131398702,-0.19909339676105245,-1.0,1.0,-4.609195402298982,-0.09756317166976353,0.025472064823111745,-0.4794121926376995,-6.424945199040045,0.06494057648849591,-0.2810622039865188,0.17192132040778713,-129.17464863701156,-17.800998251007304,-0.08421700306758859,-0.19765161166510584,0.08041968092707488,-249.9618154910621,-2.1740470496012243,1.3819000000000001,3.7134,1.375284425010613,1.404057779962812,1755176700000000000,-0.9928166779781741,0,2.0,False,2025-08,0.3919690194881234,0.0003977565994983702
XRPUSDT:60:1755201600000000000:1:1755224220000000000:1,XRPUSDT:60:1755201600000000000:1,XRPUSDT,-1,1755224220000000000,1755222780000000000,3.0959,3.0985,3.0924,1.3461538461537017,3.0969,3.584962500721156,60:1755201600000000000:1,OBSERVED_OPPOSING_STRUCTURE,3.0945615871170102,3.0969,3.0938,3.0848,INVENTORY_REJECTION,-0.18705035971224124,0.002681173408267646,-0.28888888888886693,-0.17647058823524286,-1.079136690647457,-0.18047460966280682,-0.3521126760563069,-0.6818181818181803,-2.8776978417266164,-0.16620975036073363,-0.18975332068311385,-0.7826086956521756,-4.978417266187005,-0.053400482025886764,-0.08418491484184924,-0.8815165876777271,0.0,0.0,2.0813253012048305,0.6956521739131694,0.1304347826085865,0.3349793505818404,0.5247285289349752,0.23152295112147753,0.24805504221229166,0.8277036998516341,0.5046958507615162,0.43128897803870453,0.18449101159451817,-0.7088820338261638,-3.342085233866825,-0.3702546568212933,0.46438739214020863,-0.0,1.0,-1.2328638497652822,1.929103030738932,0.0,3.2188758248682006,0.21582733812944033,-0.21668023627429028,2.735701911252543,0.9173553719008004,0.7345496370104512,1.0,0.14388489208637875,0.3741007194244825,8.398204076359566,1.4294769230768363,1.3461538461537017,0.5035971223021339,1.0,0.006422986820634167,0.0205684935761364,0.4108744622052178,0.007603888502349539,-0.14259362956619132,0.5246510250973402,0.13644473043390493,0.05754652164326993,0.3461904368065192,-0.03283940994974644,0.016851055117092856,0.23365353479805648,0.20841742300488572,-0.28502543816338294,0.36179088695042294,-0.0787639686335407,0.04316732597351552,0.5678976218122358,0.0,3.584962500721156,-0.2166802362742899,0.7194244604316381,0.8928404509818888,-0.35971223021581905,-0.01815926734709457,0.6448470703378216,-0.20311977200874376,-0.20353982300883322,1.0,-0.5042016806722291,-0.05114855446441045,0.03028005241542599,-0.574935009975228,-1.0943033606650203,0.013857419018498346,0.05913324068481459,-0.23960785034762125,11.464329704580223,-2.914487107183403,0.02745384832876619,0.0767249048420051,-0.2429346552027386,32.064136701848156,6.107930851434462,4.5363,-1.0672999999999997,0.8208798218224295,0.6093046424108122,1755224640000000000,-0.9532781279852831,0,7.0,False,2025-08,0.3919690194881234,-0.016706887563843163
ETHUSDT:60:1755237600000000000:-1:1755263160000000000:1,ETHUSDT:60:1755237600000000000:-1,ETHUSDT,1,1755263160000000000,1755261060000000000,4618.79,4582.99,4665.83,1.3139664804469198,4603.45,3.584962500721156,60:1755237600000000000:-1,OBSERVED_OPPOSING_STRUCTURE,4603.45,4621.877307971718,4670.23,4583.0,INVENTORY_REJECTION,-0.2877539813289276,-0.18382706089444523,-0.453287197231835,-0.2567164179104927,-2.264689730917062,-0.1720999069785247,-0.4225409836065378,-0.7990314769975942,-1.3047775947281808,-0.06058412262263682,-0.03897893562569715,-0.17941075318124167,-3.2564524986270813,-0.0740237589744302,-0.04017778500480994,-0.17941075318124167,0.0,0.0,1.152764018228661,0.3368869936034247,-0.3134328358209766,0.34793419535539605,0.42961412041510244,-0.3290662760452273,0.5743831619607503,-0.44089941528491217,-1.4144133462690167,0.1267648570779436,0.2748211521727472,-0.8093701630229654,-1.176785651361929,-1.4553195678940969,-0.12799194336625175,0.0,1.0,-0.8218166014776043,2.0171227772805778,0.0,3.58351893845611,2.246018671059833,0.09848012222570808,3.7851526841089167,0.7702905061395597,0.4964420832873894,1.0,1.6847885777045706,3.931905546403087,77.50947759045157,0.15421977653631203,1.3139664804469198,5.166392092256987,1.0,0.055022469754074654,0.09567192587052098,0.2230416268083222,0.3564442256206635,-0.08383128037232254,0.30807049442435114,-0.15166716460427856,0.01647499962254667,0.8536019803798444,-0.014640948858573942,0.04211674740580724,0.16303168358507283,0.26646154310095876,-0.062070980049712385,0.2796208949584248,-0.06707920105877166,-0.04261242934821614,0.6160287145069773,0.0,3.584962500721156,0.09848894676272499,5.59582646897306,3.7851622504153752,2.8841295991213802,0.004252958845575636,2.4819029873803315,-0.10828985202491452,-0.14986313868613116,1.0,-0.12721490231713362,-0.0815258092173056,0.026188392395063376,-2.1374748285999283,-2.25318457325304,-0.006464943517540425,-0.18579292148830417,0.013693014509780277,10.851123523298867,-1.2663889575170233,-0.03671349834229066,0.07684150301933164,-0.13742562564196842,6.289234287351064,-4.6758725884910035,-4.1389,1.8184000000000007,0.7550243280859169,0.6459324116250489,1755264960000000000,-0.9889457962359475,0,30.0,False,2025-08,0.3919690194881234,-0.006510070919908049
BTCUSDT:60:1755198000000000000:-1:1755271860000000000:1,BTCUSDT:60:1755198000000000000:-1,BTCUSDT,1,1755271860000000000,1755270600000000000,117065.9,116900.4,117480.7,2.5063444108761503,117004.0,3.584962500721156,60:1755198000000000000:-1,OBSERVED_OPPOSING_STRUCTURE,117004.0,117126.66406850379,117547.0,117227.1,INVENTORY_REJECTION,-0.03866525423730444,0.0958781006200718,-0.028616228929843827,0.0503759398496022,-1.9274364406780569,0.013809862050917807,-0.3030227329502997,-0.5499355670103208,-3.594279661017063,-0.12473760101683554,-0.16420655277549706,-0.6958160919540337,-10.010063559322312,-0.08499340457079062,-0.13015033503433113,-0.8474380851358263,0.0,0.0,2.477641603179849,0.29290254237281516,-0.6308262711863847,0.7346963944780779,0.8815788152379005,0.19537797730209522,0.08355952832398744,0.008542204468220405,-0.9040867896703553,0.7312616192717609,-0.8272016613763737,-1.9285346457756538,-3.5315364687126216,0.0010982050975969493,-0.06274319230444148,-1.0,0.0,-0.903094606542858,3.0524276172305362,0.0,3.091042453358316,0.5481991525423856,0.02100320582102715,2.643003356380941,0.886003683241263,0.7171900954789329,1.0,0.32786016949150215,0.8765889830508677,14.137336320824426,0.8482161933534742,2.5063444108761503,2.197033898305151,1.0,0.0009912927263318516,0.1444327948300903,0.05748521485588228,0.4197257342300704,0.6237652443440221,0.12395821738021782,0.0035320468642312396,0.03284072234870631,0.9030033277421878,-0.050688512630830455,0.09658995607926636,0.16602986825385282,0.3130548503294751,0.0403988622903622,0.1991307442103685,-0.07265577135470376,-0.0485743768340547,0.629329395468593,0.0,3.584962500721156,0.021003205821000043,1.4851694915255043,1.1555886173330017,-0.7568855932203257,0.08879789436053755,0.6365334783942157,-0.019728736579122323,-0.2287498226195766,1.0,-2.25961538461533,-0.08293891166421893,0.043496922676402025,0.3321789439372731,-1.906628544253242,-0.01781836669757863,-0.06982014589358591,0.08363000794450359,1.173454647904748,-3.6142746852488847,0.030372483315603785,-0.23325147325404863,0.10851387223721301,-57.0211048838587,-4.887850475019384,-8.3666,-7.3157000000000005,1.1601645226177824,0.895407731155394,1755272640000000000,-0.9631389038358382,0,13.0,False,2025-08,0.3919690194881234,-0.006809212230943905
ETHUSDT:15:1755275400000000000:-1:1755284520000000000:1,ETHUSDT:15:1755275400000000000:-1,ETHUSDT,1,1755284520000000000,1755278460000000000,4387.08,4370.99,4430.19,2.679303915475406,4371.23,1.584962500721156,15:1755275400000000000:-1,OBSERVED_OPPOSING_STRUCTURE,4371.23,4388.790609669489,4463.09,4395.92,INVENTORY_REJECTION,-0.1622682660850698,-0.021408502635406085,-0.3321428571428853,-0.39016393442627717,-0.7241003271537724,-0.13279570432968096,-0.23626530031312712,-0.4673859735164424,-2.551363140676088,-0.11536873439836517,-0.25223166156366816,-0.7191621411947335,-3.7766630316248304,-0.035218008591073977,-0.07576128806440297,-0.7339510258107228,0.0,0.0,3.8894242962211374,0.019875776397499247,0.13540372670810485,0.9989520557250304,0.7243363844006357,0.055121684346048874,0.1444840267876511,0.9802468854380741,4.653276823310959,1.0646506575823773,-1.158318923651433,-0.9680060873566634,-2.76065823992366,0.243905760202891,0.20929509924757195,-1.0,1.0,0.21931371386146092,1.4816045409242156,0.0,4.624972813284271,0.010032715376207705,0.03159722692777557,2.6435395033789764,0.8274548225560607,0.9492154573093363,1.0,0.6913849509269461,0.7018538713195209,36.67587552540675,0.32659055313859237,2.679303915475406,1.8804798255179642,1.0,0.030265319336312275,0.01620309094766418,0.36615400555435,0.262234011397599,-0.5027921341519835,0.23056647081047082,0.31514934804118333,0.11348055842934272,0.40933175806352173,-0.036646025912377304,-0.030888605859645948,0.27830105777170216,0.19301914041009777,-0.3537699949617697,0.26418238179435477,0.11699648162518325,-0.027146621608712423,0.6301560292537887,0.0,1.584962500721156,0.03152212372663189,1.6868047982551697,1.0530091583541248,0.2442748091602796,0.03391933824829937,0.6601014456578788,-0.14875146776007045,-0.1850798512360485,1.0,-1.1442163244867467,-0.06813944945796414,-0.0018342627519959782,0.42011599733297433,-0.7280799102034076,0.0053460762411412415,-0.03600637922830088,-0.09678932510137969,2.289140071116691,-2.542060765290987,0.007555759268505161,-0.07209890941165528,-0.04326982498670984,-28.19963001439163,-1.1094002370459766,-4.7558,-3.3856,0.3631352554532565,0.4542163176414473,1755288060000000000,-0.9798606198025319,0,59.0,False,2025-08,0.3919690194881234,0.0022896064210562624
SOLUSDT:15:1755279000000000000:-1:1755286680000000000:1,SOLUSDT:15:1755279000000000000:-1,SOLUSDT,1,1755286680000000000,1755284280000000000,183.89,183.24,185.43,2.3692307692308834,183.85,1.584962500721156,15:1755279000000000000:-1,OBSERVED_OPPOSING_STRUCTURE,183.85,183.92813793207583,185.81,183.97,INVENTORY_REJECTION,-0.30057803468210503,0.0901816256343857,-0.5652173913043801,-0.07692307692311895,-0.6820809248554993,0.002238640428901698,-0.20848056537102502,-0.14285714285716455,-1.0982658959537834,-0.06416536522555465,-0.07630522088353575,-0.5000000000000111,-3.4682080924855696,-0.02369200238198608,-0.059523809523809285,-0.6413043478260895,0.0,0.0,2.2322097378277155,0.6428571428570269,-0.07142857142851343,0.4595985194085371,0.34004759796565087,-0.25203720275863617,0.2335099234402626,-0.7779747092839795,0.8056000273104491,-0.0025617171579747134,0.09644014722848662,-0.5575527909102769,-0.8669926443222868,-0.12452813394522244,-0.2312732516314966,-1.0,-1.0,1.4051241830065186,1.9266787871274256,0.0,3.713572066704308,0.6936416184971074,-0.15322535760373973,3.791155227206302,0.9795918367346981,0.5555856644066579,1.0,0.04624277456646506,0.7514450867051805,35.347218445808764,0.3388892307692426,2.3692307692308834,1.7803468208092827,1.0,0.03781882562735844,0.019576845030491792,0.2183988062010412,0.004342480197604373,0.29774814771685165,0.20052028035303168,0.1435790916293711,0.023123902254348808,0.2938613469441922,-0.009788958286496209,0.02203074634912544,0.2473019552151793,0.05937545110649487,0.4736054887593758,0.2599906859270039,0.5883194026131744,0.10874092044919302,0.5768231132541228,0.0,1.584962500721156,-0.15322535760374,-0.15028901734103609,1.2662440588946,-0.34682080924853725,0.00206183348852379,1.049170495027544,0.13515678245787077,-0.17751479289941824,1.0,-0.5371239304444164,-0.0961770241466731,0.014685352323039948,-0.1449569944110829,-0.6921366861809374,0.011147634279085477,0.19351165264795944,-0.191273012219058,-0.25781744053432476,-1.0948448864963585,-0.0005938490117644796,-0.010217828666956285,-0.05394753655859837,-58.482566791902,-6.0122078389690525,-4.960299999999999,1.9771000000000003,0.29876096407189034,0.3532464588342726,1755294780000000000,1.567033326881803,1,135.0,False,2025-08,0.3919690194881234,-0.0005133053800673894
SOLUSDT:60:1755324000000000000:-1:1755339780000000000:1,SOLUSDT:60:1755324000000000000:-1,SOLUSDT,1,1755339780000000000,1755338400000000000,186.01,185.27,186.84,1.121621621621668,186.01,3.584962500721156,60:1755324000000000000:-1,OBSERVED_OPPOSING_STRUCTURE,185.82744577883776,186.01,186.85,185.34,INVENTORY_REJECTION,-0.12500000000002665,-0.12422029172968604,-0.07246376811595874,0.39726027397259744,-1.72499999999997,-0.045055997998345206,-0.27710843373494415,-0.1707317073170811,-5.4999999999999645,-0.13655454733581524,-0.2310924369747887,-0.5408805031446615,-1.5499999999999894,-0.03049846499183824,-0.020381328073635675,-0.6564705882352989,0.0,0.0,1.4367346938775618,0.5849056603773616,0.3396226415093925,1.4103270341908978,1.0677280786496801,0.8646049510328966,-0.03976442386059996,0.5376344086016616,1.074287837816712,0.8051983325254285,-1.161369965715836,-1.9616969085232419,-5.200712479180732,0.23669690852327196,-0.2992875208192327,1.0,1.0,-2.9328083989501605,1.6094379124341003,0.0,3.1780538303479458,1.8249999999999484,-0.19485324781876967,3.321977258939605,1.0,0.982201536141406,1.0,0.0,1.8499999999999255,39.7828073759465,0.30103783783784566,1.121621621621668,2.075000000000002,1.0,0.06535082145224827,0.08374760825900496,0.5417375419889527,0.0007949912982800804,-0.19084406702382312,0.3000842736383426,0.6358071487861355,0.050005376633056015,-0.39077622586490945,-0.03883538856501178,-0.04802591931496188,0.20393661065233246,0.24573534238924583,-0.290431626773603,0.24281425393851927,-0.15514267809951926,-0.04003957976827935,0.3710487054287183,0.0,3.584962500721156,-0.19485324781876975,-0.47499999999998754,2.2930429222582505,1.6249999999999911,0.06572233981369245,1.111285217199374,-0.11047385826682168,-0.10000000000002843,1.0,-2.064986737400452,-0.16258161737376567,0.012934715254316697,0.33998673740048213,-1.6461962052984607,-0.07561226012231673,-0.2333246802295875,0.1882686822312421,12.884125601644314,-5.4648083634862665,-0.002920706668359332,-0.28278371743001957,0.1462291700942043,-74.11767732051544,-4.7354050450543195,-6.6838,-1.3818000000000001,0.8588985935861038,0.9603194014704981,1755342180000000000,0.6939455999731358,1,40.0,False,2025-08,0.3919690194881234,-0.010443766281399466
BTCUSDT:15:1755350100000000000:1:1755361260000000000:1,BTCUSDT:15:1755350100000000000:1,BTCUSDT,-1,1755361260000000000,1755356460000000000,117747.2,117786.1,117557.40000000001,4.879177377890636,117750.0,1.584962500721156,15:1755350100000000000:1,OBSERVED_OPPOSING_STRUCTURE,117708.27432762449,117750.0,117700.6,117557.3,INVENTORY_REJECTION,0.26311899482634926,0.4083887868477313,1.0,1.0,-0.9992609016997756,-0.19486107812871048,-0.25664388762334484,-0.6877192982455629,-0.5469327420546816,-0.01996537163062462,-0.039521469771413416,-0.8285989407799408,-5.123429416112104,-0.039645906469404295,-0.06661029326978224,-0.8500483091787328,0.0,0.0,1.9205020920501492,0.994382022471584,0.005617977528415978,1.0471547771315066,0.6783158183358272,-0.08049644591797889,0.8650980456011811,1.363094849500257,0.9268370825510353,3.055864176284398,-0.3169398907103402,-0.5986642380084635,-0.3965657703300072,-0.4005966636913121,-0.1503669717246744,-1.0,1.0,-0.2908035927191508,2.087740344494531,0.0,4.394449154672439,0.5321507760532036,0.025613214849375645,3.711566449641901,0.9854696419304465,0.837148762110292,1.0,0.04138950480418108,0.5750184774576186,3.3036879008595306,3.632904370179133,4.879177377890636,2.8056171470803295,1.0,0.0066950696814701074,0.05777754808465378,0.1274618445574975,0.0,0.3899779306763597,0.38800181332796035,0.9696375655345341,0.17145391463882081,0.9719296114154897,-0.0158434048454766,0.015867365489714142,0.15253008982946292,0.2589883125907227,0.22028248006931714,0.3831399194581121,-0.04196041666521546,-0.0233550048971303,0.668126492378753,0.0,1.584962500721156,0.02561321484937497,1.5225424981522215,0.7048458185695874,-0.10199556541011132,0.07714875566259066,0.5980609626902886,-0.15233312248988332,-0.19249793899421258,1.0,-0.4259259259259133,-0.06905059765001384,0.007958180395995645,-0.5733349757738623,-1.0423530112329615,0.04280515620273582,-0.23976815160353676,0.04490707347482745,8.972833835816374,-0.3552640564632159,-0.19175463562842276,-0.22875407259458497,0.208788700963961,8.270991067060862,4.365750440292748,3.5485999999999995,-0.13540000000000035,0.655440258909217,0.6258296348811205,1755374700000000000,0.4981704565802221,1,224.0,False,2025-08,0.3919690194881234,-0.01270546331824291
BTCUSDT:15:1755369000000000000:1:1755373500000000000:1,BTCUSDT:15:1755369000000000000:1,BTCUSDT,-1,1755373500000000000,1755372780000000000,117710.9,117733.90000000001,117670.6,1.7521739130418634,117717.6,1.584962500721156,15:1755369000000000000:1,OBSERVED_OPPOSING_STRUCTURE,117705.40556171448,117717.6,117683.7,117670.5,INVENTORY_REJECTION,-1.0412371134022242,-0.4647296258329062,-0.6392405063289041,-0.5598455598452474,-1.4175257731963016,-0.15327374670437846,-0.26855468749997713,-0.4120667522463115,-2.2525773195881547,0.2875784921055259,-0.15338715338713063,-0.6843556168158813,-2.6417525773203803,0.24135715250183246,-0.04079926760338914,-0.31539289558660033,0.0,0.0,1.2212221695879222,0.9912280701749348,0.00877192982506528,0.6286820435305542,0.7248521104101227,-0.02687105719097016,1.0807223553136978,0.08313165519080457,0.08313165519080457,0.11514572929442282,-0.31538686772557883,-0.9254995973939915,-2.704067966237706,-0.4920261758023101,0.4514906466495514,1.0,-0.0,-1.267318469059111,1.6486586255873816,0.0,2.5649493574615367,0.41752577319592654,0.1509567908620297,2.091591440076901,0.8577494692142078,0.7261769410532207,1.0,0.17268041237148588,0.5927835051551921,1.9539396946259482,6.142038260865679,1.7521739130418634,1.0386597938144446,1.0,0.002939529852834758,0.16075793352189846,0.13143091527012782,0.0,0.9993154592127781,0.5135942810266031,-0.1638655462184874,0.002577317398103399,0.8601251639037254,-0.0785192870232101,-6.210877466243691e-05,0.14455836812541528,0.20386436841186312,-0.5017150324631146,0.27928480403684197,0.011694971975318385,-0.04794294606513836,0.5942538462800393,0.0,1.584962500721156,0.15095679086202907,0.4201030927833312,0.7806842021941863,0.33762886597963276,0.18815104166666663,0.34883780105344336,-0.4647296258329062,-0.6386687797144951,1.0,-0.7297297297296717,-0.10923079495459684,0.007428200268029302,-0.6877960434666299,-1.4753160241713534,0.057458980838952504,0.006375356548152931,-0.15964910325252923,-6.615586546718788,-2.4198949309971347,0.166480931181087,0.13512222177407446,0.1524562703314521,17.549278099480148,4.121877652627504,4.1139,0.7239999999999998,0.7292878756793286,0.6027084675674801,1755373620000000000,-0.3059270363944888,0,2.0,False,2025-08,0.3919690194881234,-0.02213416932345755
