event_ts,entry_ts,exit_ts,symbol,route,direction,direction_value,prior_beta,peer_factor_return,residual_return,residual_return_atr,residual_horizon_sum,residual_horizon_z,residual_leader_gap_z,volume_ratio,event_body_fraction,event_taker_pressure,confirmation_return,confirmation_body_fraction,confirmation_taker_pressure,entry_price,initial_stop,final_stop,exit_price,exit_reason,trailing_updates,holding_minutes,rank_score,gross_return,net_return
2024-04-28 13:30:00+00:00,2024-04-28 13:45:00+00:00,2024-04-28 19:35:00+00:00,ETHUSDT,BETA_RESIDUAL_PRICE_DISCOVERY_CONTINUATION,LONG,1.0,0.9051406880032425,0.0019415360264091266,0.003525907235958966,0.5974252558640057,0.0438030341642733,2.024240455278285,1.0974213251310412,2.7575229878114866,0.5049303944315501,0.09120569929140787,0.003662194350535497,0.5856727976766696,0.06456195104147744,3316.13,3281.5700208333333,3317.48375,3317.48375,TRAILING_STOP,10,350.0,3.334761815487505,0.00040823188475713756,-0.0015917681152428625
2024-04-29 13:30:00+00:00,2024-04-29 13:45:00+00:00,2024-04-29 14:25:00+00:00,ETHUSDT,BETA_RESIDUAL_PRICE_DISCOVERY_CONTINUATION,SHORT,-1.0,0.9349699564221154,-0.0015607887068852374,-0.00529460499008374,-0.8002901334611379,-0.03250191157593341,-2.1090372752300475,1.7469707718160203,2.1825718564727636,0.7398683754762801,-0.06175819309349806,-0.008818644589887126,0.7201763485477302,-0.1416234816742491,3121.24,3177.0833333333335,3153.12875,3153.12875,TRAILING_STOP,1,40.0,3.6838358416399757,-0.010216692724686283,-0.012216692724686283
2024-05-01 17:00:00+00:00,2024-05-01 17:15:00+00:00,2024-05-01 17:55:00+00:00,BTCUSDT,BETA_RESIDUAL_PRICE_DISCOVERY_CONTINUATION,SHORT,-1.0,0.6933770577521892,-0.004574660261275873,-0.0020474859376254204,-0.22293867999203495,-0.05402051755836199,-3.7508971009298886,1.906866618658291,1.568531377846326,0.5426441171122106,-0.1437097478052599,-0.004764852678892373,0.6740262962043988,-0.1753020016357565,56750.0,57487.06916666666,57487.06916666666,57487.06916666666,TRAILING_STOP,0,40.0,1.3116373848050729,-0.012988002936857423,-0.014988002936857424
2024-05-03 20:30:00+00:00,2024-05-03 20:45:00+00:00,2024-05-04 01:50:00+00:00,BTCUSDT,BETA_RESIDUAL_PRICE_DISCOVERY_CONTINUATION,LONG,1.0,0.7681136077172575,0.011565426544928916,0.0023903632553529224,0.3811066701469453,0.03305106863384371,1.8183500019180814,1.3232189847948264,5.089876416748953,0.7490680583661674,0.18048783749289043,0.0027193621453949213,0.5239557739557719,0.054045408478749835,62905.9,61891.75145833333,62932.159374999996,62932.159374999996,TRAILING_STOP,6,305.0,3.5272096088807197,0.00041743898426060966,-0.0015825610157393904
2024-05-06 14:00:00+00:00,2024-05-06 14:15:00+00:00,2024-05-06 14:50:00+00:00,SOLUSDT,BETA_RESIDUAL_PRICE_DISCOVERY_CONTINUATION,LONG,1.0,1.4865761193929088,0.0050881104777025146,0.0062533386560178076,0.6985148262309915,0.05912213991595665,2.333057164461074,1.6725392220525528,2.71333060108034,0.6596743894802718,0.06233261376522936,0.014113034530368829,0.7111913357400734,0.1416990491879777,155.713,151.19353958333332,153.59025,153.59025,TRAILING_STOP,1,35.0,4.421847101095164,-0.01363245201107166,-0.015632452011071662
2024-05-08 21:00:00+00:00,2024-05-08 21:15:00+00:00,2024-05-08 23:55:00+00:00,SOLUSDT,BETA_RESIDUAL_PRICE_DISCOVERY_CONTINUATION,SHORT,-1.0,1.639111201089951,-0.0015038055202961122,-0.010030280877989083,-0.8602896219609907,-0.04578565938745201,-1.5866388236101001,1.0343808143155084,2.3812190928293404,0.6712328767123289,-0.038991341754262776,-0.005900248916751116,0.8093385214007562,-0.012863027002575578,140.179,143.01140625000002,142.65040625,142.65040625,TRAILING_STOP,3,160.0,3.250290038545178,-0.017630360111001053,-0.019630360111001055
2024-05-17 07:00:00+00:00,2024-05-17 07:15:00+00:00,2024-05-17 12:20:00+00:00,SOLUSDT,BETA_RESIDUAL_PRICE_DISCOVERY_CONTINUATION,LONG,1.0,1.6690819394659315,0.004066226921259354,0.01349896061718641,1.2877053584625398,0.055402842710694275,1.727637546497767,0.5843625419104588,4.328337846819034,0.680309509264917,0.2313044874822099,0.009998800383877127,0.810403500243078,0.07684576396955167,168.387,162.91222708333333,166.44915625,166.44915625,TRAILING_STOP,4,305.0,9.629201813594594,-0.011508274094793602,-0.013508274094793602
2024-05-21 03:00:00+00:00,2024-05-21 03:15:00+00:00,2024-05-21 05:05:00+00:00,ETHUSDT,BETA_RESIDUAL_PRICE_DISCOVERY_CONTINUATION,LONG,1.0,1.1775085006614519,0.00018693335880213985,0.004698923909355381,0.4591687205646385,0.13334348266451088,6.7739763823002574,4.899007110547145,2.955807714792575,0.5204847085978084,0.14696912008849328,0.0020645196387769627,0.60574620909813,0.12777478136800458,3683.99,3653.557729166667,3653.557729166667,3653.557729166667,TRAILING_STOP,0,110.0,9.19373860723165,-0.008260682258456997,-0.010260682258456997
2024-05-21 10:00:00+00:00,2024-05-21 10:15:00+00:00,2024-05-21 16:15:00+00:00,ETHUSDT,BETA_RESIDUAL_PRICE_DISCOVERY_CONTINUATION,LONG,1.0,1.2022989292844375,7.461147485720954e-05,0.0047182382815292145,0.4456980184370291,0.12830168813790832,5.440791067138318,2.880425100067225,2.028978511331711,0.7358333333333462,0.09741406243267603,0.011767069036186184,0.8247716894977088,0.24644154091167358,3727.36,3661.1000416666666,3731.2303125,3793.77,SIX_HOUR_CAP,5,360.0,4.920171029888312,0.017816899896977878,0.015816899896977876
2024-05-24 11:00:00+00:00,2024-05-24 11:15:00+00:00,2024-05-24 17:15:00+00:00,XRPUSDT,BETA_RESIDUAL_PRICE_DISCOVERY_CONTINUATION,LONG,1.0,0.593556280504402,0.0010698323438813756,0.006417344117165542,0.5740853824035665,0.020195206148938036,1.5435211828954256,0.6841120951746914,2.0690614466460504,0.6909090909090817,0.16143591065485818,0.006837606837607035,0.8571428571428722,0.027159089885587573,0.5301,0.5211114583333334,0.52796875,0.5332,SIX_HOUR_CAP,11,360.0,1.833422139178367,0.005847953216374213,0.003847953216374213
