symbol,side,ts,entry,stop,target,episode,scale,source,root_ts,entry_kind,rr,nav_before,quantity,planned_risk_pct,entry_ts,exit_ts,nav_after,net_r,hold_minutes
ETHUSDT,-1,1763733360000000000,2751.36,2768.81,2728.54,144,60.0,1763730300000000000,1763731200000000000,market,1.3077363896847767,8360.70472213,11.611,2.9998546645366773,1763733420000000000,1763734560000000000,8595.13748236,0.9346610842882574,19.0
ETHUSDT,-1,1763751480000000000,2775.82,2805.95,2714.86,146,60.0,1763743800000000000,1763746200000000000,market,2.0232326584799143,8595.13748236,7.525,2.9997088500680955,1763751540000000000,1763756940000000000,9034.19832722,1.702748970027505,90.0
XRPUSDT,1,1763787000000000000,1.9223,1.9131,1.9336,153,60.0,1763783400000000000,1763785500000000000,market,1.2282608695652437,9034.19832722,20815.5,2.999990336586799,1763787060000000000,1763787180000000000,9218.372470740002,0.6795443153861491,2.0
ETHUSDT,-1,1763804520000000000,2731.88,2738.74,2720.02,155,60.0,1763800500000000000,1763802900000000000,market,1.7288629737608532,9218.372470740002,24.719,2.9999420929178418,1763804580000000000,1763806680000000000,9444.30595625,0.8169680936164289,35.0
ETHUSDT,-1,1763825760000000000,2743.59,2749.61,2735.46,158,60.0,1763823000000000000,1763823300000000000,market,1.3504983388704541,9444.30595625,25.665,2.9998966049955844,1763825820000000000,1763826060000000000,9574.20735319,0.45848224154588413,4.0
ETHUSDT,-1,1763830320000000000,2751.28,2758.01,2743.91,160,60.0,1763826600000000000,1763828700000000000,market,1.0950965824665484,9574.20735319,25.702,2.9999553555056453,1763830380000000000,1763831160000000000,9692.09141452,0.41042235310380837,13.0
ETHUSDT,-1,1763842080000000000,2749.0,2754.13,2743.21,161,60.0,1763836800000000000,1763837700000000000,market,1.1286549707602027,9692.09141452,30.198,2.9999324119973045,1763842140000000000,1763842440000000000,9385.66827833,-1.0538596988844555,5.0
BTCUSDT,1,1763856120000000000,84749.5,84617.90000000001,84997.7,162,60.0,1763852400000000000,1763853600000000000,market,1.8860182370819614,9385.66827833,1.043,2.997881633708776,1763856180000000000,1763856420000000000,9471.02848911,0.30315799311837477,4.0
ETHUSDT,1,1763868780000000000,2813.54,2808.16,2821.77,164,60.0,1763865900000000000,1763867400000000000,market,1.5297397769516452,9471.02848911,28.074,2.999992862839536,1763868840000000000,1763870220000000000,9619.19761463,0.5214819970550844,23.0
SOLUSDT,1,1763876820000000000,130.44,130.09,130.83,166,60.0,1763871900000000000,1763874300000000000,market,1.1142857142857747,9619.19761463,476.81,2.999961515617144,1763876880000000000,1763878740000000000,9329.7993995,-1.0028494639020966,31.0
XRPUSDT,1,1763905140000000000,2.0388,2.0313,2.0467,170,60.0,1763900700000000000,1763901900000000000,market,1.0533333333332662,9329.7993995,25101.2,2.999998820907984,1763905200000000000,1763906160000000000,9468.14920767,0.4942936149924619,16.0
BTCUSDT,1,1763910480000000000,86631.0,86406.0,86901.90000000001,172,60.0,1763906700000000000,1763907900000000000,market,1.2039999999999742,9468.14920767,0.785,2.9999476675799346,1763910540000000000,1763912280000000000,9621.826982929999,0.5410341975300659,29.0
BTCUSDT,1,1763919480000000000,86910.8,86457.90000000001,87387.0,174,60.0,1763914200000000000,1763915700000000000,market,1.0514462353720202,9621.826982929999,0.488,2.9972020776914703,1763919540000000000,1763925840000000000,9816.03419518,0.6728008883501484,105.0
SOLUSDT,1,1763928240000000000,132.41,132.18,133.0,176,60.0,1763925600000000000,1763926500000000000,market,2.565217391304477,9816.03419518,578.21,2.9999499233640954,1763928300000000000,1763928420000000000,9522.76881373,-0.9958719092278783,2.0
