symbol,side,ts,entry,stop,target,episode,scale,source,root_ts,entry_kind,rr,nav_before,quantity,planned_risk_pct,entry_ts,exit_ts,nav_after,net_r,hold_minutes
XRPUSDT,-1,1763340360000000000,2.2257,2.2496,2.1967,86,60.0,1763334300000000000,1763336400000000000,market,1.213389121338877,10000.0,10797.9,2.999989532144045,1763340420000000000,1763349060000000000,9700.03023438,-0.9998992187333355,144.0
XRPUSDT,1,1763401800000000000,2.1698,2.1613,2.2205,89,60.0,1763393400000000000,1763396400000000000,market,5.964705882352815,9700.03023438,23947.7,2.9999898955906037,1763401860000000000,1763402040000000000,9401.34779237,-1.0263969451400068,3.0
BTCUSDT,-1,1763414160000000000,92009.90000000001,92227.8,91448.0,91,60.0,1763409900000000000,1763411400000000000,market,2.5787058283615036,9401.34779237,0.77,2.9976363299650726,1763414220000000000,1763419380000000000,9046.72017992,-1.2573644413616636,86.0
ETHUSDT,-1,1763419740000000000,3019.51,3030.97,2981.93,92,60.0,1763411700000000000,1763413800000000000,market,3.279232111692828,9046.72017992,16.989,2.999921923696915,1763419800000000000,1763424060000000000,8778.76388998,-0.9873054713418002,71.0
XRPUSDT,-1,1763443980000000000,2.1624,2.1775,2.1337,98,60.0,1763436900000000000,1763437800000000000,market,1.9006622516555687,8778.76388998,13744.2,2.999981309523637,1763444040000000000,1763449260000000000,9137.490584000001,1.362100247505412,87.0
BTCUSDT,-1,1763464440000000000,91393.3,91567.1,91216.0,104,60.0,1763461800000000000,1763462100000000000,market,1.0201380897583425,9137.490584000001,0.853,2.9998964963600265,1763464500000000000,1763464680000000000,9199.43145032,0.2259587055132295,3.0
SOLUSDT,1,1763487540000000000,139.95,138.66,141.9,108,60.0,1763480100000000000,1763482200000000000,market,1.5116279069767666,9199.43145032,181.41,2.9998542686559713,1763487600000000000,1763493720000000000,9524.2365359,1.176902751487252,102.0
BTCUSDT,1,1763496060000000000,93262.20000000001,92949.6,93575.90000000001,110,60.0,1763491800000000000,1763492700000000000,market,1.0035188739603047,9524.2365359,0.622,2.997480753916542,1763496120000000000,1763496720000000000,9281.493435260001,-0.8495627610150843,10.0
SOLUSDT,1,1763504040000000000,140.46,139.57,141.49,111,60.0,1763499600000000000,1763500200000000000,market,1.157303370786536,9281.493435260001,245.0,2.9999056741497325,1763504100000000000,1763505240000000000,9492.94078095,0.7593869354642162,19.0
BTCUSDT,-1,1763515860000000000,92291.1,92633.40000000001,91890.59999999999,113,60.0,1763511600000000000,1763513700000000000,market,1.1700262927256693,9492.94078095,0.586,2.9987916499427363,1763515920000000000,1763518260000000000,9196.95789944,-1.0393087113881725,39.0
BTCUSDT,-1,1763520840000000000,92578.5,92836.0,92223.3,114,60.0,1763517300000000000,1763518800000000000,market,1.379417475728144,9196.95789944,0.676,2.997391778873863,1763520900000000000,1763522220000000000,9463.6122427,0.9664584970219197,22.0
SOLUSDT,-1,1763533260000000000,138.09,138.57,137.54,115,60.0,1763531400000000000,1763531700000000000,market,1.1458333333333814,9463.6122427,386.26,2.9999964507193058,1763533320000000000,1763533980000000000,9179.11303056,-1.002081111115738,11.0
BTCUSDT,-1,1763535660000000000,90937.2,91064.09999999999,90758.20000000001,116,60.0,1763531700000000000,1763534400000000000,market,1.4105594956656669,9179.11303056,0.992,2.9999231694008035,1763535720000000000,1763535900000000000,8892.83896762,-1.0395850593512594,3.0
BTCUSDT,-1,1763547300000000000,91473.0,91650.09999999999,91234.8,117,60.0,1763543400000000000,1763544900000000000,market,1.3450028232636322,8892.83896762,0.821,2.997214621205967,1763547360000000000,1763549400000000000,9033.79373437,0.5283455870625546,34.0
SOLUSDT,-1,1763582580000000000,131.48,132.05,130.74,123,60.0,1763578500000000000,1763579400000000000,market,1.2982456140351193,9033.79373437,335.83,2.9999584632911738,1763582640000000000,1763583300000000000,8759.64439232,-1.0115696318036327,11.0
XRPUSDT,-1,1763591760000000000,2.0836,2.0952,2.0693,124,60.0,1763583300000000000,1763589600000000000,market,1.2327586206896475,8759.64439232,16863.1,2.999998493461861,1763591820000000000,1763592660000000000,8495.13895113,-1.0065303618257415,14.0
ETHUSDT,-1,1763626320000000000,3031.85,3043.69,3019.25,125,60.0,1763621700000000000,1763623200000000000,market,1.0641891891891684,8495.13895113,15.429,2.999890305849404,1763626380000000000,1763630520000000000,8643.986803290001,0.5840510791574587,69.0
XRPUSDT,-1,1763635140000000000,2.1202,2.1263,2.1118,127,60.0,1763632200000000000,1763633100000000000,market,1.3770491803278642,8643.986803290001,25186.3,2.999988257299238,1763635200000000000,1763638020000000000,8788.38155645,0.5568215857102728,47.0
XRPUSDT,-1,1763642520000000000,2.1179,2.1225,2.1091,128,60.0,1763638500000000000,1763640900000000000,market,1.913043478260878,8788.38155645,27847.3,2.9999933398440555,1763642580000000000,1763643000000000000,8523.38869562,-1.005087831503763,7.0
BTCUSDT,-1,1763675880000000000,87380.4,87631.0,87021.3,134,60.0,1763672400000000000,1763673900000000000,market,1.4329608938546805,8523.38869562,0.667,2.9960111796744537,1763675940000000000,1763676660000000000,8181.49241866,-1.337090560141859,12.0
ETHUSDT,-1,1763686620000000000,2860.0,2869.61,2846.96,135,60.0,1763682900000000000,1763684400000000000,market,1.356919875130051,8181.49241866,17.421,2.999980524053825,1763686680000000000,1763686980000000000,7935.061804649999,-1.0040165510143861,5.0
XRPUSDT,-1,1763697120000000000,1.9897,2.0006,1.9756,137,60.0,1763694000000000000,1763694600000000000,market,1.2935779816513342,7935.061804649999,16096.1,2.999995485616378,1763697180000000000,1763698560000000000,8122.03617531,0.7854354730227442,23.0
BTCUSDT,-1,1763724000000000000,82849.7,83332.9,82325.90000000001,141,60.0,1763720400000000000,1763721900000000000,market,1.084023178807897,8122.03617531,0.402,2.9999217172233124,1763724060000000000,1763725680000000000,8360.70472213,0.9795103168239357,27.0
