ts,symbol,role,price,quantity,cost
1754784180000000000,BTCUSDT-PERP.BINANCE,entry,116482.7,1.017,108.79357512
1754785020000000000,BTCUSDT-PERP.BINANCE,exit,116554.3,1.017,23.70714462
1754792520000000000,ETHUSDT-PERP.BINANCE,entry,4288.01,10.456,34.06801157
1754792700000000000,ETHUSDT-PERP.BINANCE,exit,4265.98,10.456,32.45615363
1754799240000000000,SOLUSDT-PERP.BINANCE,entry,184.86,334.48,51.07873911
1754799720000000000,SOLUSDT-PERP.BINANCE,exit,185.68,334.48,12.42124928
1754806080000000000,SOLUSDT-PERP.BINANCE,entry,182.2,305.03,48.77400235
1754806560000000000,SOLUSDT-PERP.BINANCE,exit,181.54,305.03,48.80659992
1754808300000000000,BTCUSDT-PERP.BINANCE,entry,117935.90000000001,0.712,68.62542181
1754809440000000000,BTCUSDT-PERP.BINANCE,exit,118126.7,0.712,16.82124208
1754831760000000000,ETHUSDT-PERP.BINANCE,entry,4194.72,18.458,59.01299831
1754832720000000000,ETHUSDT-PERP.BINANCE,exit,4181.36,18.458,15.43590858
1754842560000000000,ETHUSDT-PERP.BINANCE,entry,4220.23,19.79,71.29364277
1754842800000000000,ETHUSDT-PERP.BINANCE,exit,4227.85,19.79,66.37629562
1754862240000000000,BTCUSDT-PERP.BINANCE,entry,118213.49999999999,0.753,75.91328526
1754862540000000000,BTCUSDT-PERP.BINANCE,exit,118428.7,0.753,17.83536222
1754872740000000000,XRPUSDT-PERP.BINANCE,entry,3.191,13946.6,36.57887543
1754874780000000000,XRPUSDT-PERP.BINANCE,exit,3.2064,13946.6,41.03264784
1754883240000000000,ETHUSDT-PERP.BINANCE,entry,4295.02,14.222,46.39398607
1754885160000000000,ETHUSDT-PERP.BINANCE,exit,4318.63,14.222,12.28391117
1754905560000000000,BTCUSDT-PERP.BINANCE,entry,121442.9,0.537,51.04739489
1754908740000000000,BTCUSDT-PERP.BINANCE,exit,121090.20000000001,0.537,50.34525578
1754909520000000000,XRPUSDT-PERP.BINANCE,entry,3.2641,13271.2,38.01109197
