symbol,side,ts,entry,stop,target,episode,scale,source,root_ts,entry_kind,rr,nav_before,quantity,planned_risk_pct,entry_ts,exit_ts,nav_after,net_r,hold_minutes
SOLUSDT,-1,1722645000000000000,153.25,154.01,152.25,93,60.0,1722639900000000000,1722640500000000000,market,1.3262599469496563,10000.0,281.66,2.999951364743142,1722645060000000000,1722645360000000000,10226.01111277,0.7533703758999977,5.0
SOLUSDT,-1,1722651360000000000,151.84,152.55,150.37,94,60.0,1722647700000000000,1722648900000000000,market,2.0688202247191114,10226.01111277,311.01,2.999998503138642,1722651420000000000,1722651540000000000,9916.997934480001,-1.0072783182750844,2.0
BTCUSDT,-1,1722680340000000000,61698.0,61756.99999999999,61578.899999999994,95,60.0,1722676500000000000,1722678300000000000,market,2.0186440677965853,9916.997934480001,1.798,2.99833726628634,1722680400000000000,1722681480000000000,9616.021314,-1.0116523248551132,18.0
ETHUSDT,1,1722691080000000000,3004.0,2998.04,3010.83,96,60.0,1722688500000000000,1722689400000000000,market,1.145973154362397,9616.021314,25.383,2.9999870121236674,1722691140000000000,1722693720000000000,9705.047641050001,0.308604165704122,43.0
SOLUSDT,-1,1722696060000000000,152.24,152.86,151.54,97,60.0,1722692700000000000,1722694200000000000,market,1.125200642054627,9705.047641050001,321.2,2.9999135844695237,1722696120000000000,1722696960000000000,9869.43840184,0.5646228879037615,14.0
BTCUSDT,-1,1722717900000000000,60500.4,60690.1,60132.899999999994,99,60.0,1722713400000000000,1722714600000000000,market,1.9372693726937567,9869.43840184,1.038,2.9978112985875978,1722717960000000000,1722719100000000000,10222.679227139999,1.1930460171342139,19.0
SOLUSDT,-1,1722722520000000000,141.83,143.28,140.08,100,60.0,1722715800000000000,1722717600000000000,market,1.2084195997239406,10222.679227139999,182.94,2.9998473328644564,1722722580000000000,1722727140000000000,9911.65197624,-1.0141739557351352,76.0
ETHUSDT,-1,1722746160000000000,2913.82,2918.16,2909.45,102,60.0,1722742500000000000,1722744300000000000,market,1.0069124423962545,9911.65197624,27.201,2.999992169087788,1722746220000000000,1722746520000000000,9924.71573454,0.04393400928965896,5.0
BTCUSDT,-1,1722764520000000000,60628.0,60690.1,60481.100000000006,104,60.0,1722759300000000000,1722761400000000000,market,2.365539452496053,9924.71573454,1.738,2.998580536840843,1722764580000000000,1722764880000000000,9667.97583053,-0.8622913773287981,5.0
XRPUSDT,-1,1722788220000000000,0.5301,0.5335,0.5259,107,60.0,1722784500000000000,1722785100000000000,market,1.2352941176470684,9667.97583053,65819.2,2.999998436590853,1722788280000000000,1722790080000000000,9894.60250156,0.7813654585080358,30.0
ETHUSDT,-1,1722798360000000000,2711.17,2738.81,2682.17,108,60.0,1722793500000000000,1722795000000000000,market,1.0492040520983956,9894.60250156,9.377,2.999704672553736,1722798420000000000,1722799140000000000,9597.496988089999,-1.0009009572749714,12.0
SOLUSDT,-1,1722822120000000000,130.85,133.6,127.05,109,60.0,1722820500000000000,1722821100000000000,market,1.3793604651162856,9597.496988089999,97.45,2.9997457227224573,1722822180000000000,1722824040000000000,9954.0138948,1.2382287699679084,31.0
XRPUSDT,-1,1722826980000000000,0.4755,0.4786,0.4681,111,60.0,1722823800000000000,1722825000000000000,market,2.3870967741935427,9954.0138948,72930.1,2.999997390035004,1722827040000000000,1722827400000000000,10439.78665054,1.6267231854872444,6.0
XRPUSDT,1,1722882660000000000,0.4849,0.4811,0.494,119,60.0,1722875700000000000,1722877800000000000,market,2.394736842105281,10439.78665054,65622.7,2.999996627120686,1722882720000000000,1722883200000000000,10118.18818812,-1.0268359982987585,8.0
SOLUSDT,1,1722927900000000000,141.7,140.88,143.51,124,60.0,1722924600000000000,1722925200000000000,market,2.2082825822169108,10118.18818812,286.02,2.999954766656573,1722927960000000000,1722928440000000000,9810.685442420001,-1.0130362603225938,8.0
