symbol,side,ts,root_ts,source,scale,entry,stop,target,rr,entry_kind,zone_kind,root_low,root_high,pool,shift,flow,delivery_minutes,first_leg_minutes,test_effort,test_progress_per_volume,parent_guard,rebound_ts,tip,tip_ts,origin_ts,defended_ts,relative_strength,market_direction,market_breadth,episode
ETHUSDT,-1,1763826000000000000,1763821800000000000,1763819100000000000,15.0,2743.59,2754.42,2731.4300000000003,1.1228070175438538,limit,OB,2743.59,2743.68,2754.41,2740.19,0.020021815014389932,40,46,0.5762070333906647,1.216146995166512,2783.34,1763823600000000000,2749.6,1763825220000000000,1763825820000000000,1763824860000000000,0.0138767926534068,0.9039774034685426,0.75,158
ETHUSDT,-1,1763843820000000000,1763838900000000000,1763837100000000000,15.0,2749.79,2756.1400000000003,2743.21,1.0362204724408741,limit,OB,2749.79,2750.03,2756.13,2748.82,0.051299259190112356,52,31,1.1294172807618588,0.7865879435987928,2783.34,1763840700000000000,2755.67,1763842440000000000,1763843700000000000,1763842080000000000,0.05862072995007517,0.9428192775670647,1.0,161
ETHUSDT,1,1763859780000000000,1763856000000000000,1763852400000000000,15.0,2773.3,2766.1,2788.43,2.1013888888887613,limit,OB,2770.84,2773.3,2766.11,2774.55,-0.03458610021753161,33,61,0.8382854611493827,2.4761387613913888,2732.34,1763857800000000000,2766.87,1763858940000000000,1763859720000000000,1763858760000000000,0.1261358844904391,0.725427372815133,1.0,163
ETHUSDT,1,1763922060000000000,1763910900000000000,1763907300000000000,15.0,2806.99,2784.99,2845.52,1.7513636363636456,limit,OB,2805.76,2806.99,2808.0,2802.88,-0.04712723023666998,126,61,1.2095654922271988,0.6308225095110346,2775.0,1763914500000000000,2785.0,1763920140000000000,1763921940000000000,1763919780000000000,-0.040703392478521394,1.2329510511710344,1.0,173
SOLUSDT,1,1763489160000000000,1763482500000000000,1763480700000000000,15.0,140.22,138.66,141.9,1.0769230769230798,limit,FVG,140.15,140.22,138.67,140.51,-0.06117399107567112,81,31,0.38053118181772444,1.421239037604514,128.9,1763484300000000000,139.21,1763486940000000000,1763488980000000000,1763486520000000000,-0.2429960428015147,0.741372668640722,1.0,108
SOLUSDT,1,1763500800000000000,1763496000000000000,1763495100000000000,15.0,140.99,140.38,142.05,1.7377049180327517,limit,OB,140.94,140.99,140.83,141.02,0.031033174978011946,35,16,1.984507943296784,0.4270173564227824,128.9,1763498700000000000,140.39,1763500140000000000,1763500740000000000,1763499960000000000,0.005963652457979696,0.6464731124611436,0.75,110
SOLUSDT,1,1763517660000000000,1763512200000000000,1763505900000000000,15.0,140.3,139.19,141.72,1.2792792792792522,limit,FVG,139.94,140.3,139.2,140.34,-0.09151947497051804,31,106,1.141720585178285,2.5980757881054224,128.9,1763515800000000000,139.71,1763517540000000000,1763517480000000000,1763517180000000000,0.028275056606968996,0.13478981839873488,1.0,113
SOLUSDT,-1,1763593260000000000,1763587800000000000,1763581500000000000,15.0,135.41,135.92999999999998,134.07,2.5769230769231735,limit,OB,135.41,135.58,135.92,135.39,0.1312053764347053,31,106,0.23305805862760587,5.277033934370919,141.05,1763591400000000000,135.6,1763593200000000000,1763593140000000000,1763593080000000000,0.26958598418478774,-0.2836575601644102,0.0,124
SOLUSDT,-1,1763671260000000000,1763663400000000000,1763659800000000000,15.0,133.46,134.6,131.51,1.7105263157895092,limit,OB,133.46,133.48,134.48,133.44,-0.035339753721336686,86,61,0.8110338353618632,0.8965200517358789,144.78,1763666100000000000,134.59,1763670660000000000,1763671200000000000,1763670480000000000,0.06692424385484519,0.15915430433694935,0.75,132
SOLUSDT,-1,1763733540000000000,1763716500000000000,1763711100000000000,15.0,127.77,128.82,121.56,5.914285714285724,limit,OB,127.77,127.91,128.81,127.46,-0.035945358079183976,89,91,1.6595691644711832,0.5390192751879707,136.59,1763728200000000000,128.21,1763733180000000000,1763733300000000000,1763732820000000000,0.12627305005721112,0.2732151690595235,0.75,140
SOLUSDT,-1,1763752440000000000,1763747100000000000,1763742600000000000,15.0,128.93,130.54999999999998,126.48,1.5123456790123697,limit,FVG,128.93,129.04,130.54,128.81,-0.030747493221616518,44,76,0.6892486942441015,2.946933529199884,136.59,1763749800000000000,130.32,1763751000000000000,1763752200000000000,1763750880000000000,0.10669691795770708,0.570257164027462,1.0,146
SOLUSDT,-1,1763777220000000000,1763770500000000000,1763766900000000000,15.0,129.05,129.88,127.9,1.3855421686747322,limit,FVG,129.05,129.3,129.36,128.91,0.008278894571540518,97,61,0.597360973830414,0.7004394406453448,136.59,1763771400000000000,129.87,1763775420000000000,1763777040000000000,1763774940000000000,0.26897266710667056,0.9807637578999895,1.0,152
XRPUSDT,-1,1763425020000000000,1763419500000000000,1763410500000000000,15.0,2.1643,2.172,2.1483000000000003,2.077922077921951,limit,OB,2.1643,2.1659,2.1719,2.1603,0.13211689767198287,32,151,0.27681597774848965,8.663021238080136,2.3067,1763423100000000000,2.1673,1763424540000000000,1763424600000000000,1763424420000000000,0.33948642393006523,-0.3060707601486903,0.25,92
XRPUSDT,1,1763510040000000000,1763503200000000000,1763498700000000000,15.0,2.2121,2.202,2.2335999999999996,2.1287128712870924,limit,OB,2.2107,2.2121,2.2021,2.2152,-0.09580378086138153,69,76,0.45098042190288334,1.4965959918512537,2.1236,1763505900000000000,2.21,1763509860000000000,1763509800000000000,1763509620000000000,0.7279911650539084,-0.322577567914513,0.25,111
XRPUSDT,-1,1763619360000000000,1763615700000000000,1763613000000000000,15.0,2.144,2.1489000000000003,2.1349,1.8571428571428312,limit,OB,2.144,2.1461,2.1488,2.1404,0.17912233189730442,31,46,0.5709909016435304,1.68443636596485,2.2191,1763617500000000000,2.147,1763618940000000000,1763619060000000000,1763618760000000000,0.11137681723560477,0.2922872688665312,0.75,124
XRPUSDT,1,1763787240000000000,1763780400000000000,1763777700000000000,15.0,1.9349,1.9131,1.9583,1.0733944954128358,limit,FVG,1.9279,1.9349,1.9365,1.9319,0.10814907584287581,99,46,1.1660307275270867,0.8622038580753758,1.8201,1763781300000000000,1.9132,1763786520000000000,1763786820000000000,1763786100000000000,0.17439067573170952,1.8231183650988272,1.0,153
XRPUSDT,1,1763845440000000000,1763840700000000000,1763839800000000000,15.0,1.9267,1.9184,1.9356,1.0722891566264983,limit,OB,1.9264,1.9267,1.9242,1.9272,-0.04068210061159505,34,16,1.6208044752985777,0.4214459182151622,1.8873,1763843400000000000,1.9185,1763844840000000000,1763845320000000000,1763844240000000000,0.931843306092615,0.022137257254420215,0.5,161
