close_ema_120,close_ema_480,close_ema_5,close_ema_60,entry_index,entry_price,entry_time,event_id,exit_index,exit_price,exit_reason,exit_time,fan_magnitude,fan_magnitude_gain,gross_return,hold_minutes,mae_120m_net,mae_30m_net,mae_60m_net,mfe_120m_net,mfe_30m_net,mfe_60m_net,net_return,period_label,planned_loss_fraction,r_multiple,signal_episode_number,signal_time,split,stop_price,symbol
2228.938509023694,2222.8697951133163,2325.4147280268126,2234.6343017205986,18632,2439.38,2025-03-02 16:40:00+00:00,ETHUSDT:2025-03-02T16:39:59.999000+00:00:1,18641,2463.7738,roi_0.01,2025-03-02 17:29:59.999000+00:00,1.005292485701657,1.0027076156361512,0.010000000000000009,49.99998333333333,-0.024073667079339875,-0.024073667079339875,-0.024073667079339875,0.03114528199788459,0.023721264419647628,0.023721264419647628,0.008100000000000008,claim_2025_q1,0.0519,0.15606936416184986,1,2025-03-02 16:39:59.999000+00:00,claim_reproduction,2317.411,ETHUSDT
2233.1950625935506,2223.9658042812443,2379.0964853512082,2242.8908819920543,18633,2486.45,2025-03-02 16:45:00+00:00,ETHUSDT:2025-03-02T16:44:59.999000+00:00:2,18644,2511.3145,roi_0.01,2025-03-02 17:44:59.999000+00:00,1.008509608229757,1.003200185591614,0.010000000000000009,59.99998333333333,-0.03918609061111221,-0.03918609061111221,-0.03918609061111221,0.011589110981519836,0.0035495364877638066,0.008339498079591457,0.008100000000000008,claim_2025_q1,0.0519,0.15606936416184986,2,2025-03-02 16:44:59.999000+00:00,claim_reproduction,2362.1274999999996,ETHUSDT
2236.538119410186,2224.8451564463953,2397.8809902341386,2249.2042956972327,18634,2435.47,2025-03-02 16:50:00+00:00,ETHUSDT:2025-03-02T16:49:59.999000+00:00:3,18643,2462.29,roi_0.01,,1.0109486897010598,1.002418500975498,0.011012248149227855,45.0,-0.019034269771337806,-0.019034269771337806,-0.019034269771337806,0.03280377380957279,0.01866687210271524,0.029486139020394445,0.009112248149227854,claim_2025_q1,0.0519,0.17557318206604727,3,2025-03-02 16:49:59.999000+00:00,claim_reproduction,2313.6964999999996,ETHUSDT
2240.396993469522,2225.864511305246,2421.9206601560923,2256.4434991169956,18635,2470.15,2025-03-02 16:55:00+00:00,ETHUSDT:2025-03-02T16:54:59.999000+00:00:4,18644,2494.8515,roi_0.01,2025-03-02 17:44:59.999000+00:00,1.0137380274749148,1.0027591289273838,0.010000000000000009,49.99998333333333,-0.03283334412889914,-0.03283334412889914,-0.03283334412889914,0.018276912333258913,0.006135949233852202,0.015005855919680856,0.008100000000000008,claim_2025_q1,0.0519,0.15606936416184986,4,2025-03-02 16:54:59.999000+00:00,claim_reproduction,2346.6425,ETHUSDT
2243.723985313001,2226.7618730046006,2428.507106770728,2262.5168270147988,18636,2441.68,2025-03-02 17:00:00+00:00,ETHUSDT:2025-03-02T16:59:59.999000+00:00:5,18645,2505.73,roi_0.01,,1.0160569275249687,1.002287474660322,0.026231938665181476,45.0,-0.021534022476327838,-0.021534022476327838,-0.021534022476327838,0.03017217981062227,0.017889653025785504,0.026862982864257492,0.024331938665181477,claim_2025_q1,0.0519,0.46882348102469124,5,2025-03-02 16:59:59.999000+00:00,claim_reproduction,2319.5959999999995,ETHUSDT
2249.5706806923986,2228.3819445976137,2426.272047453657,2272.813989475548,18638,2434.61,2025-03-02 17:10:00+00:00,ETHUSDT:2025-03-02T17:09:59.999000+00:00:6,18644,2507.6483000000003,roi_0.03,2025-03-02 17:44:59.999000+00:00,1.0199391513585243,1.0020314943447604,0.030000000000000027,34.99998333333333,-0.0022368095916800316,-0.0022368095916800316,-0.0022368095916800316,0.03316927187516662,0.02085107717457825,0.029850465166905385,0.028100000000000028,claim_2025_q1,0.0519,0.5414258188824668,6,2025-03-02 17:09:59.999000+00:00,claim_reproduction,2312.8795,ETHUSDT
2252.749181837979,2229.269628819661,2431.4713649691043,2278.356809492743,18639,2441.86,2025-03-02 17:15:00+00:00,ETHUSDT:2025-03-02T17:14:59.999000+00:00:7,18648,2479.83,roi_0.01,,1.0220194004522782,1.0020395815681584,0.015549622009451758,45.0,-0.003112190707084004,-0.003112190707084004,-0.003112190707084004,0.030096101332590677,0.026787148321361545,0.026787148321361545,0.013649622009451757,claim_2025_q1,0.0519,0.26299849729194136,7,2025-03-02 17:14:59.999000+00:00,claim_reproduction,2319.767,ETHUSDT
2256.3888647828057,2230.282852816253,2445.2975766460695,2284.7369140995384,18640,2472.96,2025-03-02 17:20:00+00:00,ETHUSDT:2025-03-02T17:19:59.999000+00:00:8,18652,2497.6896,roi_0.01,2025-03-02 18:24:59.999000+00:00,1.024415764670622,1.0023447345689165,0.010000000000000009,64.99998333333333,-0.013521700310559092,-0.013521700310559092,-0.013521700310559092,0.017117695393374724,0.013850355848861197,0.013850355848861197,0.008100000000000008,claim_2025_q1,0.0519,0.15606936416184986,8,2025-03-02 17:19:59.999000+00:00,claim_reproduction,2349.312,ETHUSDT
2259.7707017285443,2231.2421340935243,2450.528384430713,2290.515703801193,18641,2460.99,2025-03-02 17:25:00+00:00,ETHUSDT:2025-03-02T17:24:59.999000+00:00:9,18650,2485.5998999999997,roi_0.01,2025-03-02 18:14:59.999000+00:00,1.0265652789546973,1.0020982830977483,0.010000000000000009,49.99998333333333,-0.008714330818085357,-0.008714330818085357,-0.008714330818085357,0.02207409172731302,0.01879086018228439,0.01879086018228439,0.008100000000000008,claim_2025_q1,0.0519,0.15606936416184986,9,2025-03-02 17:24:59.999000+00:00,claim_reproduction,2337.9404999999997,ETHUSDT
2263.106392609064,2232.1998798977093,2454.212256287142,2296.1243692503344,18642,2461.58,2025-03-02 17:30:00+00:00,ETHUSDT:2025-03-02T17:29:59.999000+00:00:10,18652,2486.1958,roi_0.01,2025-03-02 18:24:59.999000+00:00,1.028637439652382,1.0020185376811057,0.010000000000000009,54.99998333333333,-0.0055968126162870705,-0.0055968126162870705,-0.0055968126162870705,0.02182866207882729,0.01854621747008013,0.02182866207882729,0.008100000000000008,claim_2025_q1,0.0519,0.15606936416184986,10,2025-03-02 17:29:59.999000+00:00,claim_reproduction,2338.5009999999997,ETHUSDT
2273.6638091506297,2235.2705361868343,2476.0936314924866,2313.606467379492,18645,2505.73,2025-03-02 17:45:00+00:00,ETHUSDT:2025-03-02T17:44:59.999000+00:00:11,18674,2505.73,roi_0,2025-03-02 20:14:59.999000+00:00,1.0350453915642317,1.0023162558156653,0.0,149.99998333333332,-0.023151292038647395,-0.023151292038647395,-0.023151292038647395,0.00379095632809602,-0.0016046768805897265,0.00379095632809602,-0.0019,claim_2025_q1,0.0519,-0.036608863198458574,11,2025-03-02 17:44:59.999000+00:00,claim_reproduction,2380.4435,ETHUSDT
240.2142957361177,225.73249879675114,260.07997494220797,244.858748353658,6242,265.38,2025-01-18 16:10:00+00:00,SOLUSDT:2025-01-18T16:09:59.999000+00:00:1,6243,252.111,stoploss,2025-01-18 16:19:59.999000+00:00,1.0847297117555414,1.002113613505548,-0.050000000000000044,9.999983333333335,-0.08875658301303789,-0.07605781144019895,-0.08875658301303789,-0.0004304092245081975,-0.0004304092245081975,-0.0004304092245081975,-0.05190000000000004,claim_2025_q1,0.0519,-1.0000000000000009,1,2025-01-18 16:09:59.999000+00:00,claim_reproduction,252.111,SOLUSDT
133.77690239570742,135.38417392542286,143.30392908894805,135.66082237518233,18030,145.16,2025-02-28 14:30:00+00:00,SOLUSDT:2025-02-28T14:29:59.999000+00:00:2,18041,146.6116,roi_0.01,2025-02-28 15:29:59.999000+00:00,1.0020434327125405,1.0020770461515476,0.010000000000000009,59.99998333333333,-0.018640148801322684,-0.018640148801322684,-0.018640148801322684,0.016217938826122782,0.012153458252962114,0.012153458252962114,0.008100000000000008,claim_2025_q1,0.0519,0.15606936416184986,2,2025-02-28 14:29:59.999000+00:00,claim_reproduction,137.902,SOLUSDT
134.49796011244106,135.54212664205838,145.01238105460703,136.82408498818972,18034,146.36,2025-02-28 14:50:00+00:00,SOLUSDT:2025-02-28T14:49:59.999000+00:00:3,18063,146.36,roi_0,2025-02-28 17:19:59.999000+00:00,1.0094580067311232,1.0020340943769575,0.0,149.99998333333332,-0.020552637332604692,-0.020552637332604692,-0.020552637332604692,0.007870429078983289,0.001721207980322394,0.007870429078983289,-0.0019,claim_2025_q1,0.0519,-0.036608863198458574,3,2025-02-28 14:49:59.999000+00:00,claim_reproduction,139.042,SOLUSDT
142.87313617415649,142.33211436218144,148.56317518402864,142.75715371120486,18619,155.89,2025-03-02 15:35:00+00:00,SOLUSDT:2025-03-02T15:34:59.999000+00:00:4,18624,160.5667,roi_0.03,2025-03-02 16:04:59.999000+00:00,1.0029862505094378,1.0027334251016986,0.030000000000000027,29.999983333333333,-0.018129392520366702,-0.018129392520366702,-0.018129392520366702,0.1527603374174098,0.05993847584835478,0.10310994290846122,0.028100000000000028,claim_2025_q1,0.0519,0.5414258188824668,4,2025-03-02 15:34:59.999000+00:00,claim_reproduction,148.0955,SOLUSDT
