close_ema_120,close_ema_480,close_ema_5,close_ema_60,entry_index,entry_price,entry_time,event_id,exit_index,exit_price,exit_reason,exit_time,fan_magnitude,fan_magnitude_gain,gross_return,hold_minutes,mae_120m_net,mae_30m_net,mae_60m_net,mfe_120m_net,mfe_30m_net,mfe_60m_net,net_return,period_label,planned_loss_fraction,r_multiple,signal_episode_number,signal_time,split,stop_price,symbol,symbol_priority,rejection_reason
29.143896738241146,29.043014047282547,31.160613641710622,29.505796187379058,3963,31.73,2022-06-15 19:25:00+00:00,SOLUSDT:2022-06-15T19:24:59.999000+00:00:2,3965,32.9,roi_0.03,,1.0159343702875705,1.002174582150575,0.03687362117869508,10.0,-0.024591459186889306,-0.0138760479041916,-0.023961140876142414,0.0365494169555627,0.0365494169555627,0.0365494169555627,0.03497362117869508,dev_cascade_2022_06,0.0519,0.6738655333081904,2,2022-06-15 19:24:59.999000+00:00,development,30.1435,SOLUSDT,2,GLOBAL_SLOT_OCCUPIED
29.299078430557973,29.083801340607316,31.954996634580926,29.774071464870293,3966,31.97,2022-06-15 19:40:00+00:00,SOLUSDT:2022-06-15T19:39:59.999000+00:00:5,3989,32.01,roi_0,,1.023733834383582,1.0020809806782436,0.0012511729746638167,115.0,-0.031928151391929824,-0.023169940569283662,-0.031928151391929824,0.01655480137629041,0.0018535189239914502,0.0018535189239914502,-0.0006488270253361833,dev_cascade_2022_06,0.0519,-0.012501484110523762,5,2022-06-15 19:39:59.999000+00:00,development,30.371499999999997,SOLUSDT,2,GLOBAL_SLOT_OCCUPIED
30.399719446466325,29.429900519992156,33.445064047303006,31.301169954334267,3996,34.07,2022-06-15 22:10:00+00:00,SOLUSDT:2022-06-15T22:09:59.999000+00:00:7,4007,34.4107,roi_0.01,2022-06-15 23:09:59.999000+00:00,1.063583953777585,1.0023472913695406,0.010000000000000009,59.99998333333333,-0.010118373936014101,-0.010118373936014101,-0.010118373936014101,0.06237942471382431,0.018058908130319976,0.018058908130319976,0.008100000000000008,dev_cascade_2022_06,0.0519,0.15606936416184986,7,2022-06-15 22:09:59.999000+00:00,development,32.3665,SOLUSDT,2,GLOBAL_SLOT_OCCUPIED
30.463525736607377,29.449984093713603,33.71670936486867,31.398180775503636,3997,34.26,2022-06-15 22:15:00+00:00,SOLUSDT:2022-06-15T22:14:59.999000+00:00:8,4010,34.602599999999995,roi_0.01,2022-06-15 23:24:59.999000+00:00,1.0661527244154232,1.0024152025128947,0.010000000000000009,69.99998333333333,-0.015618622300058381,-0.015618622300058381,-0.015618622300058381,0.05647711617046115,0.012402393461762985,0.012402393461762985,0.008100000000000008,dev_cascade_2022_06,0.0519,0.15606936416184986,8,2022-06-15 22:14:59.999000+00:00,development,32.547,SOLUSDT,2,GLOBAL_SLOT_OCCUPIED
30.64108344379649,29.5077914289494,34.00383981181294,31.655782772532334,4000,34.24,2022-06-15 22:30:00+00:00,SOLUSDT:2022-06-15T22:29:59.999000+00:00:10,4010,34.5824,roi_0.01,2022-06-15 23:24:59.999000+00:00,1.072794039796404,1.002094155073081,0.010000000000000009,54.99998333333333,-0.012414018691588745,-0.011537850467289822,-0.012414018691588745,0.05709532710280364,0.008614018691588855,0.015331308411214785,0.008100000000000008,dev_cascade_2022_06,0.0519,0.15606936416184986,10,2022-06-15 22:29:59.999000+00:00,development,32.528,SOLUSDT,2,GLOBAL_SLOT_OCCUPIED
30.70238784968415,29.527925352321752,34.119226541208626,31.744117763596847,4001,34.36,2022-06-15 22:35:00+00:00,SOLUSDT:2022-06-15T22:34:59.999000+00:00:11,4010,34.7036,roi_0.01,2022-06-15 23:24:59.999000+00:00,1.075054118595597,1.0021067219944866,0.010000000000000009,49.99998333333333,-0.015869732246798537,-0.015869732246798537,-0.015869732246798537,0.05339685681024432,0.005084866123399325,0.01177869615832351,0.008100000000000008,dev_cascade_2022_06,0.0519,0.15606936416184986,11,2022-06-15 22:34:59.999000+00:00,development,32.641999999999996,SOLUSDT,2,GLOBAL_SLOT_OCCUPIED
34.9932740571845,33.79366033618858,37.11030575616218,35.18368283047884,2492,38.0,2022-11-05 15:40:00+00:00,SOLUSDT:2022-11-05T15:39:59.999000+00:00:2,2501,38.43,roi_0.01,,1.041132640869972,1.0021912402054505,0.011315789473684168,45.0,-0.035847368421052614,-0.027952631578947437,-0.027952631578947437,0.01888947368421047,-0.0019,0.01888947368421047,0.009415789473684167,dev_ftx_2022_11,0.0519,0.18142176249873154,2,2022-11-05 15:39:59.999000+00:00,development,36.1,SOLUSDT,2,GLOBAL_SLOT_OCCUPIED
1220.291640163542,1239.9094188763595,1324.06741942936,1248.1143413612172,3926,1343.0,2022-11-10 15:10:00+00:00,ETHUSDT:2022-11-10T15:09:59.999000+00:00:2,3955,1275.85,stoploss,2022-11-10 17:39:59.999000+00:00,1.006617356364865,1.0022332728904453,-0.050000000000000044,149.99998333333332,-0.030194862248696927,-0.030194862248696927,-0.030194862248696927,0.0033122114668651245,-0.0007011913626211324,-0.0007011913626211324,-0.05190000000000004,dev_ftx_2022_11,0.0519,-1.0000000000000009,2,2022-11-10 15:09:59.999000+00:00,development,1275.85,ETHUSDT,1,GLOBAL_SLOT_OCCUPIED
15.328492917858933,16.311468400222154,18.098435212411662,16.383913969212376,3944,18.077,2022-11-10 16:40:00+00:00,SOLUSDT:2022-11-10T16:39:59.999000+00:00:4,3948,17.17315,stoploss,2022-11-10 17:04:59.999000+00:00,1.0044413885502324,1.0030599573410421,-0.050000000000000155,24.999983333333333,-0.11298037838136875,-0.060372091608120945,-0.10905273552027449,0.019287143884494165,0.019287143884494165,0.019287143884494165,-0.051900000000000154,dev_ftx_2022_11,0.0519,-1.0000000000000029,4,2022-11-10 16:39:59.999000+00:00,development,17.17315,SOLUSDT,2,GLOBAL_SLOT_OCCUPIED
15.377426919216637,16.319690984836615,18.161956808274443,16.44637580628738,3945,18.289,2022-11-10 16:45:00+00:00,SOLUSDT:2022-11-10T16:44:59.999000+00:00:5,3948,17.37455,stoploss,2022-11-10 17:04:59.999000+00:00,1.0077626973187468,1.003306622771995,-0.050000000000000155,19.999983333333333,-0.12328443873366511,-0.07128596970856814,-0.11940232380119196,-0.0010251571983159607,-0.0010251571983159607,-0.0010251571983159607,-0.051900000000000154,dev_ftx_2022_11,0.0519,-1.0000000000000029,5,2022-11-10 16:44:59.999000+00:00,development,17.37455,SOLUSDT,2,GLOBAL_SLOT_OCCUPIED
