close_ema_120,close_ema_480,close_ema_5,close_ema_60,entry_index,entry_price,entry_time,event_id,exit_index,exit_price,exit_reason,exit_time,fan_magnitude,fan_magnitude_gain,gross_return,hold_minutes,mae_120m_net,mae_30m_net,mae_60m_net,mfe_120m_net,mfe_30m_net,mfe_60m_net,net_return,period_label,planned_loss_fraction,r_multiple,signal_episode_number,signal_time,split,stop_price,symbol,symbol_priority
28.886042145658852,28.97858528444193,29.797797278372634,29.060608239630543,3955,31.17,2022-06-15 18:45:00+00:00,SOLUSDT:2022-06-15T18:44:59.999000+00:00:1,3963,32.1051,roi_0.03,2022-06-15 19:29:59.999000+00:00,1.0028304678914968,1.002180905710889,0.030000000000000027,44.99998333333333,-0.032057202438241936,-0.032057202438241936,-0.032057202438241936,0.055206191851138856,0.03339034327879366,0.055206191851138856,0.028100000000000028,dev_cascade_2022_06,0.0519,0.5414258188824668,1,2022-06-15 18:44:59.999000+00:00,development,29.6115,SOLUSDT,2
29.193253816947905,29.055849747709647,31.483742427807083,29.59183565664532,3964,32.13,2022-06-15 19:30:00+00:00,SOLUSDT:2022-06-15T19:29:59.999000+00:00:3,3987,32.13,roi_0,,1.0184467469920724,1.0024729714615235,0.0,115.0,-0.03675838779956429,-0.026176377217553712,-0.03675838779956429,0.023621319638966756,0.023621319638966756,0.023621319638966756,-0.0019,dev_cascade_2022_06,0.0519,-0.036608863198458574,3,2022-06-15 19:29:59.999000+00:00,development,30.523500000000002,SOLUSDT,2
29.25435705964298,29.071792160401085,31.95249495187139,29.699972192493014,3965,32.9,2022-06-15 19:35:00+00:00,SOLUSDT:2022-06-15T19:34:59.999000+00:00:4,3973,31.254999999999995,stoploss,2022-06-15 20:19:59.999000+00:00,1.0216078881076887,1.0031038845427633,-0.050000000000000044,44.99998333333333,-0.05934680851063821,-0.05083617021276597,-0.05934680851063821,-0.0003802431610941831,-0.0003802431610941831,-0.0003802431610941831,-0.05190000000000004,dev_cascade_2022_06,0.0519,-1.0000000000000009,4,2022-06-15 19:34:59.999000+00:00,development,31.254999999999995,SOLUSDT,2
30.338034059011978,29.41052640942845,33.13259607095451,31.207311308718477,3995,33.69,2022-06-15 22:05:00+00:00,SOLUSDT:2022-06-15T22:04:59.999000+00:00:6,3997,34.7007,roi_0.03,2022-06-15 22:19:59.999000+00:00,1.0610932587290927,1.002085378436749,0.030000000000000027,14.999983333333335,-0.004868239833778363,-0.004868239833778363,-0.004868239833778363,0.0743837637281093,0.03312523003858715,0.03312523003858715,0.028100000000000028,dev_cascade_2022_06,0.0519,0.5414258188824668,6,2022-06-15 22:04:59.999000+00:00,development,32.0055,SOLUSDT,2
30.52346745996924,29.469277299145148,33.84113957657912,31.48643714351991,3998,34.1,2022-06-15 22:20:00+00:00,SOLUSDT:2022-06-15T22:19:59.999000+00:00:9,4008,34.441,roi_0.01,2022-06-15 23:14:59.999000+00:00,1.068449586459091,1.0021543461748665,0.010000000000000009,54.99998333333333,-0.01099090909090915,-0.01099090909090915,-0.01099090909090915,0.06144310850439873,0.012762756598240456,0.012762756598240456,0.008100000000000008,dev_cascade_2022_06,0.0519,0.15606936416184986,9,2022-06-15 22:19:59.999000+00:00,development,32.395,SOLUSDT,2
30.122179503713678,30.16312075574883,32.10829952446589,30.332625342936808,5010,32.47,2022-06-19 11:00:00+00:00,SOLUSDT:2022-06-19T10:59:59.999000+00:00:12,5025,32.7947,roi_0.01,2022-06-19 12:19:59.999000+00:00,1.0056195971418398,1.002084088865749,0.010000000000000009,79.99998333333333,-0.03208170619032956,-0.012063227594702785,-0.012063227594702785,0.014114782876501376,0.007031321219587396,0.014114782876501376,0.008100000000000008,dev_cascade_2022_06,0.0519,0.15606936416184986,12,2022-06-19 10:59:59.999000+00:00,development,30.8465,SOLUSDT,2
34.94290891528844,33.77613908498269,36.67045863424327,35.08855343490185,2491,37.91,2022-11-05 15:35:00+00:00,SOLUSDT:2022-11-05T15:34:59.999000+00:00:1,2500,38.2891,roi_0.01,2022-11-05 16:24:59.999000+00:00,1.038856257271355,1.0022207698780419,0.010000000000000009,49.99998333333333,-0.025640437879187558,-0.025640437879187558,-0.025640437879187558,0.021312872592983437,0.00337565286204168,0.021312872592983437,0.008100000000000008,dev_ftx_2022_11,0.0519,0.15606936416184986,1,2022-11-05 15:34:59.999000+00:00,development,36.0145,SOLUSDT,2
1218.2309954604084,1239.4793955731293,1314.65112914404,1244.901268187021,3925,1331.67,2022-11-10 15:05:00+00:00,ETHUSDT:2022-11-10T15:04:59.999000+00:00:1,3939,1344.9867000000002,roi_0.01,2022-11-10 16:19:59.999000+00:00,1.0043743144365742,1.0020572301215216,0.010000000000000009,74.99998333333333,-0.02192748428664769,-0.017339260477445703,-0.02192748428664769,0.011864671427605845,0.008860924253005565,0.008860924253005565,0.008100000000000008,dev_ftx_2022_11,0.0519,0.15606936416184986,1,2022-11-10 15:04:59.999000+00:00,development,1265.0865000000001,ETHUSDT,1
15.282316328243116,16.304100836131223,18.109652818617494,16.3265551207111,3943,18.074,2022-11-10 16:35:00+00:00,SOLUSDT:2022-11-10T16:34:59.999000+00:00:3,3948,17.1703,stoploss,2022-11-10 17:04:59.999000+00:00,1.0013772169839699,1.0031882997706643,-0.050000000000000044,29.999983333333333,-0.11283283169193324,-0.05418505034856701,-0.09783891778245,0.019456644904282352,0.019456644904282352,0.019456644904282352,-0.05190000000000004,dev_ftx_2022_11,0.0519,-1.0000000000000009,3,2022-11-10 16:34:59.999000+00:00,development,17.1703,SOLUSDT,2
16.24809697491794,16.427041565490466,17.630957055089397,16.846063632332925,3996,18.071,2022-11-10 21:00:00+00:00,SOLUSDT:2022-11-10T20:59:59.999000+00:00:6,4007,18.251710000000003,roi_0.01,2022-11-10 21:59:59.999000+00:00,1.0255080663899172,1.0020538339235125,0.010000000000000009,59.99998333333333,-0.03460433290908092,-0.016951740357478914,-0.016951740357478914,0.02405318466050567,0.02405318466050567,0.02405318466050567,0.008100000000000008,dev_ftx_2022_11,0.0519,0.15606936416184986,6,2022-11-10 20:59:59.999000+00:00,development,17.167450000000002,SOLUSDT,2
