close_ema_120,close_ema_480,close_ema_5,close_ema_60,entry_index,entry_price,entry_time,event_id,exit_index,exit_price,exit_reason,exit_time,fan_magnitude,fan_magnitude_gain,gross_return,hold_minutes,mae_120m_net,mae_30m_net,mae_60m_net,mfe_120m_net,mfe_30m_net,mfe_60m_net,net_return,period_label,planned_loss_fraction,r_multiple,signal_episode_number,signal_time,split,stop_price,symbol,symbol_priority
0.3475207958509629,0.3482038149203372,0.3684990597250613,0.3501656177939959,5144,0.3769,2022-11-14 20:40:00+00:00,XRPUSDT:2022-11-14T20:39:59.999000+00:00:1,5174,0.3769,roi_0,2022-11-14 23:14:59.999000+00:00,1.0056340648482198,1.002249783981505,0.0,154.99998333333332,-0.045678190501459257,-0.044616901034757225,-0.045678190501459257,0.0036717697001858026,-0.0011040328999736154,-0.0011040328999736154,-0.0019,dev_ftx_2022_11,0.0519,-0.036608863198458574,1,2022-11-14 20:39:59.999000+00:00,development,0.358055,XRPUSDT,3
18.449335447124785,18.0349492128821,19.63050229967931,18.700872323096288,3149,20.284,2023-03-12 22:25:00+00:00,SOLUSDT:2023-03-12T22:24:59.999000+00:00:1,3165,20.48684,roi_0.01,2023-03-12 23:49:59.999000+00:00,1.0369240357903824,1.002343021751267,0.010000000000000009,84.99998333333333,-0.028275468349437935,-0.023739873792151353,-0.028275468349437935,0.011213784263458993,-0.0011112009465587974,-0.0011112009465587974,0.008100000000000008,confirm_recovery_2023_03,0.0519,0.15606936416184986,1,2023-03-12 22:24:59.999000+00:00,confirmation,19.269799999999996,SOLUSDT,2
20.270497691584797,19.85657006247019,21.439403926562974,20.34813722675749,3613,21.79,2023-03-14 13:05:00+00:00,SOLUSDT:2023-03-14T13:04:59.999000+00:00:2,3629,22.0079,roi_0.01,2023-03-14 14:29:59.999000+00:00,1.0247558950383069,1.002001736289927,0.010000000000000009,84.99998333333333,-0.023928453418999615,-0.023928453418999615,-0.023928453418999615,0.01287742083524558,0.009251904543368562,0.010307434603028976,0.008100000000000008,confirm_recovery_2023_03,0.0519,0.15606936416184986,2,2023-03-14 13:04:59.999000+00:00,confirmation,20.700499999999998,SOLUSDT,2
31252.917647939717,30558.785283681664,32741.078946490252,31554.279858660117,3441,34021.5,2023-10-23 22:45:00+00:00,BTCUSDT:2023-10-23T22:44:59.999000+00:00:1,3479,34021.5,roi_0,2023-10-24 01:59:59.999000+00:00,1.0325763791242726,1.002183161130533,0.0,194.99998333333332,-0.04600446335405549,-0.04600446335405549,-0.04600446335405549,0.005489444909836396,0.005489444909836396,0.005489444909836396,-0.0019,confirm_expansion_2023_10,0.0519,-0.036608863198458574,1,2023-10-23 22:44:59.999000+00:00,confirmation,32320.425,BTCUSDT,0
0.6235940210077627,0.6185655896518458,0.6550723846996422,0.6274908572564417,3359,0.6827,2024-03-11 15:55:00+00:00,XRPUSDT:2024-03-11T15:54:59.999000+00:00:1,3363,0.703181,roi_0.03,2024-03-11 16:19:59.999000+00:00,1.0144289752839621,1.0025524673476869,0.030000000000000027,24.999983333333333,-0.011713973927054188,-0.011713973927054188,-0.011713973927054188,0.08935530979932628,0.0719245202870953,0.08056667643181493,0.028100000000000028,untouched_bull_2024_03,0.0519,0.5414258188824668,1,2024-03-11 15:54:59.999000+00:00,untouched,0.648565,XRPUSDT,3
0.6296521862045497,0.6202286150364906,0.697663853129171,0.638553552812648,3364,0.7198,2024-03-11 16:20:00+00:00,XRPUSDT:2024-03-11T16:19:59.999000+00:00:6,3373,0.726998,roi_0.01,2024-03-11 17:09:59.999000+00:00,1.029545456839458,1.0036585224518728,0.010000000000000009,49.99998333333333,-0.02079413726035005,-0.016765240344540175,-0.02079413726035005,0.03310972492358989,0.02477407613225903,0.03310972492358989,0.008100000000000008,untouched_bull_2024_03,0.0519,0.15606936416184986,6,2024-03-11 16:19:59.999000+00:00,untouched,0.6838099999999999,XRPUSDT,3
0.644094778021995,0.6244515676445775,0.7270805345662801,0.6627116750810552,3374,0.7412,2024-03-11 17:10:00+00:00,XRPUSDT:2024-03-11T17:09:59.999000+00:00:15,3397,0.7412,roi_0,2024-03-11 19:09:59.999000+00:00,1.0612699357626634,1.0032426719345289,0.0,119.99998333333333,-0.03522433890987585,-0.03522433890987585,-0.03522433890987585,0.0039014031300595017,0.0032268213707502677,0.0032268213707502677,-0.0019,untouched_bull_2024_03,0.0519,-0.036608863198458574,15,2024-03-11 17:09:59.999000+00:00,untouched,0.70414,XRPUSDT,3
0.5080378104899753,0.5079610305951261,0.5438074353253832,0.5089209288509067,3124,0.5693,2024-08-07 20:20:00+00:00,XRPUSDT:2024-08-07T20:19:59.999000+00:00:1,3124,0.5977650000000001,roi_0.05,2024-08-07 20:24:59.999000+00:00,1.0018897084578633,1.0035317474385428,0.050000000000000044,4.999983333333334,-0.006115703495520917,-0.006115703495520917,-0.006115703495520917,0.12948942561039867,0.12369283330405768,0.12369283330405768,0.048100000000000045,untouched_shock_2024_08,0.0519,0.9267822736030837,1,2024-08-07 20:19:59.999000+00:00,untouched,0.540835,XRPUSDT,3
0.5096057805645212,0.5083557872246682,0.5635049568835888,0.5120022098721885,3125,0.6029,2024-08-07 20:25:00+00:00,XRPUSDT:2024-08-07T20:24:59.999000+00:00:2,3125,0.633045,roi_0.05,2024-08-07 20:29:59.999000+00:00,1.0071729736124921,1.0052733001547256,0.050000000000000044,4.999983333333334,-0.04668354619339864,-0.04668354619339864,-0.04668354619339864,0.06643637419140826,0.06096282965665957,0.06096282965665957,0.048100000000000045,untouched_shock_2024_08,0.0519,0.9267822736030837,2,2024-08-07 20:24:59.999000+00:00,untouched,0.572755,XRPUSDT,3
0.51143047840643,0.5088200043256051,0.5823366379223925,0.51554312102392,3126,0.62,2024-08-07 20:30:00+00:00,XRPUSDT:2024-08-07T20:29:59.999000+00:00:3,3126,0.589,stoploss,2024-08-07 20:34:59.999000+00:00,1.013213153258834,1.0059971621604153,-0.050000000000000044,4.999983333333334,-0.07302903225806455,-0.07302903225806455,-0.07302903225806455,0.03697096774193544,0.006164516129032251,0.03697096774193544,-0.05190000000000004,untouched_shock_2024_08,0.0519,-1.0000000000000009,3,2024-08-07 20:29:59.999000+00:00,untouched,0.589,XRPUSDT,3
0.5131423713253319,0.5092615011891162,0.593224425281595,0.5188040023018242,3127,0.615,2024-08-07 20:35:00+00:00,XRPUSDT:2024-08-07T20:34:59.999000+00:00:4,3129,0.5842499999999999,stoploss,2024-08-07 20:49:59.999000+00:00,1.0187379196943545,1.0054527188259952,-0.050000000000000044,14.999983333333335,-0.06547723577235774,-0.06547723577235774,-0.06547723577235774,0.04541707317073175,0.010620325203252191,0.04541707317073175,-0.05190000000000004,untouched_shock_2024_08,0.0519,-1.0000000000000009,4,2024-08-07 20:34:59.999000+00:00,untouched,0.5842499999999999,XRPUSDT,3
0.5174809089386281,0.5104150679731719,0.5987479778612134,0.526727815935018,3130,0.5945,2024-08-07 20:50:00+00:00,XRPUSDT:2024-08-07T20:49:59.999000+00:00:7,3134,0.6123350000000001,roi_0.03,2024-08-07 21:14:59.999000+00:00,1.0319597695785572,1.003684158314473,0.030000000000000027,24.999983333333333,-0.0331867956265771,-0.0331867956265771,-0.0331867956265771,0.08153145500420524,0.03813364171572743,0.08153145500420524,0.028100000000000028,untouched_shock_2024_08,0.0519,0.5414258188824668,7,2024-08-07 20:49:59.999000+00:00,untouched,0.564775,XRPUSDT,3
0.5242942629665647,0.5123146575608922,0.6058421205413944,0.5384205277007764,3135,0.6162,2024-08-07 21:15:00+00:00,XRPUSDT:2024-08-07T21:14:59.999000+00:00:12,3137,0.634686,roi_0.03,2024-08-07 21:29:59.999000+00:00,1.0509567113776777,1.0040646334040488,0.030000000000000027,14.999983333333335,-0.03240957481337213,-0.018128497241155492,-0.018128497241155492,0.04337750730282376,0.04337750730282376,0.04337750730282376,0.028100000000000028,untouched_shock_2024_08,0.0519,0.5414258188824668,12,2024-08-07 21:14:59.999000+00:00,untouched,0.58539,XRPUSDT,3
0.5292793987260236,0.513732497222688,0.6214532209011538,0.546810942583995,3138,0.6297,2024-08-07 21:30:00+00:00,XRPUSDT:2024-08-07T21:29:59.999000+00:00:15,3149,0.598215,stoploss,2024-08-07 22:29:59.999000+00:00,1.0643884619722013,1.0042176649172483,-0.04999999999999993,59.99998333333333,-0.05319426711132279,-0.016986549150389205,-0.05319426711132279,0.010486850881372035,0.010486850881372035,0.010486850881372035,-0.05189999999999993,untouched_shock_2024_08,0.0519,-0.9999999999999987,15,2024-08-07 21:29:59.999000+00:00,untouched,0.598215,XRPUSDT,3
240.2142957361177,225.73249879675114,260.07997494220797,244.858748353658,6242,265.38,2025-01-18 16:10:00+00:00,SOLUSDT:2025-01-18T16:09:59.999000+00:00:1,6243,252.111,stoploss,2025-01-18 16:19:59.999000+00:00,1.0847297117555414,1.002113613505548,-0.050000000000000044,9.999983333333335,-0.08875658301303789,-0.07605781144019895,-0.08875658301303789,-0.0004304092245081975,-0.0004304092245081975,-0.0004304092245081975,-0.05190000000000004,claim_2025_q1,0.0519,-1.0000000000000009,1,2025-01-18 16:09:59.999000+00:00,claim_reproduction,252.111,SOLUSDT,2
133.77690239570742,135.38417392542286,143.30392908894805,135.66082237518233,18030,145.16,2025-02-28 14:30:00+00:00,SOLUSDT:2025-02-28T14:29:59.999000+00:00:2,18041,146.6116,roi_0.01,2025-02-28 15:29:59.999000+00:00,1.0020434327125405,1.0020770461515476,0.010000000000000009,59.99998333333333,-0.018640148801322684,-0.018640148801322684,-0.018640148801322684,0.016217938826122782,0.012153458252962114,0.012153458252962114,0.008100000000000008,claim_2025_q1,0.0519,0.15606936416184986,2,2025-02-28 14:29:59.999000+00:00,claim_reproduction,137.902,SOLUSDT,2
2.2574660764909025,2.210177665925472,2.3647135901237606,2.2645191355307794,18619,2.5096,2025-03-02 15:35:00+00:00,XRPUSDT:2025-03-02T15:34:59.999000+00:00:1,18620,2.63508,roi_0.05,2025-03-02 15:44:59.999000+00:00,1.024586923686315,1.0031144643825296,0.050000000000000044,9.999983333333335,-0.012578992668154198,-0.012578992668154198,-0.012578992668154198,0.1960996812240996,0.089269907554989,0.14573308893847625,0.048100000000000045,claim_2025_q1,0.0519,0.9267822736030837,1,2025-03-02 15:34:59.999000+00:00,claim_reproduction,2.38412,XRPUSDT,3
2.2688567522155365,2.213450566204357,2.5039727067216715,2.2865030128413446,18621,2.659,2025-03-02 15:45:00+00:00,XRPUSDT:2025-03-02T15:44:59.999000+00:00:3,18621,2.5260499999999997,stoploss,2025-03-02 15:49:59.999000+00:00,1.0330038753755673,1.004709254677398,-0.050000000000000044,4.999983333333334,-0.06816551335088371,-0.06816551335088371,-0.06816551335088371,0.12878822865739004,0.034918352764197205,0.12878822865739004,-0.05190000000000004,claim_2025_q1,0.0519,-1.0000000000000009,3,2025-03-02 15:44:59.999000+00:00,claim_reproduction,2.5260499999999997,XRPUSDT,3
2.272472343088007,2.214590480689994,2.4985151378144477,2.293096356682612,18622,2.4876,2025-03-02 15:50:00+00:00,XRPUSDT:2025-03-02T15:49:59.999000+00:00:4,18623,2.61198,roi_0.05,2025-03-02 15:59:59.999000+00:00,1.0354493874497999,1.0023673793802017,0.050000000000000044,9.999983333333335,-0.003829570670525793,-0.003829570670525793,-0.003829570670525793,0.20669462936163363,0.10675894838398438,0.20669462936163363,0.048100000000000045,claim_2025_q1,0.0519,0.9267822736030837,4,2025-03-02 15:49:59.999000+00:00,claim_reproduction,2.36322,XRPUSDT,3
2.282879465232516,2.217704781186081,2.550073394584199,2.3122445088987296,18624,2.5973,2025-03-02 16:00:00+00:00,XRPUSDT:2025-03-02T15:59:59.999000+00:00:6,18624,2.7271650000000003,roi_0.05,2025-03-02 16:04:59.999000+00:00,1.042629536859314,1.0034775824366167,0.050000000000000044,4.999983333333334,-0.0034015593115929036,-0.0034015593115929036,-0.0034015593115929036,0.1556482231548144,0.0627825549609209,0.1556482231548144,0.048100000000000045,claim_2025_q1,0.0519,0.9267822736030837,6,2025-03-02 15:59:59.999000+00:00,claim_reproduction,2.467435,XRPUSDT,3
2.289613688947681,2.219669834070962,2.596815596389466,2.32463977090205,18625,2.6897,2025-03-02 16:05:00+00:00,XRPUSDT:2025-03-02T16:04:59.999000+00:00:7,18630,2.7703910000000005,roi_0.03,2025-03-02 16:34:59.999000+00:00,1.0472907885757805,1.004470669160695,0.030000000000000027,29.999983333333333,-0.02357527977097816,-0.02357527977097816,-0.02357527977097816,0.11588265234040952,0.06888856378034715,0.11588265234040952,0.028100000000000028,claim_2025_q1,0.0519,0.5414258188824668,7,2025-03-02 16:04:59.999000+00:00,claim_reproduction,2.555215,XRPUSDT,3
2.333601613441891,2.2327828121660738,2.7694817533181424,2.402346115742531,18631,2.8688,2025-03-02 16:35:00+00:00,XRPUSDT:2025-03-02T16:34:59.999000+00:00:13,18640,2.8974879999999996,roi_0.01,2025-03-02 17:24:59.999000+00:00,1.0759425872738424,1.005418337319416,0.010000000000000009,49.99998333333333,-0.03421316229782477,-0.03421316229782477,-0.03421316229782477,0.04609916341327393,0.04609916341327393,0.04609916341327393,0.008100000000000008,claim_2025_q1,0.0519,0.15606936416184986,13,2025-03-02 16:34:59.999000+00:00,claim_reproduction,2.72536,XRPUSDT,3
2.414978768148201,2.25855851288827,2.8586133027722362,2.532879644984148,18641,2.8864,2025-03-02 17:25:00+00:00,XRPUSDT:2025-03-02T17:24:59.999000+00:00:20,18643,2.972992,roi_0.03,2025-03-02 17:39:59.999000+00:00,1.1214585013097904,1.0035852358099318,0.030000000000000027,14.999983333333335,-0.05120016629711753,-0.013714024390243927,-0.031833481152993434,0.02837993348115299,0.02837993348115299,0.02837993348115299,0.028100000000000028,claim_2025_q1,0.0519,0.5414258188824668,20,2025-03-02 17:24:59.999000+00:00,claim_reproduction,2.74208,XRPUSDT,3
2.4396581577229655,2.2667850135988776,2.906689126747329,2.56984234013948,18644,2.9433,2025-03-02 17:40:00+00:00,XRPUSDT:2025-03-02T17:39:59.999000+00:00:23,18654,2.7961349999999996,stoploss,2025-03-02 18:34:59.999000+00:00,1.1336947812529656,1.003698303201654,-0.050000000000000044,54.99998333333333,-0.06957913566405048,-0.03927301668195558,-0.0646526925559746,0.0006481602283152771,0.0006481602283152771,0.0006481602283152771,-0.05190000000000004,claim_2025_q1,0.0519,-1.0000000000000009,23,2025-03-02 17:39:59.999000+00:00,claim_reproduction,2.7961349999999996,XRPUSDT,3
2.3141687957548154,2.2967448761721125,2.4494693996370493,2.3318735539797086,23488,2.5863,2025-03-19 13:20:00+00:00,XRPUSDT:2025-03-19T13:19:59.999000+00:00:25,23489,2.456985,stoploss,2025-03-19 13:29:59.999000+00:00,1.0152949847290587,1.0031826802798207,-0.050000000000000044,9.999983333333335,-0.05796464833932645,-0.05796464833932645,-0.05796464833932645,-0.0015520125275489832,-0.0015520125275489832,-0.0015520125275489832,-0.05190000000000004,claim_2025_q1,0.0519,-1.0000000000000009,25,2025-03-19 13:19:59.999000+00:00,claim_reproduction,2.456985,XRPUSDT,3
2.3308685916955674,2.301500004544262,2.496214871847423,2.3605536681588886,23494,2.5287,2025-03-19 13:50:00+00:00,XRPUSDT:2025-03-19T13:49:59.999000+00:00:26,23509,2.5539870000000002,roi_0.01,2025-03-19 15:09:59.999000+00:00,1.0256587718870416,1.0020060367606445,0.010000000000000009,79.99998333333333,-0.019181607149918997,-0.01463381579467714,-0.019181607149918997,0.017873005892355756,0.017873005892355756,0.017873005892355756,0.008100000000000008,claim_2025_q1,0.0519,0.15606936416184986,26,2025-03-19 13:49:59.999000+00:00,claim_reproduction,2.402265,XRPUSDT,3
