symbol,side,ts,root_ts,source,scale,entry,stop,target,rr,root_low,root_high,entry_kind,zone_kind,pool,shift,delivery_minutes,flow,event_effort,shift_ts,origin_ts,relative_strength,market_direction,market_breadth,episode
BTCUSDT,1,1754854800000000000,1754846220000000000,1754840700000000000,15.0,118533.4,118395.7,118811.7,2.0210602759623004,118527.6,118533.4,limit,OB,118520.0,118660.7,144,-0.026847606876121977,1.5226911544497717,1754854800000000000,1754854680000000000,0.13609890285862325,0.8602048867442005,1.0,104
BTCUSDT,-1,1754859900000000000,1754858880000000000,1754855100000000000,15.0,118635.4,118736.5,118010.1,6.184965380810607,118635.4,118667.0,limit,OB,118692.3,118100.0,18,0.1898782793829772,1.1556695992179862,1754859900000000000,1754859300000000000,0.3680025117413308,3.5184800946288854,1.0,106
BTCUSDT,-1,1754867940000000000,1754866860000000000,1754841600000000000,60.0,118876.7,119222.0,118111.20000000001,2.2169128294236287,118876.7,118896.7,limit,OB,119094.0,118855.7,19,0.0014049824137477573,2.471699571866548,1754867940000000000,1754867820000000000,0.13081893056034377,1.445336316918663,1.0,108
BTCUSDT,1,1754905500000000000,1754905200000000000,1754900100000000000,15.0,121350.0,121090.29999999999,121784.59999999999,1.6734693877549933,121325.9,121350.0,limit,OB,121166.8,121398.3,6,0.1450098059235725,4.271819821085663,1754905500000000000,1754905380000000000,0.9049537740827741,-0.04975140263761965,0.25,114
BTCUSDT,-1,1754930460000000000,1754928480000000000,1754923500000000000,15.0,120428.4,120799.1,119800.1,1.6949015376314234,120428.4,120472.8,limit,OB,120555.0,120194.2,34,0.0626147141983967,1.727726742435132,1754930460000000000,1754930160000000000,0.5479203579364285,0.828222897878929,1.0,118
BTCUSDT,-1,1754974920000000000,1754973600000000000,1754970300000000000,15.0,119087.4,119120.1,118759.70000000001,10.021406727824644,119087.4,119120.0,limit,OB,119088.3,118935.2,23,-0.045174011286160054,1.4587650251606505,1754974920000000000,1754974560000000000,-0.11198206475552425,0.5118993109528802,1.0,122
BTCUSDT,-1,1754987280000000000,1754982360000000000,1754980200000000000,15.0,118847.0,119114.6,118552.5,1.100523168908795,118847.0,118857.0,limit,OB,118982.9,118776.9,83,0.1151055693569556,1.2814372498977447,1754987280000000000,1754987100000000000,0.23079445367075213,0.6368561214488881,1.0,124
BTCUSDT,-1,1754998980000000000,1754998500000000000,1754995500000000000,15.0,118576.1,118622.70000000001,118157.5,8.982832618024753,118576.1,118579.7,limit,OB,118615.3,118373.0,9,0.4111193981316843,1.9540581391261553,1754998980000000000,1754998680000000000,0.5462914946930978,-0.1709293983327972,0.5,126
BTCUSDT,1,1755022560000000000,1755019740000000000,1755017100000000000,15.0,119578.9,119124.4,120163.5,1.2862486248624991,119575.4,119578.9,limit,OB,119458.0,119812.3,48,-0.04298975875395861,1.5278158819730676,1755022560000000000,1755022380000000000,0.3090093246568655,1.8208205688602397,1.0,128
BTCUSDT,-1,1755032820000000000,1755031800000000000,1755018000000000000,60.0,119988.1,120270.1,119430.1,1.9787234042553192,119988.1,120000.0,limit,OB,120163.6,119830.9,18,-0.09304608415198334,1.6803908088496176,1755032820000000000,1755032700000000000,0.45698978721039074,1.1484546015095662,1.0,128
BTCUSDT,1,1755052260000000000,1755051420000000000,1755021600000000000,60.0,119210.0,119027.9,119496.9,1.575507962657798,119190.0,119210.0,limit,OB,119124.5,119242.8,15,0.027320552330757142,2.9082337466648354,1755052260000000000,1755052140000000000,-0.2031316044546828,0.9159546945412667,1.0,132
BTCUSDT,-1,1755060060000000000,1755058020000000000,1755054000000000000,15.0,119580.0,119798.70000000001,119327.40000000001,1.155006858710461,119580.0,119597.1,limit,OB,119692.3,119416.8,35,-0.09986232558729746,1.7140220072995176,1755060060000000000,1755059820000000000,0.25151439752948646,0.6347643696459025,0.75,132
BTCUSDT,-1,1755092400000000000,1755091620000000000,1755084600000000000,15.0,120609.9,120756.6,120165.5,3.029311520108786,120609.9,120740.1,limit,OB,120710.4,120505.5,14,0.12051825494169666,1.7173590486337253,1755092400000000000,1755092220000000000,0.09281372929483012,1.183254406673039,1.0,135
BTCUSDT,-1,1755123840000000000,1755123660000000000,1755119700000000000,15.0,122919.9,123100.1,122314.20000000001,3.3612652608209954,122919.9,123021.4,limit,OB,123061.9,122877.8,4,0.011200799195192457,1.677439018649796,1755123840000000000,1755123780000000000,-0.15337636937484228,0.44898833325521004,1.0,140
BTCUSDT,1,1755174600000000000,1755173940000000000,1755171900000000000,15.0,121005.6,120416.59999999999,121784.7,1.3227504244481698,120920.2,121005.6,limit,OB,120657.6,121078.7,12,-0.06975485494530587,5.946712735502162,1755174600000000000,1755174420000000000,0.49415059725546484,0.48144116945439364,0.75,148
BTCUSDT,-1,1755241260000000000,1755240120000000000,1755233100000000000,15.0,119033.5,119184.1,118822.90000000001,1.39840637450188,119033.5,119044.9,limit,OB,119150.0,119021.8,20,0.16641600885224694,0.9644204514141136,1755241260000000000,1755241140000000000,0.07873668617797414,0.5636844085508945,0.75,158
BTCUSDT,-1,1755260460000000000,1755256020000000000,1755253800000000000,15.0,119024.0,119053.20000000001,118550.1,16.22945205478785,119024.0,119025.4,limit,OB,118980.2,118824.9,75,0.0631689174667146,1.3162730904474178,1755260460000000000,1755260280000000000,-0.027930174564685162,1.5795303371661855,1.0,162
BTCUSDT,-1,1755313320000000000,1755305640000000000,1755299700000000000,15.0,117458.9,117853.6,117050.1,1.0357233341777965,117458.9,117485.7,limit,OB,117711.0,117389.7,129,0.1676837012254231,1.8078867404611578,1755313320000000000,1755313260000000000,0.12508690514943832,0.9888246921975845,0.75,168
BTCUSDT,-1,1755321420000000000,1755319740000000000,1755309600000000000,60.0,117735.4,117857.20000000001,117337.3,3.268472906403401,117735.4,117741.8,limit,OB,117853.5,117672.7,29,-0.004088257026163333,1.332971445311827,1755321420000000000,1755320940000000000,0.4515426197692549,0.6024512791173406,1.0,170
BTCUSDT,-1,1755335040000000000,1755333660000000000,1755331200000000000,15.0,117578.5,117632.90000000001,117446.90000000001,2.419117647058275,117578.5,117580.6,limit,OB,117631.6,117519.6,24,0.023983368826690943,1.4272211088844355,1755335040000000000,1755334860000000000,-0.08126125139278084,1.1612298234419276,0.75,172
BTCUSDT,-1,1755356820000000000,1755356520000000000,1755350100000000000,15.0,117700.0,117786.1,117500.1,2.3217189314748046,117700.0,117722.2,limit,OB,117750.0,117688.5,6,0.05010524261559279,2.0129635085651754,1755356820000000000,1755356760000000000,0.11841535643955256,0.039093722209918615,0.5,178
ETHUSDT,1,1754795100000000000,1754794920000000000,1754780400000000000,60.0,4241.16,4235.99,4320.51,15.348162475821905,4240.19,4241.16,limit,OB,4238.74,4250.65,4,0.013071981239775488,3.2350300508328513,1754795100000000000,1754794980000000000,-0.9775408419892033,1.2854368852393834,1.0,97
ETHUSDT,1,1754835120000000000,1754834520000000000,1754816400000000000,60.0,4180.78,4159.99,4203.91,1.1125541125541198,4180.16,4180.78,limit,OB,4161.02,4186.98,11,0.12555314811489038,3.030928004005034,1754835120000000000,1754834940000000000,0.6287207670214161,0.299280096901275,0.75,103
ETHUSDT,1,1754919420000000000,1754913000000000000,1754863200000000000,60.0,4201.13,4164.219999999999,4263.5,1.6897859658628718,4198.15,4201.13,limit,OB,4184.05,4214.27,108,0.04966214837679428,1.8084605173218342,1754919420000000000,1754919240000000000,1.1745168412971685,1.2021564511980336,1.0,116
ETHUSDT,-1,1754931720000000000,1754928300000000000,1754888400000000000,60.0,4318.41,4370.01,4256.62,1.1974806201550297,4318.41,4319.26,limit,OB,4349.67,4304.37,58,0.08760243452627281,1.624077393146297,1754931720000000000,1754931540000000000,0.5972903167677736,0.41945734901241083,1.0,118
ETHUSDT,-1,1754940780000000000,1754940240000000000,1754937900000000000,15.0,4303.55,4307.51,4288.01,3.924242424242379,4303.55,4304.45,limit,OB,4306.96,4292.0,10,-0.010371533163148872,1.5031862829244498,1754940780000000000,1754940480000000000,0.22476897378337696,0.06573363255419278,0.5,119
ETHUSDT,1,1754978460000000000,1754977200000000000,1754972100000000000,15.0,4284.39,4265.99,4320.62,1.9690217391303526,4283.74,4284.39,limit,OB,4278.21,4287.71,22,-0.05334697479496653,1.4633370996815789,1754978460000000000,1754978400000000000,-0.6966543341401483,2.255230149336082,1.0,123
ETHUSDT,-1,1754985960000000000,1754983080000000000,1754981100000000000,15.0,4307.61,4318.01,4288.150000000001,1.871153846153664,4307.61,4311.75,limit,OB,4311.51,4302.48,49,0.01369728689794003,1.1246519279613525,1754985960000000000,1754985780000000000,-0.05367128611670391,1.128766421337056,1.0,124
ETHUSDT,-1,1754989680000000000,1754988120000000000,1754974800000000000,60.0,4314.59,4332.75,4294.02,1.1327092511013146,4314.59,4315.38,limit,OB,4320.63,4301.8,27,-0.017008352204441968,2.2114673321820635,1754989680000000000,1754989500000000000,-0.45910080236792905,2.0801148991454532,1.0,124
ETHUSDT,1,1754998380000000000,1754997120000000000,1754978400000000000,60.0,4276.56,4255.55,4297.99,1.019990480723425,4275.18,4276.56,limit,OB,4266.0,4282.54,22,-0.03929885193983973,2.9550912229990223,1754998380000000000,1754998200000000000,-0.02089672796086095,1.4654541781868082,1.0,125
ETHUSDT,-1,1755005520000000000,1755005460000000000,1755003600000000000,15.0,4416.66,4434.01,4370.01,2.688760806916349,4416.66,4418.8,limit,OB,4428.39,4409.61,2,0.06555812321715404,2.1890823558837025,1755005520000000000,1755005400000000000,0.01639442586319817,0.10640625497956688,1.0,126
ETHUSDT,-1,1755054660000000000,1755054240000000000,1755032400000000000,60.0,4616.05,4648.01,4569.01,1.4718397997496844,4616.05,4617.22,limit,OB,4640.0,4608.0,8,0.0195565710007527,2.893570617876797,1755054660000000000,1755054540000000000,-0.7421859631838092,1.3200558981525288,1.0,132
ETHUSDT,-1,1755092400000000000,1755091260000000000,1755089100000000000,15.0,4719.42,4736.77,4677.91,2.3925072046109133,4719.42,4720.01,limit,OB,4722.5,4704.19,20,0.013441151176226906,2.0904881945720963,1755092400000000000,1755092340000000000,0.2817338367325515,1.183254406673039,1.0,135
ETHUSDT,-1,1755103440000000000,1755102120000000000,1755093600000000000,60.0,4718.83,4738.79,4649.13,3.491983967935856,4718.83,4726.05,limit,OB,4736.76,4688.1,23,0.14999291213803034,1.7546067075905245,1755103440000000000,1755102900000000000,-0.05649002522841218,1.3736267321669005,1.0,140
ETHUSDT,-1,1755110280000000000,1755108120000000000,1755102600000000000,15.0,4719.36,4752.55,4683.01,1.0952094004217805,4719.36,4723.15,limit,OB,4738.78,4703.61,37,0.06333265047451153,1.937300123612984,1755110280000000000,1755110160000000000,0.07257791641347922,1.1192240195188878,1.0,140
ETHUSDT,-1,1755125820000000000,1755125280000000000,1755120600000000000,15.0,4767.71,4783.49,4703.9400000000005,4.041191381495599,4767.71,4776.48,limit,OB,4778.87,4743.77,10,0.15011791178384504,3.8271794746415626,1755125820000000000,1755125640000000000,0.006534449779551865,1.0415676872768422,1.0,140
ETHUSDT,-1,1755145980000000000,1755145140000000000,1755129600000000000,60.0,4783.49,4788.79,4762.1900000000005,4.018867924528027,4783.49,4784.43,limit,OB,4783.62,4770.0,15,0.13743503781685196,1.554612766771218,1755145980000000000,1755145620000000000,0.2972321144236851,0.4629343100569174,1.0,142
ETHUSDT,1,1755162900000000000,1755159480000000000,1755155700000000000,15.0,4734.61,4718.95,4753.889999999999,1.2311621966794333,4734.45,4734.61,limit,OB,4730.3,4742.08,58,-0.007920398850534416,1.3364089151117138,1755162900000000000,1755162780000000000,-0.021863918681851002,1.1054197710609783,1.0,145
ETHUSDT,-1,1755168180000000000,1755153600000000000,1755145800000000000,15.0,4751.83,4794.01,4649.13,2.4348032242768873,4751.83,4752.99,limit,OB,4788.78,4718.0,244,0.12058958028311384,2.1432882339405297,1755168180000000000,1755167640000000000,2.0210288922475286,1.650389743018211,1.0,143
ETHUSDT,1,1755192180000000000,1755191520000000000,1755189000000000000,15.0,4522.99,4505.03,4564.57,2.3151447661469846,4522.03,4522.99,limit,OB,4513.94,4544.19,12,0.05965554737965717,1.1435822861983524,1755192180000000000,1755192000000000000,-0.22904916170402156,1.1117982197731235,1.0,151
ETHUSDT,-1,1755201720000000000,1755199560000000000,1755190800000000000,15.0,4542.64,4572.47,4478.81,2.1397921555481085,4542.64,4546.69,limit,OB,4564.58,4531.96,37,0.06398367746951483,1.355052906033615,1755201720000000000,1755201480000000000,-0.5082541637149516,1.8079142458430695,1.0,153
ETHUSDT,1,1755218340000000000,1755218040000000000,1755216000000000000,15.0,4539.51,4535.26,4566.17,6.272941176470554,4537.9,4539.51,limit,OB,4536.19,4554.08,6,0.14586059934386642,1.702700089644015,1755218340000000000,1755218100000000000,-0.11646658438319807,0.52292061817584,1.0,156
ETHUSDT,-1,1755230760000000000,1755228780000000000,1755226800000000000,15.0,4631.16,4648.0,4611.070000000001,1.192992874109208,4631.16,4634.38,limit,OB,4642.0,4625.07,34,0.02647508630639661,1.489441866376342,1755230760000000000,1755230640000000000,0.08335704140556688,0.4283960388210234,1.0,156
ETHUSDT,1,1755237660000000000,1755235260000000000,1755227700000000000,15.0,4608.97,4603.44,4630.87,3.960216998191147,4606.27,4608.97,limit,OB,4611.06,4620.23,41,-0.02002636098179711,1.4802464308910863,1755237660000000000,1755237240000000000,-0.8826426114415042,2.1871245732798816,1.0,157
ETHUSDT,1,1755261060000000000,1755260520000000000,1755252000000000000,60.0,4620.67,4582.99,4685.5199999999995,1.7210721868364902,4612.26,4620.67,limit,OB,4610.65,4640.1,10,0.04658700685375683,10.476471559032358,1755261060000000000,1755261000000000000,0.007332298577120255,2.0226719002965483,0.75,163
ETHUSDT,-1,1755263520000000000,1755261060000000000,1755248400000000000,60.0,4615.83,4670.24,4553.110000000001,1.152729277706295,4615.83,4616.85,limit,OB,4666.0,4606.74,42,0.04905818281177321,2.3973298438032704,1755263520000000000,1755263400000000000,0.37817753752163064,0.8275623622398326,1.0,163
ETHUSDT,1,1755267420000000000,1755266100000000000,1755218700000000000,15.0,4556.95,4518.74,4618.849999999999,1.6199947657681124,4555.85,4556.95,limit,OB,4535.27,4568.37,23,0.009483077913987392,1.835807278841977,1755267420000000000,1755267240000000000,0.14032861243715677,1.3932461265079352,1.0,163
ETHUSDT,1,1755278760000000000,1755278460000000000,1755275400000000000,15.0,4388.97,4370.99,4423.4,1.9149054505004715,4386.02,4388.97,limit,OB,4371.23,4395.91,6,-0.0851596612341533,1.8740375583222337,1755278760000000000,1755278640000000000,-0.6204512431319494,0.490456834496198,0.75,164
ETHUSDT,1,1755288360000000000,1755288060000000000,1755280800000000000,60.0,4382.43,4363.99,4407.83,1.3774403470715257,4381.51,4382.43,limit,OB,4371.0,4394.09,6,-0.11127527326138387,2.720376153327627,1755288360000000000,1755288180000000000,0.39874852742178873,0.1778917528459369,0.75,165
ETHUSDT,-1,1755290640000000000,1755289920000000000,1755286200000000000,15.0,4414.99,4431.71,4364.01,3.049043062200884,4414.99,4415.29,limit,OB,4424.95,4405.8,13,0.16062989955507379,1.4111214450049236,1755290640000000000,1755290520000000000,0.6337374083009921,0.029506345887778736,0.5,165
