ts,symbol,role,price,quantity,cost
1754789460000000000,SOLUSDT-PERP.BINANCE,entry,182.68,722.63,26.40200968
1754789520000000000,SOLUSDT-PERP.BINANCE,exit,182.91,722.63,125.83366179
1754795400000000000,ETHUSDT-PERP.BINANCE,entry,4241.17,31.529,26.74396979
1754795460000000000,ETHUSDT-PERP.BINANCE,exit,4237.55,31.529,101.16168893
1754804940000000000,XRPUSDT-PERP.BINANCE,entry,3.2606,14259.9,9.29916599
1754806740000000000,XRPUSDT-PERP.BINANCE,exit,3.2443,14259.9,38.31535933
1754842080000000000,XRPUSDT-PERP.BINANCE,entry,3.1891,15306.9,9.76304696
1754851920000000000,XRPUSDT-PERP.BINANCE,exit,3.2035,15306.9,50.3380108
1754863140000000000,BTCUSDT-PERP.BINANCE,entry,118635.3,1.226,29.08937556
1754863680000000000,BTCUSDT-PERP.BINANCE,exit,118736.6,1.226,126.79167034
1754868060000000000,BTCUSDT-PERP.BINANCE,entry,118876.6,0.552,13.12397664
1754868840000000000,BTCUSDT-PERP.BINANCE,exit,119222.09999999999,0.552,51.34208369
1754887560000000000,XRPUSDT-PERP.BINANCE,entry,3.2661,18007.3,11.76272851
1754889300000000000,XRPUSDT-PERP.BINANCE,exit,3.2766,18007.3,56.12847148
1754892060000000000,XRPUSDT-PERP.BINANCE,entry,3.2725,18500.9,12.10883905
1754896140000000000,XRPUSDT-PERP.BINANCE,exit,3.2816,18500.9,57.0658682
1754905680000000000,BTCUSDT-PERP.BINANCE,entry,121350.09999999999,0.62,15.0474124
1754908740000000000,BTCUSDT-PERP.BINANCE,exit,121090.20000000001,0.62,58.54200257
1754920260000000000,SOLUSDT-PERP.BINANCE,entry,179.46,91.48,3.28340016
1754935500000000000,SOLUSDT-PERP.BINANCE,exit,177.12,91.48,12.33471191
1754936580000000000,XRPUSDT-PERP.BINANCE,entry,3.1905,6671.6,4.25714796
1754941980000000000,XRPUSDT-PERP.BINANCE,exit,3.1605,6671.6,15.7572766
1754973180000000000,XRPUSDT-PERP.BINANCE,entry,3.1621,13855.2,8.76230558
1754976000000000000,XRPUSDT-PERP.BINANCE,exit,3.1417,13855.2,8.70577637
1754979120000000000,ETHUSDT-PERP.BINANCE,entry,4284.4,9.909,8.49082392
1754988120000000000,ETHUSDT-PERP.BINANCE,exit,4320.61,9.909,8.5625849
1755001620000000000,SOLUSDT-PERP.BINANCE,entry,175.56,223.8,7.8580656
1755001860000000000,SOLUSDT-PERP.BINANCE,exit,176.43,223.8,33.53427488
1755005640000000000,ETHUSDT-PERP.BINANCE,entry,4416.65,10.541,9.31118153
1755006540000000000,ETHUSDT-PERP.BINANCE,exit,4370.02,10.541,9.21287616
1755023640000000000,BTCUSDT-PERP.BINANCE,entry,119579.0,0.421,10.0685518
1755031800000000000,BTCUSDT-PERP.BINANCE,exit,120163.4,0.421,10.11775828
1755043260000000000,SOLUSDT-PERP.BINANCE,entry,191.56,323.72,12.40236064
1755045360000000000,SOLUSDT-PERP.BINANCE,exit,193.27,323.72,12.51307288
1755054840000000000,ETHUSDT-PERP.BINANCE,entry,4616.04,7.236,6.68033309
1755057060000000000,ETHUSDT-PERP.BINANCE,exit,4648.02,7.236,25.38702393
1755065820000000000,XRPUSDT-PERP.BINANCE,entry,3.2192,11889.4,7.6548713
1755072840000000000,XRPUSDT-PERP.BINANCE,exit,3.2491,11889.4,7.72596991
1755111720000000000,ETHUSDT-PERP.BINANCE,entry,4719.35,7.053,6.65711511
1755119280000000000,ETHUSDT-PERP.BINANCE,exit,4752.56,7.053,24.66771115
1755137040000000000,SOLUSDT-PERP.BINANCE,entry,203.12,134.79,5.47570896
1755139440000000000,SOLUSDT-PERP.BINANCE,exit,204.84,134.79,21.21370154
1755163080000000000,ETHUSDT-PERP.BINANCE,entry,4734.62,12.378,11.72102527
1755164220000000000,ETHUSDT-PERP.BINANCE,exit,4753.88,12.378,11.76870533
