ts,symbol,role,price,quantity,cost
1763385000000000000,XRPUSDT-PERP.BINANCE,entry,2.2611,31624.099999999995,14.3010505
1763385180000000000,XRPUSDT-PERP.BINANCE,exit,2.2545,31624.099999999995,66.88454299
1763399760000000000,BTCUSDT-PERP.BINANCE,entry,93796.9,0.335,6.2843923
1763401440000000000,BTCUSDT-PERP.BINANCE,exit,93015.8,0.335,22.99663219
1763408400000000000,ETHUSDT-PERP.BINANCE,entry,2994.63,20.345,12.18514947
1763408640000000000,ETHUSDT-PERP.BINANCE,exit,2983.49,20.345,46.11558739
1763419860000000000,XRPUSDT-PERP.BINANCE,entry,2.1619,21576.3,9.32916059
1763426520000000000,XRPUSDT-PERP.BINANCE,exit,2.1358,21576.3,9.21653231
1763432460000000000,SOLUSDT-PERP.BINANCE,entry,131.46,288.32,7.58050944
1763432580000000000,SOLUSDT-PERP.BINANCE,exit,132.35,288.32,29.26000552
1763441460000000000,SOLUSDT-PERP.BINANCE,entry,134.45,319.02,8.5784478
1763441880000000000,SOLUSDT-PERP.BINANCE,exit,135.21,319.02,33.41338268
1763449320000000000,SOLUSDT-PERP.BINANCE,entry,135.3,527.74,14.2806444
1763449500000000000,SOLUSDT-PERP.BINANCE,exit,134.91,527.74,62.75755978
1763468160000000000,BTCUSDT-PERP.BINANCE,entry,91207.0,0.591,10.7806674
1763469720000000000,BTCUSDT-PERP.BINANCE,exit,91567.2,0.591,41.2284041
1763520000000000000,BTCUSDT-PERP.BINANCE,entry,92699.90000000001,1.138,21.09849724
1763523120000000000,BTCUSDT-PERP.BINANCE,exit,92115.3,1.138,20.96544228
1763557800000000000,BTCUSDT-PERP.BINANCE,entry,91653.90000000001,1.004,18.40410312
1763559120000000000,BTCUSDT-PERP.BINANCE,exit,91833.0,1.004,75.2935194
1763562000000000000,BTCUSDT-PERP.BINANCE,entry,91211.2,1.317,24.02503008
1763562360000000000,BTCUSDT-PERP.BINANCE,exit,91097.90000000001,1.317,94.99228311
1763600820000000000,XRPUSDT-PERP.BINANCE,entry,2.1163,22701.4,9.60859456
1763601120000000000,XRPUSDT-PERP.BINANCE,exit,2.1253,22701.4,44.17171919
1763622600000000000,ETHUSDT-PERP.BINANCE,entry,3023.0,12.424,7.5115504
1763625120000000000,ETHUSDT-PERP.BINANCE,exit,3041.48,12.424,7.5574695
1763653740000000000,SOLUSDT-PERP.BINANCE,entry,139.54,248.56,6.93681248
1763654400000000000,SOLUSDT-PERP.BINANCE,exit,138.63,248.56,26.53536252
1763667120000000000,BTCUSDT-PERP.BINANCE,entry,86606.3,0.402,6.96314652
1763676720000000000,BTCUSDT-PERP.BINANCE,exit,87712.8,0.402,7.05210912
1763683980000000000,XRPUSDT-PERP.BINANCE,entry,2.0134,13090.9,5.27144361
1763691540000000000,XRPUSDT-PERP.BINANCE,exit,1.9953,13090.9,22.56330609
1763692260000000000,XRPUSDT-PERP.BINANCE,entry,1.9999,21251.2,8.50005498
1763693100000000000,XRPUSDT-PERP.BINANCE,exit,1.9898,21251.2,36.98726234
1763706360000000000,XRPUSDT-PERP.BINANCE,entry,1.96,39648.899999999994,15.5423688
1763707140000000000,XRPUSDT-PERP.BINANCE,exit,1.9557,39648.899999999994,82.56837708
1763708040000000000,XRPUSDT-PERP.BINANCE,entry,1.9656,15134.5,5.94967464
1763710260000000000,XRPUSDT-PERP.BINANCE,exit,1.9518,15134.5,24.01889247
1763750940000000000,BTCUSDT-PERP.BINANCE,entry,84882.4,0.311,5.27968528
1763770500000000000,BTCUSDT-PERP.BINANCE,exit,85548.6,0.311,20.22687836
1763771880000000000,BTCUSDT-PERP.BINANCE,entry,85199.0,0.466,7.9405468
1763784840000000000,BTCUSDT-PERP.BINANCE,exit,84078.20000000001,0.466,7.83608824
1763791860000000000,XRPUSDT-PERP.BINANCE,entry,1.9211,21264.9,8.17039988
1763792580000000000,XRPUSDT-PERP.BINANCE,exit,1.9395,21264.9,8.24865471
1763803200000000000,ETHUSDT-PERP.BINANCE,entry,2728.09,18.536,10.11357525
1763806680000000000,ETHUSDT-PERP.BINANCE,exit,2717.3,18.536,39.78731166
1763831400000000000,BTCUSDT-PERP.BINANCE,entry,84569.90000000001,0.605,10.2329579
1763851920000000000,BTCUSDT-PERP.BINANCE,exit,84888.2,0.605,43.17149795
1763858760000000000,BTCUSDT-PERP.BINANCE,entry,84999.90000000001,0.629,10.69298742
1763860380000000000,BTCUSDT-PERP.BINANCE,exit,85287.0,0.629,43.29674041
1763880600000000000,XRPUSDT-PERP.BINANCE,entry,2.0405,39018.2,15.92332742
1763881140000000000,XRPUSDT-PERP.BINANCE,exit,2.0371,39018.2,89.47548064
1763903160000000000,BTCUSDT-PERP.BINANCE,entry,86684.09999999999,0.865,14.9963493
1763905860000000000,BTCUSDT-PERP.BINANCE,exit,86858.20000000001,0.865,57.79542178
1763923260000000000,XRPUSDT-PERP.BINANCE,entry,2.0703,19610.4,8.11988222
1763929260000000000,XRPUSDT-PERP.BINANCE,exit,2.0793,19610.4,41.83021169
1763935860000000000,XRPUSDT-PERP.BINANCE,entry,2.0631,16676.5,6.88105743
1763939520000000000,XRPUSDT-PERP.BINANCE,exit,2.0531,16676.5,30.41744514
