symbol,side,ts,entry,stop,target,episode,scale,source,root_ts,entry_kind,rr,nav_before,quantity,planned_risk_pct,entry_ts,exit_ts,nav_after,net_r,hold_minutes
XRPUSDT,-1,1763599980000000000,2.1164,2.1252,2.0951,124,15.0,1763595900000000000,1763598600000000000,limit,2.420454545454406,8628.99712215,22701.4,2.999987559202409,1763600820000000000,1763601120000000000,8370.904208400001,-0.9969984927815608,5.0
ETHUSDT,1,1763622540000000000,3022.99,3005.68,3041.49,125,15.0,1763613000000000000,1763621040000000000,limit,1.0687463893703095,8370.904208400001,12.424,2.999794363463684,1763622600000000000,1763625120000000000,8585.4307085,0.8542545893059991,42.0
SOLUSDT,1,1763653080000000000,139.53,138.64,141.17,131,15.0,1763648100000000000,1763651880000000000,limit,1.842696629213528,8585.4307085,248.56,2.999990589009697,1763653740000000000,1763654400000000000,8322.32588038,-1.0215167107050838,11.0
BTCUSDT,1,1763666520000000000,86606.20000000001,86066.5,87712.9,133,15.0,1763660700000000000,1763664840000000000,limit,2.0505836575875542,8322.32588038,0.402,2.9926601227805456,1763667120000000000,1763676720000000000,8753.123624740001,1.725470141208215,160.0
XRPUSDT,1,1763683920000000000,2.0133,1.9954,2.0491,135,15.0,1763673300000000000,1763682720000000000,limit,1.9999999999999751,8753.123624740001,13090.9,2.9999801736496976,1763683980000000000,1763691540000000000,8488.34358504,-1.0083259076094124,126.0
XRPUSDT,1,1763691720000000000,1.9998,1.9899,2.0227,137,60.0,1763683200000000000,1763691540000000000,limit,2.3131313131313003,8488.34358504,21251.2,2.9999985017725352,1763692260000000000,1763693100000000000,8228.21914772,-1.021496654849711,14.0
XRPUSDT,1,1763700360000000000,1.9599,1.9558,2.0004,138,15.0,1763694000000000000,1763699580000000000,limit,9.878048780487818,8228.21914772,39648.9,2.999994273649392,1763706360000000000,1763707140000000000,7959.61813184,-1.0881294038553795,13.0
XRPUSDT,1,1763707740000000000,1.9655,1.9519,1.9839,139,15.0,1763700300000000000,1763707140000000000,limit,1.3529411764705805,7959.61813184,15134.5,2.999986847495193,1763708040000000000,1763710260000000000,7720.79346473,-1.0001512767497243,37.0
BTCUSDT,-1,1763748240000000000,84882.5,85548.5,82300.09999999999,146,60.0,1763737200000000000,1763744880000000000,limit,3.877477477477469,7720.79346473,0.311,2.99814559497378,1763750940000000000,1763770500000000000,7488.4620460999995,-1.00305501712716,326.0
BTCUSDT,-1,1763771220000000000,85199.1,85600.0,84078.09999999999,152,60.0,1763762400000000000,1763770140000000000,limit,2.796208530805728,7488.4620460999995,0.466,2.9997504819336793,1763771880000000000,1763784840000000000,7994.97821106,2.254651497382761,216.0
XRPUSDT,1,1763790900000000000,1.921,1.9121,1.9396,153,15.0,1763786700000000000,1763790060000000000,limit,2.089887640449402,7994.97821106,21264.9,2.9999860389319557,1763791860000000000,1763792580000000000,8369.83331647,1.5628773275514263,12.0
ETHUSDT,1,1763801340000000000,2728.08,2717.31,2761.49,155,60.0,1763787600000000000,1763800380000000000,limit,3.1021355617455812,8369.83331647,18.536,2.999842660237087,1763803200000000000,1763806680000000000,8119.9289895599995,-0.995258079266818,58.0
BTCUSDT,-1,1763831160000000000,84570.0,84888.09999999999,83968.7,160,60.0,1763794800000000000,1763829900000000000,limit,1.8902860735617018,8119.9289895599995,0.605,2.9977150842790223,1763831400000000000,1763851920000000000,7873.95303371,-1.009762343842565,342.0
BTCUSDT,-1,1763858340000000000,85000.0,85286.9,84618.09999999999,164,15.0,1763852400000000000,1763857560000000000,limit,1.3311258278145088,7873.95303371,0.629,2.999034023103341,1763858760000000000,1763860380000000000,7639.377405880001,-0.9930447338024211,27.0
XRPUSDT,1,1763880180000000000,2.0404,2.0372,2.0595,167,15.0,1763876700000000000,1763880060000000000,limit,5.968749999999797,7639.377405880001,39018.2,2.999994008902793,1763880600000000000,1763881140000000000,7401.316717820001,-1.0387438461357923,9.0
BTCUSDT,-1,1763901540000000000,86684.2,86858.09999999999,85778.0,170,60.0,1763874000000000000,1763901480000000000,limit,5.211040828061826,7401.316717820001,0.865,2.9992207565993576,1763903160000000000,1763905860000000000,7177.92844674,-1.006074457635146,45.0
XRPUSDT,-1,1763917080000000000,2.0704,2.0792,2.0344,174,60.0,1763874000000000000,1763915580000000000,limit,4.090909090908875,7177.92844674,19610.4,2.9999955084072996,1763923260000000000,1763929260000000000,6951.484752830001,-1.0515740281252683,100.0
XRPUSDT,1,1763933220000000000,2.063,2.0532,2.0844,176,15.0,1763925300000000000,1763932260000000000,limit,2.1836734693876396,6951.484752830001,16676.5,2.999986488570603,1763935860000000000,1763939520000000000,6747.42125026,-0.9785127917549041,61.0
