symbol,side,ts,entry,stop,target,episode,scale,source,root_ts,entry_kind,rr,nav_before,quantity,planned_risk_pct,entry_ts,exit_ts,nav_after,net_r,hold_minutes
XRPUSDT,1,1763384880000000000,2.261,2.2546,2.2727,87,15.0,1763370900000000000,1763383020000000000,limit,1.8281249999999198,10000.0,31624.1,2.999992415635025,1763385000000000000,1763385180000000000,9710.09534651,-0.9663488449666691,3.0
BTCUSDT,1,1763398380000000000,93796.8,93015.90000000001,94665.90000000001,89,60.0,1763388000000000000,1763395560000000000,limit,1.112946600076811,9710.09534651,0.335,2.9930840872967894,1763399760000000000,1763401440000000000,9419.14582202,-0.9987870496540227,28.0
ETHUSDT,1,1763408160000000000,2994.62,2983.5,3052.79,91,60.0,1763337600000000000,1763407980000000000,limit,5.231115107913727,9419.14582202,20.345,2.999974005279908,1763408400000000000,1763408640000000000,9134.20178516,-1.0083859769741947,4.0
XRPUSDT,-1,1763419740000000000,2.162,2.172,2.1357,92,15.0,1763406000000000000,1763418960000000000,limit,2.6299999999998938,9134.20178516,21576.3,2.9999911201851477,1763419860000000000,1763426520000000000,9673.1701185,1.9668506930207534,111.0
SOLUSDT,-1,1763432280000000000,131.47,132.34,128.91,94,60.0,1763420400000000000,1763428200000000000,limit,2.942528735632171,9673.1701185,288.32,2.9999132695204853,1763432460000000000,1763432580000000000,9379.72480354,-1.0112000904397864,2.0
SOLUSDT,-1,1763438880000000000,134.46,135.2,131.69,98,15.0,1763433900000000000,1763437560000000000,limit,3.743243243243355,9379.72480354,319.02,2.999911954275331,1763441460000000000,1763441880000000000,9095.27777306,-1.0108577683524653,7.0
SOLUSDT,1,1763448420000000000,135.29,134.92,136.98,100,15.0,1763445600000000000,1763447700000000000,limit,4.567567567567933,9095.27777306,527.74,2.9999563687858397,1763449320000000000,1763449500000000000,8812.42096888,-1.03664345109508,3.0
BTCUSDT,-1,1763468040000000000,91207.1,91567.1,90844.0,103,15.0,1763455500000000000,1763460240000000000,limit,1.0086111111111273,8812.42096888,0.591,2.9959132109441193,1763468160000000000,1763469720000000000,8547.53369738,-1.0019466555044563,26.0
BTCUSDT,-1,1763519040000000000,92700.0,92836.0,92115.2,114,15.0,1763514000000000000,1763518260000000000,limit,4.299999999999915,8547.53369738,1.138,2.9991727293715535,1763520000000000000,1763523120000000000,9170.74455786,2.430373027450113,52.0
BTCUSDT,-1,1763557500000000000,91654.0,91832.9,91269.79999999999,119,15.0,1763551800000000000,1763557140000000000,limit,2.1475684740077043,9170.74455786,1.004,2.9985062337109123,1763557800000000000,1763559120000000000,8897.230535339999,-0.9941541852439858,22.0
BTCUSDT,1,1763561640000000000,91211.1,91098.0,91863.1,121,15.0,1763555400000000000,1763561400000000000,limit,5.764809902740512,8897.230535339999,1.317,2.9995704776812686,1763562000000000000,1763562360000000000,8628.99712215,-1.0049322356530666,6.0
