symbol,side,ts,entry,stop,target,episode,scale,source,root_ts,entry_kind,rr,nav_before,quantity,planned_risk_pct,entry_ts,exit_ts,nav_after,net_r,hold_minutes
SOLUSDT,1,1755040980000000000,191.55,190.99,193.28,129,15.0,1755036900000000000,1755039180000000000,limit,3.0892857142856833,8229.971280939999,323.72,2.999955946662402,1755043260000000000,1755045360000000000,8758.61704742,2.1411405881990753,35.0
ETHUSDT,-1,1755054660000000000,4616.05,4648.01,4569.01,132,60.0,1755032400000000000,1755054240000000000,limit,1.4718397997496844,8758.61704742,7.236,2.9999997489012884,1755054840000000000,1755057060000000000,8495.1424104,-1.0027254135119106,37.0
XRPUSDT,1,1755065580000000000,3.2191,3.2011,3.2492,133,60.0,1755054000000000000,1755065100000000000,limit,1.6722222222221763,8495.1424104,11889.4,2.9999805337700836,1755065820000000000,1755072840000000000,8831.40420727,1.3194277412714432,117.0
ETHUSDT,-1,1755110280000000000,4719.36,4752.55,4683.01,140,15.0,1755102600000000000,1755108120000000000,limit,1.0952094004217805,8831.40420727,7.053,2.9999441862962066,1755111720000000000,1755119280000000000,8565.84925101,-1.0023130713512685,126.0
SOLUSDT,-1,1755136680000000000,203.13,204.83,200.65,141,15.0,1755132300000000000,1755135240000000000,limit,1.458823529411785,8565.84925101,134.79,2.9998871167326873,1755137040000000000,1755139440000000000,8307.32104051,-1.006042339076955,40.0
ETHUSDT,1,1755162900000000000,4734.61,4718.95,4753.89,145,15.0,1755155700000000000,1755159480000000000,limit,1.2311621966794333,8307.32104051,12.378,2.9999489696257875,1755163080000000000,1755164220000000000,8522.231589910001,0.8623339515912395,19.0
ETHUSDT,1,1755192180000000000,4522.99,4505.03,4564.57,151,15.0,1755189000000000000,1755191520000000000,limit,2.3151447661469846,8522.231589910001,11.515,2.999968624186781,1755195180000000000,1755195420000000000,8266.9169295,-0.9986220851366542,4.0
XRPUSDT,-1,1755223440000000000,3.0884,3.0985,3.0701,156,60.0,1755201600000000000,1755222780000000000,limit,1.8118811881188106,8266.9169295,18013.5,2.9999835408058595,1755223500000000000,1755224640000000000,8006.732542730001,-1.049098831679903,19.0
BTCUSDT,-1,1755241260000000000,119033.49999999999,119184.1,118822.9,158,15.0,1755233100000000000,1755240120000000000,limit,1.39840637450188,8006.732542730001,0.875,2.9977503872974394,1755241740000000000,1755242160000000000,8149.20767273,0.59314720139018,7.0
BTCUSDT,-1,1755260460000000000,119024.0,119053.19999999998,118550.09999999999,162,15.0,1755253800000000000,1755256020000000000,limit,16.22945205478785,8149.20767273,1.679,2.9996370396074843,1755261060000000000,1755261120000000000,8257.54336956,0.4431338651998814,1.0
ETHUSDT,-1,1755263520000000000,4615.83,4670.24,4553.11,163,60.0,1755248400000000000,1755261060000000000,limit,1.152729277706295,8257.54336956,4.219,2.9996250549164127,1755264060000000000,1755265620000000000,8514.33791798,1.0366059126278342,26.0
ETHUSDT,-1,1755290640000000000,4414.99,4431.71,4364.01,165,15.0,1755286200000000000,1755289920000000000,limit,3.049043062200884,8514.33791798,12.193,2.999995058421565,1755291480000000000,1755295380000000000,8256.90863259,-1.0078265934860202,65.0
ETHUSDT,-1,1755296100000000000,4414.03,4434.33,4390.01,166,15.0,1755290700000000000,1755295380000000000,limit,1.1832512315270598,8256.90863259,10.043,2.999899020000176,1755296160000000000,1755297240000000000,8010.090611060001,-0.9964101276185041,18.0
BTCUSDT,-1,1755313320000000000,117458.9,117853.6,117050.09999999999,168,15.0,1755299700000000000,1755305640000000000,limit,1.0357233341777965,8010.090611060001,0.472,2.9948592991464684,1755313440000000000,1755319740000000000,7762.8025216900005,-1.029069047103141,105.0
ETHUSDT,-1,1755331500000000000,4449.62,4462.25,4412.01,172,15.0,1755320400000000000,1755330420000000000,limit,2.977830562153551,7762.8025216900005,13.774,2.9997830254261793,1755331680000000000,1755338400000000000,8256.155163360001,2.1184473016951775,112.0
BTCUSDT,-1,1755356820000000000,117700.0,117786.09999999999,117500.09999999999,178,15.0,1755350100000000000,1755356520000000000,limit,2.3217189314748046,8256.155163360001,1.157,2.998191610665468,1755357420000000000,1755374880000000000,8445.06256145,0.7626931840636564,291.0
