symbol,side,ts,entry,stop,target,episode,scale,source,root_ts,entry_kind,rr,nav_before,quantity,planned_risk_pct,entry_ts,exit_ts,nav_after,net_r,hold_minutes
SOLUSDT,-1,1754788020000000000,182.69,182.9,180.71,94,15.0,1754778600000000000,1754787300000000000,limit,9.428571428572434,10000.0,722.63,2.99996188678359,1754789460000000000,1754789520000000000,9681.559428530001,-1.0614685715666632,1.0
ETHUSDT,1,1754795100000000000,4241.16,4235.99,4320.51,97,60.0,1754780400000000000,1754794920000000000,limit,15.348162475821905,9681.559428530001,31.529,2.99993295348418,1754795400000000000,1754795460000000000,9439.518789810001,-0.8333390245884864,1.0
XRPUSDT,1,1754804520000000000,3.2605,3.2444,3.2774,99,15.0,1754799300000000000,1754803380000000000,limit,1.0496894409937552,9439.518789810001,14259.9,2.999998709603255,1754804940000000000,1754806740000000000,9159.46789449,-0.9889306914752057,30.0
XRPUSDT,-1,1754841120000000000,3.1892,3.2034,3.1556,104,15.0,1754831700000000000,1754836620000000000,limit,2.3661971830985458,9159.46789449,15306.9,2.999981917959014,1754842080000000000,1754851920000000000,8878.94747673,-1.02087596132359,164.0
BTCUSDT,-1,1754859900000000000,118635.4,118736.5,118010.09999999999,106,15.0,1754855100000000000,1754858880000000000,limit,6.184965380810607,8878.94747673,1.226,2.998782852257412,1754863140000000000,1754863680000000000,8598.87263083,-1.0514566305447892,9.0
BTCUSDT,-1,1754867940000000000,118876.7,119222.00000000001,118111.2,108,60.0,1754841600000000000,1754866860000000000,limit,2.2169128294236287,8598.87263083,0.552,2.9991756134088976,1754868060000000000,1754868840000000000,8343.690570499999,-0.9892074278632073,13.0
XRPUSDT,-1,1754886600000000000,3.2662,3.2765,3.2502,111,15.0,1754883000000000000,1754885580000000000,limit,1.5533980582523221,8343.690570499999,18007.3,2.9999990305918467,1754887560000000000,1754889300000000000,8086.72272051,-1.0265954768206762,29.0
XRPUSDT,-1,1754891100000000000,3.2726,3.2815,3.2562,112,60.0,1754802000000000000,1754889300000000000,limit,1.8426966292134528,8086.72272051,18500.9,2.999990305882796,1754892060000000000,1754896140000000000,7849.189823260001,-0.979106557169962,68.0
BTCUSDT,1,1754905500000000000,121350.00000000001,121090.29999999999,121784.6,114,15.0,1754900100000000000,1754905200000000000,limit,1.6734693877549933,7849.189823260001,0.62,2.998331714776079,1754905680000000000,1754908740000000000,7614.462408289999,-0.9968222634240058,51.0
SOLUSDT,1,1754920140000000000,179.45,177.13,183.7,116,60.0,1754838000000000000,1754913240000000000,limit,1.8318965517241557,7614.462408289999,91.48,2.9999975713961478,1754920260000000000,1754935500000000000,7384.7285363,-1.005690923716792,254.0
XRPUSDT,1,1754936520000000000,3.1904,3.1606,3.2272,119,60.0,1754928000000000000,1754935500000000000,limit,1.2348993288590473,7384.7285363,6671.6,2.9999870064665988,1754936580000000000,1754941980000000000,7164.5661117399995,-0.9937734947546647,90.0
XRPUSDT,-1,1754967360000000000,3.1622,3.1743,3.1416,120,15.0,1754946900000000000,1754965560000000000,limit,1.7024793388429034,7164.5661117399995,13855.2,2.9999793413713216,1754973180000000000,1754976000000000000,7429.74410979,1.2337476497261246,47.0
ETHUSDT,1,1754978460000000000,4284.39,4265.99,4320.62,123,15.0,1754972100000000000,1754977200000000000,limit,1.9690217391303526,7429.74410979,9.909,2.999767467653617,1754979120000000000,1754988120000000000,7767.2207591900005,1.5140792846208322,150.0
SOLUSDT,-1,1754989560000000000,175.57,176.42,173.5,124,15.0,1754983800000000000,1754988060000000000,limit,2.435294117647067,7767.2207591900005,223.8,2.9999963460828316,1755001620000000000,1755001860000000000,7531.122418710001,-1.013225312716278,4.0
ETHUSDT,-1,1755005520000000000,4416.66,4434.01,4370.01,126,15.0,1755003600000000000,1755005460000000000,limit,2.688760806916349,7531.122418710001,10.541,2.9999522671348364,1755005640000000000,1755006540000000000,8004.12519102,2.0935470439080506,15.0
BTCUSDT,1,1755022560000000000,119578.9,119124.40000000001,120163.5,128,15.0,1755017100000000000,1755019740000000000,limit,1.2862486248624991,8004.12519102,0.421,2.9932469231577703,1755023640000000000,1755031800000000000,8229.971280939999,0.9405403860723416,136.0
