ts,symbol,role,price,quantity,cost
1722674520000000000,SOLUSDT-PERP.BINANCE,entry,149.92,197.14,5.91104576
1722676260000000000,SOLUSDT-PERP.BINANCE,exit,148.53,197.14,21.54981955
1722703140000000000,BTCUSDT-PERP.BINANCE,entry,60697.100000000006,0.825,10.0150215
1722703680000000000,BTCUSDT-PERP.BINANCE,exit,60400.1,0.825,36.62946993
1722722640000000000,BTCUSDT-PERP.BINANCE,entry,60623.399999999994,1.024,12.41567232
1722737220000000000,BTCUSDT-PERP.BINANCE,exit,60842.4,1.024,50.00081545
1722745680000000000,XRPUSDT-PERP.BINANCE,entry,0.5576,151017.3,16.8414493
1722745920000000000,XRPUSDT-PERP.BINANCE,exit,0.5588,151017.3,118.16912991
1722754140000000000,ETHUSDT-PERP.BINANCE,entry,2916.33,48.036,28.01776558
1722754200000000000,ETHUSDT-PERP.BINANCE,exit,2918.02,48.036,157.3692471
1722771540000000000,ETHUSDT-PERP.BINANCE,entry,2917.73,25.253,14.73628714
1722773580000000000,ETHUSDT-PERP.BINANCE,exit,2909.81,25.253,14.69628639
1722777960000000000,ETHUSDT-PERP.BINANCE,entry,2913.94,29.214,17.02556863
1722780300000000000,ETHUSDT-PERP.BINANCE,exit,2908.52,29.214,71.12857631
1722808440000000000,ETHUSDT-PERP.BINANCE,entry,2733.01,24.642,13.46936648
1722809040000000000,ETHUSDT-PERP.BINANCE,exit,2725.53,24.642,55.07240126
1722845700000000000,ETHUSDT-PERP.BINANCE,entry,2332.82,6.681,3.11711408
1722866460000000000,ETHUSDT-PERP.BINANCE,exit,2367.55,6.681,11.55142645
1722919620000000000,ETHUSDT-PERP.BINANCE,entry,2482.13,30.495,15.13851087
1722922560000000000,ETHUSDT-PERP.BINANCE,exit,2504.39,30.495,15.27427461
1722925500000000000,ETHUSDT-PERP.BINANCE,entry,2523.48,28.586,14.42723986
1722926220000000000,ETHUSDT-PERP.BINANCE,exit,2530.02,28.586,59.45089432
1722948420000000000,SOLUSDT-PERP.BINANCE,entry,137.56,179.19,4.92987528
1722952020000000000,SOLUSDT-PERP.BINANCE,exit,136.28,179.19,18.25443467
1722954840000000000,SOLUSDT-PERP.BINANCE,entry,144.54,170.32,4.92361056
1722955440000000000,SOLUSDT-PERP.BINANCE,exit,145.84,170.32,18.82052565
1722968460000000000,ETHUSDT-PERP.BINANCE,entry,2500.48,10.089,5.04546854
1722974520000000000,ETHUSDT-PERP.BINANCE,exit,2479.46,10.089,19.27080046
1722975420000000000,ETHUSDT-PERP.BINANCE,entry,2480.54,20.535,10.18757778
1722975480000000000,ETHUSDT-PERP.BINANCE,exit,2475.55,20.535,38.11037329
1723009320000000000,XRPUSDT-PERP.BINANCE,entry,0.514,102046.0,10.4903288
1723009500000000000,XRPUSDT-PERP.BINANCE,exit,0.5124,102046.0,63.15199932
1723045080000000000,BTCUSDT-PERP.BINANCE,entry,55910.5,0.635,7.1006335
1723051140000000000,BTCUSDT-PERP.BINANCE,exit,55620.3,0.635,26.54065993
1723051380000000000,XRPUSDT-PERP.BINANCE,entry,0.5025,61452.899999999994,6.17601645
1723055220000000000,XRPUSDT-PERP.BINANCE,exit,0.5055,61452.899999999994,30.69604804
1723064160000000000,BTCUSDT-PERP.BINANCE,entry,54991.299999999996,0.595,6.5439647
1723066980000000000,BTCUSDT-PERP.BINANCE,exit,55282.5,0.595,26.74652661
1723108200000000000,ETHUSDT-PERP.BINANCE,entry,2414.33,20.436,9.86784958
1723110120000000000,ETHUSDT-PERP.BINANCE,exit,2438.98,20.436,9.96859906
1723137120000000000,SOLUSDT-PERP.BINANCE,entry,158.48,47.87,1.51728752
1723158120000000000,SOLUSDT-PERP.BINANCE,exit,162.77,47.87,5.66637937
1723166400000000000,SOLUSDT-PERP.BINANCE,entry,161.1,189.23,6.0969906
1723168200000000000,SOLUSDT-PERP.BINANCE,exit,160.17,189.23,26.68315165
1723196220000000000,BTCUSDT-PERP.BINANCE,entry,60834.3,0.626,7.61645436
1723197840000000000,BTCUSDT-PERP.BINANCE,exit,60573.799999999996,0.626,29.08962163
1723207440000000000,ETHUSDT-PERP.BINANCE,entry,2622.76,10.725,5.6258202
1723209420000000000,ETHUSDT-PERP.BINANCE,exit,2607.25,10.725,20.87599789
1723224660000000000,ETHUSDT-PERP.BINANCE,entry,2589.85,8.845,4.58144465
1723240920000000000,ETHUSDT-PERP.BINANCE,exit,2608.51,8.845,17.12671926
1723243740000000000,SOLUSDT-PERP.BINANCE,entry,153.74,55.84,1.71696832
1723246740000000000,SOLUSDT-PERP.BINANCE,exit,157.25,55.84,1.756168
