trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,liquidity_side,avg_px,slippage,commissions,emulation_trigger,status,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last,price,expire_time_ns,is_post_only,display_qty,trigger_instrument_id
BACKTESTER-001,PortfolioStrategy-000,SOLUSDT-PERP.BINANCE,BINANCE-3-001,SOLUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-f07c71a23f67c110-19106,MARKET,SELL,5909.2,GTC,False,False,5909.2,TAKER,23.445,0.0,['110.83295520 USDT'],NO_TRIGGER,FILLED,OTO,OL-20230320-132400-001-000-1,"['O-20230320-132400-001-000-2', 'O-20230320-132400-001-000-3']",,,,,['ENTRY'],daad0d64-9cba-4dfc-bb38-9ba8dcd1b1ab,2023-03-20 13:24:00+00:00,2023-03-20 13:24:00+00:00,,,,,
BACKTESTER-001,PortfolioStrategy-000,SOLUSDT-PERP.BINANCE,BINANCE-3-003,SOLUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-a7b83e0abe246946-20493,LIMIT,BUY,5909.2,GTC,True,False,5909.2,MAKER,22.088,0.0010000000000012221,['52.20896384 USDT'],NO_TRIGGER,FILLED,OUO,OL-20230320-132400-001-000-1,['O-20230320-132400-001-000-2'],O-20230320-132400-001-000-1,,,,['TAKE_PROFIT'],87d5629f-5964-4989-a2ad-b330f71ebc88,2023-03-20 13:24:00+00:00,2023-03-20 19:24:00+00:00,22.087,,True,,
BACKTESTER-001,PortfolioStrategy-000,XRPUSDT-PERP.BINANCE,BINANCE-4-001,XRPUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-d4bb0c9e2d63b447-34122,MARKET,SELL,250370,GTC,False,False,250370,TAKER,0.4461,0.0,['89.35204560 USDT'],NO_TRIGGER,FILLED,OTO,OL-20230323-171500-001-000-2,"['O-20230323-171500-001-000-5', 'O-20230323-171500-001-000-6']",,,,,['ENTRY'],9b282d45-3886-4185-bd76-bde1ebcdb4e7,2023-03-23 17:15:00+00:00,2023-03-23 17:15:00+00:00,,,,,
BACKTESTER-001,PortfolioStrategy-000,XRPUSDT-PERP.BINANCE,BINANCE-4-003,XRPUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-faeb1b3139e7587c-34477,LIMIT,BUY,250370,GTC,True,False,250370,MAKER,0.4366,9.999999999998899e-05,['43.72461680 USDT'],NO_TRIGGER,FILLED,OUO,OL-20230323-171500-001-000-2,['O-20230323-171500-001-000-5'],O-20230323-171500-001-000-4,,,,['TAKE_PROFIT'],f7bf7927-478c-48f8-8055-93fec2af94d3,2023-03-23 17:15:00+00:00,2023-03-23 18:56:00+00:00,0.4365,,True,,
