symbol,side,ts,root_ts,source,scale,entry,stop,target,rr,entry_kind,predicted_win,relative_strength,market_direction,market_breadth,episode
BTCUSDT,-1,1763350560000000000,1763346000000000000,1763344800000000000,5.0,95288.2,95539.4,94856.4,1.7189490445858613,market,0.4232087857963877,-0.29620025369962116,0.003547062907481066,0.5,86
BTCUSDT,1,1763357280000000000,1763353500000000000,1763352300000000000,5.0,95109.0,94849.9,95467.8,1.3847935160169058,market,0.4527511501303809,0.02300672367858758,0.895820093982339,1.0,86
BTCUSDT,-1,1763366400000000000,1763364300000000000,1763360400000000000,5.0,95587.9,95838.1,95334.0,1.014788169464358,market,0.441153595537601,0.11603228535178511,0.46736653177504706,1.0,86
BTCUSDT,1,1763405160000000000,1763402700000000000,1763398500000000000,5.0,92757.6,92366.7,93175.3,1.0685597339472326,market,0.476072520949419,0.096221487161395,0.5683251095549638,1.0,91
BTCUSDT,1,1763408160000000000,1763404500000000000,1763403000000000000,5.0,92370.8,91901.0,93017.8,1.3771817794805905,market,0.4696499238267969,-0.22612261791898292,0.7310088117964497,1.0,91
BTCUSDT,-1,1763414160000000000,1763411400000000000,1763409900000000000,5.0,92009.9,92227.8,91448.0,2.578705828361504,market,0.2879790399626652,0.2091735386262163,-0.22254062393500298,0.25,91
BTCUSDT,-1,1763417940000000000,1763413500000000000,1763412000000000000,5.0,92016.4,92227.8,91480.1,2.536896877956321,market,0.2743751306866461,0.0047912487217758315,-0.28885019542230095,0.25,92
BTCUSDT,-1,1763419260000000000,1763417700000000000,1763415600000000000,5.0,92109.3,92227.8,91875.5,1.9729957805907417,market,0.363233977588218,0.050341479115530274,-0.16420720500605226,0.25,92
BTCUSDT,1,1763441040000000000,1763436900000000000,1763434200000000000,5.0,90043.5,89666.0,90899.9,2.268609271523164,market,0.3574911784129683,-0.20469950947341392,0.48310787416981815,1.0,97
BTCUSDT,1,1763446260000000000,1763444700000000000,1763443500000000000,5.0,90072.7,89871.59999999999,90326.7,1.263053207359486,market,0.4421914400784913,-0.31623118346289547,0.09458024260190379,0.5,100
BTCUSDT,1,1763458560000000000,1763457000000000000,1763455500000000000,5.0,90978.2,90843.8,91414.3,3.2447916666663907,market,0.3405191227738111,-0.07122282389972101,-1.1286071443020558,0.25,102
BTCUSDT,-1,1763464440000000000,1763462100000000000,1763461800000000000,5.0,91393.3,91567.1,91216.0,1.0201380897583423,market,0.4621342754375082,0.09436219546924957,0.4414324090306477,1.0,104
BTCUSDT,-1,1763481720000000000,1763479800000000000,1763478300000000000,5.0,92714.8,92991.8,92356.1,1.2949458483754408,market,0.427471655583107,0.023479678468859316,0.14513902292023168,1.0,108
BTCUSDT,1,1763496060000000000,1763492700000000000,1763491800000000000,5.0,93262.2,92949.6,93575.9,1.0035188739603047,market,0.4698899160416195,-0.08798085792984986,0.27240142354611263,1.0,110
BTCUSDT,-1,1763501100000000000,1763499300000000000,1763499000000000000,5.0,92855.1,92998.0,92623.3,1.622113365990289,market,0.3980889844937481,0.2623866901428517,-0.30413572317922216,0.25,110
BTCUSDT,1,1763515140000000000,1763511600000000000,1763510400000000000,5.0,92180.7,91838.5,92633.2,1.322326125073068,market,0.4463172940582789,-0.06794363284050463,-0.034046259743848506,0.5,113
BTCUSDT,-1,1763515860000000000,1763513700000000000,1763511600000000000,5.0,92291.1,92633.4,91890.6,1.1700262927256693,market,0.4299072795506833,0.22384671491446917,-1.8822897533505314,0.0,113
BTCUSDT,-1,1763520840000000000,1763518800000000000,1763517300000000000,5.0,92578.5,92836.0,92223.3,1.379417475728144,market,0.3887403830695208,0.06865182495387745,0.2903044241441961,0.75,114
BTCUSDT,-1,1763535660000000000,1763534400000000000,1763531700000000000,5.0,90937.2,91064.1,90758.2,1.4105594956656669,market,0.4793255236978095,0.17323231572868825,-0.193885960397163,0.0,116
BTCUSDT,-1,1763547300000000000,1763544900000000000,1763543400000000000,5.0,91473.0,91650.1,91234.8,1.3450028232636322,market,0.4329479483735787,0.45152095275476317,-0.41864646913561276,0.25,117
BTCUSDT,1,1763550180000000000,1763547900000000000,1763547000000000000,5.0,91322.8,91187.9,91480.4,1.1682727946625728,market,0.4461762722794797,0.16111385358865235,-0.2155573963692281,0.0,118
BTCUSDT,1,1763577540000000000,1763574000000000000,1763571900000000000,5.0,89169.8,88799.9,89696.0,1.422546634225425,market,0.4604659550995447,0.033929557085185455,-0.015966257077873566,0.5,123
BTCUSDT,1,1763583360000000000,1763581800000000000,1763579400000000000,5.0,88759.3,88564.29999999999,89071.09999999999,1.59897435897418,market,0.4012899592730068,-0.21713471142402777,-0.09293273102823238,0.5,123
BTCUSDT,1,1763611980000000000,1763608500000000000,1763607600000000000,5.0,92489.7,92329.9,92692.2,1.267209011264057,market,0.4890617110212947,0.19525626321716505,-0.08026552969197287,0.5,124
BTCUSDT,1,1763629920000000000,1763626800000000000,1763625600000000000,5.0,92064.9,91931.0,92298.2,1.742345033607267,market,0.4009623591198081,0.012210550227764433,0.22209512221014582,0.75,126
BTCUSDT,1,1763665800000000000,1763660400000000000,1763656200000000000,5.0,86304.0,86066.5,87712.9,5.932210526315765,market,0.2945851737598041,0.055115504849070185,-0.2618753724543171,0.25,131
BTCUSDT,-1,1763675880000000000,1763673900000000000,1763672400000000000,5.0,87380.4,87631.0,87021.3,1.4329608938546805,market,0.4021428901793246,0.0016228915341642836,0.28418451073357975,1.0,134
BTCUSDT,-1,1763697600000000000,1763694600000000000,1763694000000000000,5.0,85782.5,86109.1,85400.1,1.1708511941212103,market,0.4414046881270201,-0.24336376224458733,0.8645162470772758,1.0,137
BTCUSDT,-1,1763724000000000000,1763721900000000000,1763720400000000000,5.0,82849.7,83332.90000000001,82325.90000000001,1.084023178807897,market,0.4973030424585775,0.11576817491703667,-0.011741064675361061,0.5,141
BTCUSDT,-1,1763733660000000000,1763731200000000000,1763728200000000000,5.0,83992.4,84384.70000000001,83234.40000000001,1.9321947489165223,market,0.3602829460611512,-0.24911074076274886,0.644673246960321,1.0,144
BTCUSDT,1,1763766780000000000,1763764800000000000,1763762100000000000,5.0,84350.1,84077.9,84924.9,2.111682586333445,market,0.3975941776872514,-0.06710168643057601,0.008944230319397315,0.5,150
BTCUSDT,1,1763773440000000000,1763771400000000000,1763770500000000000,5.0,84836.9,84500.79999999999,85241.29999999999,1.203213329366222,market,0.4550761488144595,-0.3646158685788995,0.5132137418953587,1.0,152
BTCUSDT,1,1763780880000000000,1763772900000000000,1763772000000000000,5.0,84519.3,84243.2,85175.09999999999,2.3752263672581475,market,0.3393247308025757,-0.2707305672556665,0.7164621579092658,1.0,152
BTCUSDT,-1,1763791560000000000,1763787600000000000,1763786400000000000,5.0,84150.0,84329.6,83833.90000000001,1.7600222717148164,market,0.3807627702008159,-0.02849540890937849,-0.15279963511378855,0.0,153
BTCUSDT,1,1763796060000000000,1763794500000000000,1763793600000000000,5.0,84514.3,84355.29999999999,84696.59999999999,1.1465408805029664,market,0.4065421761365174,-0.1559269077030018,0.3102430680273567,1.0,154
BTCUSDT,1,1763805780000000000,1763803500000000000,1763802900000000000,5.0,84008.6,83821.2,84226.7,1.1638207043755662,market,0.4161013823235788,0.066137627559541,-0.4945359645965455,0.0,155
BTCUSDT,-1,1763839320000000000,1763835300000000000,1763833800000000000,5.0,84600.0,84761.90000000001,84426.0,1.0747374922791266,market,0.4414715874733332,-0.2507463998634203,0.11024993786663184,0.5,160
BTCUSDT,1,1763856120000000000,1763853600000000000,1763852400000000000,5.0,84749.5,84617.9,84997.7,1.8860182370819611,market,0.3557775630746514,0.00580942177011598,0.08253044853741703,0.75,162
BTCUSDT,-1,1763861040000000000,1763857800000000000,1763856000000000000,5.0,85263.3,85584.3,84847.6,1.2950155763239786,market,0.4452356606953758,-0.3327707350591498,-0.10383775021873379,0.25,164
BTCUSDT,1,1763880360000000000,1763876400000000000,1763873400000000000,5.0,86035.3,85934.9,86458.59999999999,4.216135458166848,market,0.2853237542308129,0.10540052873310302,-0.5293458801962855,0.25,166
BTCUSDT,1,1763910480000000000,1763907900000000000,1763906700000000000,5.0,86631.0,86406.0,86901.9,1.2039999999999742,market,0.4385282853977582,0.2113010935098275,0.027096684079016733,0.5,172
BTCUSDT,-1,1763916660000000000,1763914200000000000,1763913300000000000,5.0,87180.1,87472.1,86888.1,1.0,market,0.4442742969311943,0.08975720862260356,0.42785055700111213,0.75,174
BTCUSDT,1,1763919480000000000,1763915700000000000,1763914200000000000,5.0,86910.8,86457.9,87387.0,1.0514462353720202,market,0.5058678858256777,-0.04770986414527334,1.2958635716559876,1.0,174
BTCUSDT,-1,1763929920000000000,1763926800000000000,1763924100000000000,5.0,87528.4,87654.0,87175.70000000001,2.808121019108011,market,0.3547812581783537,-0.35754126161106503,-0.1836216530357959,0.25,176
BTCUSDT,-1,1763350560000000000,1763346600000000000,1763344800000000000,15.0,95288.2,95539.4,94856.4,1.7189490445858613,market,0.4481129129714061,-0.29620025369962116,0.003547062907481066,0.5,86
