symbol,side,ts,entry,stop,target,episode,scale,source,root_ts,entry_kind,rr,predicted_win,predicted_value,nav_before,quantity,planned_risk_pct,entry_ts,exit_ts,nav_after,net_r,hold_minutes
XRPUSDT,1,1754945100000000000,3.1613,3.134,3.2086,119,15.0,1754928900000000000,1754936100000000000,market,1.732600732600692,0.4547664420759092,0.0012114665999398873,10000.0,9107.6,2.999982333173514,1754945101000000000,1754947903000000000,9702.053538690001,-0.9931548710333304,46.7
ETHUSDT,1,1755098580000000000,4647.7,4613.1,4704.54,139,15.0,1755092700000000000,1755095400000000000,market,1.6427745664739757,0.5049388812328578,0.003784595723743017,9702.053538690001,7.034,2.9999196440817033,1755098581000000000,1755102022000000000,10067.93208629,1.2570484730919522,57.35
SOLUSDT,-1,1755182700000000000,196.37,198.97,193.5,149,5.0,1755177900000000000,1755179700000000000,market,1.103846153846158,0.5513192965887392,0.001452726865530522,10067.93208629,104.16,2.9999959114371406,1755182701000000000,1755187572000000000,10347.10232846,0.9242885886836676,81.18333333333334
