ts,symbol,role,price,quantity,cost
1763401801000000000,XRPUSDT-PERP.BINANCE,entry,2.1699,2198.5,3.51298463
1763401801000000000,XRPUSDT-PERP.BINANCE,entry,2.17,22474.0,39.81284036
1763402035000000000,XRPUSDT-PERP.BINANCE,exit,2.1612,11570.9,21.36456045
1763402035000000000,XRPUSDT-PERP.BINANCE,exit,2.1611,13101.6,24.46970215
1763438101000000000,SOLUSDT-PERP.BINANCE,entry,134.41,13.28,1.29405613
1763438101000000000,SOLUSDT-PERP.BINANCE,entry,134.4,274.58,30.02336727
1763441853000000000,SOLUSDT-PERP.BINANCE,exit,135.21,287.86,30.00425976
1763444221000000000,ETHUSDT-PERP.BINANCE,entry,3013.31,1.319,2.87852964
1763444221000000000,ETHUSDT-PERP.BINANCE,entry,3013.3,13.605,31.88860811
1763451526000000000,ETHUSDT-PERP.BINANCE,exit,3027.49,14.924,33.84935731
1763452261000000000,BTCUSDT-PERP.BINANCE,entry,90408.8,1.045,74.91903405
1763452261000000000,BTCUSDT-PERP.BINANCE,entry,90408.7,0.002,0.12730773
1763452823000000000,BTCUSDT-PERP.BINANCE,exit,90500.7,1.047,78.31018651
1763634061000000000,ETHUSDT-PERP.BINANCE,entry,3007.06,12.592,28.73533416
1763645474000000000,ETHUSDT-PERP.BINANCE,exit,3043.66,12.592,7.66515334
1763665801000000000,BTCUSDT-PERP.BINANCE,entry,86333.3,0.76,49.30377506
1763676683000000000,BTCUSDT-PERP.BINANCE,exit,87712.8,0.76,13.3323456
1763737261000000000,ETHUSDT-PERP.BINANCE,entry,2763.83,15.62,31.29641782
1763739289000000000,ETHUSDT-PERP.BINANCE,exit,2717.1,15.62,8.4882204
1763751481000000000,ETHUSDT-PERP.BINANCE,entry,2775.81,9.604,19.8221839
1763756896000000000,ETHUSDT-PERP.BINANCE,exit,2714.87,9.604,5.2147223
1763757541000000000,SOLUSDT-PERP.BINANCE,entry,126.92,49.21,4.50934987
1763757541000000000,SOLUSDT-PERP.BINANCE,entry,126.93,227.69,21.59750017
1763765469000000000,SOLUSDT-PERP.BINANCE,exit,125.85,276.9,27.19511252
1763766781000000000,SOLUSDT-PERP.BINANCE,entry,125.92,19.13,1.73577258
1763766781000000000,SOLUSDT-PERP.BINANCE,entry,125.93,278.91,27.34653923
1763770476000000000,SOLUSDT-PERP.BINANCE,exit,129.26,230.39,5.95604228
1763770476000000000,SOLUSDT-PERP.BINANCE,exit,129.27,67.65,1.7490231
1763901061000000000,SOLUSDT-PERP.BINANCE,entry,130.82,4.42,0.41332902
1763901061000000000,SOLUSDT-PERP.BINANCE,entry,130.81,634.65,72.85977698
1763901121000000000,SOLUSDT-PERP.BINANCE,exit,131.17,639.07,69.23990969
1763914201000000000,SOLUSDT-PERP.BINANCE,entry,132.65,369.0,39.9386563
1763934969000000000,SOLUSDT-PERP.BINANCE,exit,133.4,369.0,44.43635919
