symbol,side,ts,root_ts,source,scale,entry,stop,target,rr,entry_kind,predicted_win,relative_strength,market_direction,market_breadth,episode
BTCUSDT,-1,1722669060000000000,1722666000000000000,1722663000000000000,5.0,61769.9,61876.5,61648.7,1.136960600375291,market,0.5181168194939548,0.6811218308974983,-0.43491308544068025,0.25,94
BTCUSDT,1,1722676980000000000,1722675000000000000,1722673800000000000,5.0,61503.8,61420.1,61607.9,1.243727598566226,market,0.400106624927112,0.18563161033231607,-0.31454290863368917,0.25,95
BTCUSDT,-1,1722680340000000000,1722678300000000000,1722676500000000000,5.0,61698.0,61757.0,61578.9,2.0186440677965853,market,0.423802902435221,0.024395306540176298,-0.26306310245222997,0.25,95
BTCUSDT,-1,1722684600000000000,1722682800000000000,1722678600000000000,5.0,61850.0,61890.1,61753.8,2.399002493765782,market,0.3587913021320325,-0.08073729942867415,0.1983070065458942,0.75,96
BTCUSDT,-1,1722696180000000000,1722694200000000000,1722693000000000000,5.0,62047.2,62121.2,61868.2,2.418918918918919,market,0.3535995661468061,-1.1175016485579072,0.401926172085424,0.75,97
BTCUSDT,1,1722710820000000000,1722709200000000000,1722707100000000000,5.0,60412.8,60089.9,60824.7,1.275627129142148,market,0.4052303219396869,-1.248879343608967,0.6910799103288595,0.75,99
BTCUSDT,1,1722712080000000000,1722710100000000000,1722709800000000000,5.0,60252.0,60089.9,60416.7,1.0160394818013931,market,0.4254879092205617,-0.7447440243316106,0.5550254250593066,0.75,99
BTCUSDT,-1,1722717900000000000,1722714600000000000,1722713400000000000,5.0,60500.4,60690.1,60132.9,1.9372693726937569,market,0.3136885831841874,-0.1362962452339966,0.3577163199933159,0.75,99
BTCUSDT,-1,1722724980000000000,1722721800000000000,1722720600000000000,5.0,60595.6,60842.3,60345.5,1.013781921361984,market,0.3934693895008976,0.18967096718134535,-0.15596159994566333,0.25,100
BTCUSDT,1,1722727140000000000,1722722700000000000,1722721800000000000,5.0,60504.2,60345.3,60747.0,1.5280050346130385,market,0.3527216076156694,-0.31138121055236917,-0.07030763647278748,0.5,100
BTCUSDT,-1,1722764520000000000,1722761400000000000,1722759300000000000,5.0,60628.0,60690.1,60481.1,2.365539452496053,market,0.4157307953783911,-0.30943594286245607,0.3617838590542036,1.0,104
