trader_id,strategy_id,instrument_id,venue_order_id,position_id,account_id,last_trade_id,type,side,quantity,price,time_in_force,expire_time_ns,filled_qty,liquidity_side,avg_px,slippage,commissions,status,is_post_only,is_reduce_only,is_quote_quantity,display_qty,emulation_trigger,trigger_instrument_id,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,init_id,ts_init,ts_last
BACKTESTER-001,PortfolioStrategy-000,SOLUSDT-PERP.BINANCE,BINANCE-3-001,SOLUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-4dfdc28cc45f689a-25845,LIMIT,SELL,3788.9,128.410,GTD,1.744744620000001e+18,3788.9,MAKER,128.409,0.0010000000000047748,['194.61154404 USDT'],FILLED,True,False,False,,NO_TRIGGER,,OTO,OL-20250415-181700-001-000-1,"['O-20250415-181700-001-000-2', 'O-20250415-181700-001-000-3']",,,,,['ENTRY'],ddb12029-1bdb-4e79-9a14-d22173b02fe9,2025-04-15 18:17:00+00:00,2025-04-15 18:47:00+00:00
BACKTESTER-001,PortfolioStrategy-000,SOLUSDT-PERP.BINANCE,BINANCE-3-003,SOLUSDT-PERP.BINANCE-PortfolioStrategy-000,BINANCE-001,T-bb307a16b1ab6879-27225,LIMIT,BUY,3788.9,125.280,GTC,,3788.9,MAKER,125.281,0.0010000000000047748,['189.87087236 USDT'],FILLED,True,True,False,,NO_TRIGGER,,OUO,OL-20250415-181700-001-000-1,['O-20250415-181700-001-000-2'],O-20250415-181700-001-000-1,,,,['TAKE_PROFIT'],e01d7628-f5dd-4931-87fb-a6983c2a208d,2025-04-15 18:17:00+00:00,2025-04-16 00:59:00+00:00
