client_order_id,trader_id,strategy_id,instrument_id,side,type,quantity,status,time_in_force,is_reduce_only,is_quote_quantity,filled_qty,init_id,ts_init,ts_last,commissions,venue_order_id,emulation_trigger,contingency_type,order_list_id,linked_order_ids,parent_order_id,exec_algorithm_id,exec_algorithm_params,exec_spawn_id,tags,account_id,slippage,position_id,liquidity_side,last_trade_id,avg_px,trigger_price,trigger_type,expire_time_ns,display_qty,trigger_instrument_id,price,is_post_only
O-20240409-083000-001-140729171800296-1,TRADER-001,DataActor-140729171800296,BTCUSDT-PERP.BINANCE,BUY,MARKET,4.831,FILLED,GTC,False,False,4.831,cf203c95-34c5-4e85-864b-24f905851492,1712651400000000000,1712651400000000000,['203.38432704 USDT'],BINANCE-1-1,NO_TRIGGER,OTO,OL-20240409-083000-001-140729171800296-1,"['O-20240409-083000-001-140729171800296-2', 'O-20240409-083000-001-140729171800296-3']",,,,,"['BTCUSDT-session-raid-00012-1712651399999000000', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'LONG', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20240409-083000-001-140729171800296-1,TAKER,T-9e4f654c41d200a7-33390,70166.4,,,,,,,
O-20240409-083000-001-140729171800296-2,TRADER-001,DataActor-140729171800296,BTCUSDT-PERP.BINANCE,SELL,STOP_MARKET,4.831,FILLED,GTC,True,False,4.831,e10863e0-30a5-40e7-9fdb-c530048b632e,1712651400000000000,1712671280000000000,['202.28575764 USDT'],BINANCE-1-2,NO_TRIGGER,OUO,OL-20240409-083000-001-140729171800296-1,['O-20240409-083000-001-140729171800296-3'],O-20240409-083000-001-140729171800296-1,,,,"['BTCUSDT-session-raid-00012-1712651399999000000', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,30.30000000000291,P-20240409-083000-001-140729171800296-1,TAKER,T-ce6e76fbc631cb5c-39064,69787.4,69817.7,DEFAULT,,,,,
O-20240409-083000-001-140729171800296-3,TRADER-001,DataActor-140729171800296,BTCUSDT-PERP.BINANCE,SELL,LIMIT,4.831,CANCELED,GTC,True,False,0.000,b9d23978-c825-4aae-a158-c1af097d9d37,1712651400000000000,1712671280000000000,,BINANCE-1-3,NO_TRIGGER,OUO,OL-20240409-083000-001-140729171800296-1,['O-20240409-083000-001-140729171800296-2'],O-20240409-083000-001-140729171800296-1,,,,"['BTCUSDT-session-raid-00012-1712651399999000000', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20240409-083000-001-140729171800296-1,MAKER,,,,,,,,71820.6,False
O-20240411-114500-001-140729171800296-4,TRADER-001,DataActor-140729171800296,BTCUSDT-PERP.BINANCE,BUY,MARKET,6.398,FILLED,GTC,False,False,6.398,f044adff-01eb-4899-8fd4-5724210465d7,1712835900000000000,1712835900000000000,['270.17935056 USDT'],BINANCE-1-4,NO_TRIGGER,OTO,OL-20240411-114500-001-140729171800296-2,"['O-20240411-114500-001-140729171800296-5', 'O-20240411-114500-001-140729171800296-6']",,,,,"['BTCUSDT-session-raid-00013-1712835899999000000', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'LONG', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20240411-114500-001-140729171800296-2,TAKER,T-f44e4b7c5930c41f-85160,70381.2,,,,,,,
O-20240411-114500-001-140729171800296-5,TRADER-001,DataActor-140729171800296,BTCUSDT-PERP.BINANCE,SELL,STOP_MARKET,6.398,FILLED,GTC,True,False,6.398,74d2f36f-494e-4a9a-a4fb-dcec422d7a36,1712835900000000000,1712836630000000000,['268.96628976 USDT'],BINANCE-1-5,NO_TRIGGER,OUO,OL-20240411-114500-001-140729171800296-2,['O-20240411-114500-001-140729171800296-6'],O-20240411-114500-001-140729171800296-4,,,,"['BTCUSDT-session-raid-00013-1712835899999000000', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,21.80000000000291,P-20240411-114500-001-140729171800296-2,TAKER,T-6f97c144d525ecc0-85373,70065.2,70087.0,DEFAULT,,,,,
O-20240411-114500-001-140729171800296-6,TRADER-001,DataActor-140729171800296,BTCUSDT-PERP.BINANCE,SELL,LIMIT,6.398,CANCELED,GTC,True,False,0.000,11bf4cee-f80b-4e07-9737-8f9bc8febd9e,1712835900000000000,1712836630000000000,,BINANCE-1-6,NO_TRIGGER,OUO,OL-20240411-114500-001-140729171800296-2,['O-20240411-114500-001-140729171800296-5'],O-20240411-114500-001-140729171800296-4,,,,"['BTCUSDT-session-raid-00013-1712835899999000000', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20240411-114500-001-140729171800296-2,MAKER,,,,,,,,71387.4,False
O-20240413-154500-001-140729171800296-7,TRADER-001,DataActor-140729171800296,BTCUSDT-PERP.BINANCE,SELL,MARKET,12.394,FILLED,GTC,False,False,12.394,698745b0-f2a5-4c2e-9b9b-e153c308e35b,1713023100000000000,1713023100000000000,['504.48388872 USDT'],BINANCE-1-7,NO_TRIGGER,OTO,OL-20240413-154500-001-140729171800296-3,"['O-20240413-154500-001-140729171800296-8', 'O-20240413-154500-001-140729171800296-9']",,,,,"['BTCUSDT-session-raid-00016-1713023099999000000', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'SHORT', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20240413-154500-001-140729171800296-3,TAKER,T-76ef2386fd5f5041-137364,67839.8,,,,,,,
O-20240413-154500-001-140729171800296-8,TRADER-001,DataActor-140729171800296,BTCUSDT-PERP.BINANCE,BUY,STOP_MARKET,12.394,CANCELED,GTC,True,False,0.000,eb0c1faf-1b33-4bef-bfe1-ce0bbc796a7e,1713023100000000000,1713028290000000000,,BINANCE-1-8,NO_TRIGGER,OUO,OL-20240413-154500-001-140729171800296-3,['O-20240413-154500-001-140729171800296-9'],O-20240413-154500-001-140729171800296-7,,,,"['BTCUSDT-session-raid-00016-1713023099999000000', 'OBSERVED_RETEST_INVALIDATION']",BINANCE-001,,P-20240413-154500-001-140729171800296-3,NO_LIQUIDITY_SIDE,,,67921.1,DEFAULT,,,,,
O-20240413-154500-001-140729171800296-9,TRADER-001,DataActor-140729171800296,BTCUSDT-PERP.BINANCE,BUY,LIMIT,12.394,FILLED,GTC,True,False,12.394,d1854969-ab99-4024-8e33-bc5a140af39d,1713023100000000000,1713028290000000000,['498.39124620 USDT'],BINANCE-1-9,NO_TRIGGER,OUO,OL-20240413-154500-001-140729171800296-3,['O-20240413-154500-001-140729171800296-8'],O-20240413-154500-001-140729171800296-7,,,,"['BTCUSDT-session-raid-00016-1713023099999000000', 'ACTIVE_COMPLETED_EXTERNAL_TARGET']",BINANCE-001,,P-20240413-154500-001-140729171800296-3,MAKER,T-4602e3f66dd509b5-138893,67020.5,,,,,,67116.9,False
O-20240414-084500-001-140729171800296-10,TRADER-001,DataActor-140729171800296,BTCUSDT-PERP.BINANCE,SELL,MARKET,7.227,FILLED,GTC,False,False,7.227,0f8e9aa4-a7f4-4f21-82f3-a6de5cc1b31b,1713084300000000000,1713084300000000000,['280.23949998 USDT'],BINANCE-1-10,NO_TRIGGER,OTO,OL-20240414-084500-001-140729171800296-4,"['O-20240414-084500-001-140729171800296-11', 'O-20240414-084500-001-140729171800296-12']",,,,,"['BTCUSDT-session-raid-00017-1713084299999000000', 'BREAKOUT_ACCEPTANCE_CONTINUATION', 'SHORT', 'TEN_SECOND_MARKET_ENTRY']",BINANCE-001,,P-20240414-084500-001-140729171800296-4,TAKER,T-c8b1053b733cc255-156938,64627.9,,,,,,,
