scenario_id,family,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,actual_entry_price,opened_ts_ns,opened_bar_index,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome
SLT-1709053740000000000-000031,SRR,SHORT,1709054040000000000,2024-02-27,17,1709054100000000000,57196.9,57186.1,57255.8,57001.2,PRIOR_INTERNAL_SELLSIDE_LIQUIDITY,57224.9,61.09499999999971,19.997,100000.0,3000.0,150.01883664999718,0.6983715667948651,0.0007,57186.0,1709054100000000000,2474,57255.9,1709054460000000000,2024-02-27,17,6.0,-2999.73657201,-0.001222327143007055,-0.99991219067,STOP
SLT-1709299320000000000-000086,SRR,SHORT,1709299500000000000,2024-03-01,13,1709299560000000000,62595.6,62607.2,62705.299999999996,62313.40000000001,PRIOR_INTERNAL_SELLSIDE_LIQUIDITY,62650.5,64.6,15.646,97000.26342799,2910.0079028397,185.97872200000495,1.1084901422217008,0.0007,62607.100000000006,1709299560000000000,6565,62313.5,1709303040000000000,2024-03-01,14,58.0,3225.51020468,0.004689563963192766,1.1084197405554879,TARGET
