scenario_id,family,source_family,source_direction,direction,signal_ts_ns,signal_day_utc,signal_hour_utc,submission_ts_ns,reference_entry_price,expected_entry_price,entry_execution_mode,entry_order_type,entry_expiry_ts_ns,entry_client_order_id,stop_price,target_price,target_reason,liquidity_level,atr_at_signal,quantity,equity_before_entry,planned_loss_budget,loss_per_unit,net_rr_at_submission,fee_rate_per_fill,sac_entry_confirmation,failed_acceptance_trap,favorable_drift_guard_enabled,causal_exit_reason_codes,causal_exit_open_position,actual_entry_price,opened_ts_ns,opened_bar_index,forced_exit_reason,causal_context_invalidation_reason,path_observations,mfe_price,mae_price,mfe_price_distance,mae_price_distance,mfe_stop_units,mae_stop_units,mfe_atr,mae_atr,mfe_close_net_r_after_cost,mfe_intrabar_net_r_after_cost,first_close_half_r_ts_ns,first_close_one_r_ts_ns,actual_exit_price,closed_ts_ns,closed_day_utc,closed_hour_utc,duration_minutes,realized_pnl_after_cost,realized_return,realized_r_multiple,outcome
HSP-1709013660000000000-000012,PHML,PHML,LONG,LONG,1709013720000000000,2024-02-27,6,1709013780000000000,56212.2,56210.4,MARKET_AFTER_DEFENSE,MARKET,,O-20240227-060300-001-000-1,56089.8,57780.0,HIGHER_TIMEFRAME_ACCEPTED_EXTREME,56111.1,56.19499999999971,15.042,100000.0,3000.0,199.43408156250388,7.469168300269414,0.0007,,False,True,"('PRESSURE_REGIME_TERMINATED_BY_OPPOSITE_CUSUM', 'PRESSURE_REGIME_ORIGIN_LOST', 'PRESSURE_REGIME_EXPIRED')",True,56210.5,1709013780000000000,1802,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_EXPIRED,PRESSURE_REGIME_EXPIRED,12,56321.2,56173.0,110.69999999999709,37.5,0.9171499585749773,0.3106876553438352,1.9699261500133047,0.6673191565085896,0.07541088204267893,0.15908920757886308,,,56275.9,1709014440000000000,2024-02-27,6,11.0,-200.66750016,0.001163483690769544,-0.06688916672,CAUSAL_CONTEXT_INVALIDATION_PRESSURE_REGIME_EXPIRED
