run_id,scenario_id,ts_event_ns,client_order_id,order_side,last_price,last_quantity,native_commission,extra_cost_to_composite_model,composite_cost_rate
baseline:week-a,session-acceptance-84ba47f29a5986eb-up-1644240000000000000,1644240300000000000,O-20220207-132500-09-000-1,2,42724.3,11.598,89.19295765,282.44436590000004,0.00075
baseline:week-a,session-acceptance-84ba47f29a5986eb-up-1644240000000000000,1644243780000000000,O-20220207-132500-09-000-2,1,42918.700000000004,11.598,89.59879487,283.72951708000005,0.00075
baseline:week-a,session-acceptance-58d87747abf58bb9-up-1644748560000000000,1644749280000000000,O-20220213-104800-09-000-4,2,42487.0,13.909,106.37130294,336.84245931000004,0.00075
baseline:week-a,session-acceptance-58d87747abf58bb9-up-1644748560000000000,1644751560000000000,O-20220213-104800-09-000-5,1,42632.3,13.909,106.73507893,337.99441659500013,0.00075
baseline:week-b,session-acceptance-c90a62bcad1a97a8-up-1686560940000000000,1686561240000000000,O-20230612-091400-09-000-1,2,25976.1,18.242,85.29408292,270.09792923,0.00075
baseline:week-b,session-acceptance-c90a62bcad1a97a8-up-1686560940000000000,1686572040000000000,O-20230612-121400-09-000-4,1,25944.3,16.772,78.32480393,248.02854576999997,0.00075
baseline:week-b,session-acceptance-c90a62bcad1a97a8-up-1686560940000000000,1686572040000000000,O-20230612-121400-09-000-4,1,25944.4,1.47,6.86488824,21.738812760000002,0.00075
baseline:week-c,session-acceptance-13a4efa15674f44d-up-1728892920000000000,1728893100000000000,O-20241014-080500-09-000-1,2,64554.4,7.413,86.1375181,272.76880730000005,0.00075
baseline:week-c,session-acceptance-13a4efa15674f44d-up-1728892920000000000,1728899760000000000,O-20241014-080500-09-000-2,1,64862.0,7.413,86.54796108,274.06854341999997,0.00075
baseline:week-c,session-acceptance-b4d6f91bf502c100-down-1729161120000000000,1729162080000000000,O-20241017-104800-09-000-4,1,67065.2,7.148,86.28876893,273.24776827,0.00075
baseline:week-c,session-acceptance-b4d6f91bf502c100-down-1729161120000000000,1729172160000000000,O-20241017-104800-09-000-5,2,66758.5,7.148,85.89415644,271.99816205999997,0.00075
baseline:week-c,session-acceptance-5e6631cef8f70283-down-1729172160000000000,1729172400000000000,O-20241017-134000-09-000-7,1,66886.8,8.408,101.22915859,320.55900220999996,0.00075
baseline:week-c,session-acceptance-5e6631cef8f70283-down-1729172160000000000,1729174080000000000,O-20241017-134000-09-000-8,2,66651.3,8.408,100.87274347,319.43035433,0.00075
baseline:week-c,session-acceptance-d17f26e6facb2526-up-1729179360000000000,1729179660000000000,O-20241017-154100-09-000-10,2,67457.40000000001,8.362,101.53418018,321.52490392000004,0.00075
baseline:week-c,session-acceptance-d17f26e6facb2526-up-1729179360000000000,1729189020000000000,O-20241017-154100-09-000-12,1,66766.0,8.362,111.6594584,307.06351060000003,0.00075
baseline:week-c,session-acceptance-de0aa65d6b38d8e9-up-1729258980000000000,1729259220000000000,O-20241018-134700-09-000-13,2,68032.6,11.835,144.92984778,458.9445179700001,0.00075
baseline:week-c,session-acceptance-de0aa65d6b38d8e9-up-1729258980000000000,1729260000000000000,O-20241018-134700-09-000-14,1,68174.3,11.835,145.23171129,459.900419085,0.00075
